model,attack,n,n_detected_clean,asr,fnr_under_attack,family,epsilon,iters,traffic_family,confidence
LR,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
LR,FGSM_eps0.15,6031,6025,1.0,1.0,FGSM,0.15,1,Botnet Ares,
LR,FGSM_eps0.15,69,69,1.0,1.0,FGSM,0.15,1,Botnet Ares - Attempted,
LR,FGSM_eps0.15,6039,6039,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
LR,FGSM_eps0.15,5969,0,,1.0,FGSM,0.15,1,DDoS-LOIC-HTTP,
LR,FGSM_eps0.15,504,496,0.008064516129032258,0.023809523809523808,FGSM,0.15,1,DDoS-LOIC-UDP,
LR,FGSM_eps0.15,38,0,,0.9736842105263158,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
LR,FGSM_eps0.15,4580,4580,0.8941048034934498,0.8941048034934498,FGSM,0.15,1,DoS GoldenEye,
LR,FGSM_eps0.15,824,824,0.7135922330097088,0.7135922330097088,FGSM,0.15,1,DoS GoldenEye - Attempted,
LR,FGSM_eps0.15,5995,5995,0.9964970809007506,0.9964970809007506,FGSM,0.15,1,DoS Hulk,
LR,FGSM_eps0.15,15,15,0.8666666666666667,0.8666666666666667,FGSM,0.15,1,DoS Hulk - Attempted,
LR,FGSM_eps0.15,1747,1691,0.35600236546422237,0.37664567830566686,FGSM,0.15,1,DoS Slowloris,
LR,FGSM_eps0.15,466,450,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
LR,FGSM_eps0.15,5932,5932,0.0,0.0,FGSM,0.15,1,FTP-BruteForce - Attempted,
LR,FGSM_eps0.15,40,40,0.45,0.45,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
LR,FGSM_eps0.15,25,0,,0.28,FGSM,0.15,1,Infiltration - Dropbox Download,
LR,FGSM_eps0.15,4,0,,0.0,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
LR,FGSM_eps0.15,5946,5341,0.5242463958060288,0.5662630339724184,FGSM,0.15,1,Infiltration - NMAP Portscan,
LR,FGSM_eps0.15,5989,5989,0.8291868425446652,0.8291868425446652,FGSM,0.15,1,SSH-BruteForce,
LR,FGSM_eps0.15,36,0,,0.9722222222222222,FGSM,0.15,1,Web Attack - Brute Force,
LR,FGSM_eps0.15,28,0,,0.9642857142857143,FGSM,0.15,1,Web Attack - Brute Force - Attempted,
LR,FGSM_eps0.15,3,2,1.0,0.6666666666666666,FGSM,0.15,1,Web Attack - SQL,
LR,FGSM_eps0.15,4,2,0.5,0.25,FGSM,0.15,1,Web Attack - SQL - Attempted,
LR,FGSM_eps0.15,19,0,,1.0,FGSM,0.15,1,Web Attack - XSS,
SVM,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
SVM,FGSM_eps0.15,6031,6031,1.0,1.0,FGSM,0.15,1,Botnet Ares,
SVM,FGSM_eps0.15,69,69,1.0,1.0,FGSM,0.15,1,Botnet Ares - Attempted,
SVM,FGSM_eps0.15,6039,6039,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
SVM,FGSM_eps0.15,5969,0,,1.0,FGSM,0.15,1,DDoS-LOIC-HTTP,
SVM,FGSM_eps0.15,504,497,0.014084507042253521,0.027777777777777776,FGSM,0.15,1,DDoS-LOIC-UDP,
SVM,FGSM_eps0.15,38,0,,0.9736842105263158,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
SVM,FGSM_eps0.15,4580,4580,0.9548034934497817,0.9548034934497817,FGSM,0.15,1,DoS GoldenEye,
SVM,FGSM_eps0.15,824,824,1.0,1.0,FGSM,0.15,1,DoS GoldenEye - Attempted,
SVM,FGSM_eps0.15,5995,5995,0.996163469557965,0.996163469557965,FGSM,0.15,1,DoS Hulk,
SVM,FGSM_eps0.15,15,15,1.0,1.0,FGSM,0.15,1,DoS Hulk - Attempted,
SVM,FGSM_eps0.15,1747,1667,0.9082183563287343,0.9124212936462507,FGSM,0.15,1,DoS Slowloris,
SVM,FGSM_eps0.15,466,450,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
SVM,FGSM_eps0.15,5932,5932,0.0,0.0,FGSM,0.15,1,FTP-BruteForce - Attempted,
SVM,FGSM_eps0.15,40,40,0.2,0.2,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
SVM,FGSM_eps0.15,25,0,,0.2,FGSM,0.15,1,Infiltration - Dropbox Download,
SVM,FGSM_eps0.15,4,0,,0.0,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
SVM,FGSM_eps0.15,5946,4787,0.7064967620639231,0.7584931046081399,FGSM,0.15,1,Infiltration - NMAP Portscan,
SVM,FGSM_eps0.15,5989,5989,0.26281516112873604,0.26281516112873604,FGSM,0.15,1,SSH-BruteForce,
SVM,FGSM_eps0.15,36,0,,0.9444444444444444,FGSM,0.15,1,Web Attack - Brute Force,
SVM,FGSM_eps0.15,28,0,,0.9285714285714286,FGSM,0.15,1,Web Attack - Brute Force - Attempted,
SVM,FGSM_eps0.15,3,0,,1.0,FGSM,0.15,1,Web Attack - SQL,
SVM,FGSM_eps0.15,4,0,,0.25,FGSM,0.15,1,Web Attack - SQL - Attempted,
SVM,FGSM_eps0.15,19,0,,1.0,FGSM,0.15,1,Web Attack - XSS,
RF,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
RF,FGSM_eps0.15,6031,6031,1.0,1.0,FGSM,0.15,1,Botnet Ares,
RF,FGSM_eps0.15,69,69,1.0,1.0,FGSM,0.15,1,Botnet Ares - Attempted,
RF,FGSM_eps0.15,6039,6039,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
RF,FGSM_eps0.15,5969,5969,1.0,1.0,FGSM,0.15,1,DDoS-LOIC-HTTP,
RF,FGSM_eps0.15,504,504,0.43253968253968256,0.43253968253968256,FGSM,0.15,1,DDoS-LOIC-UDP,
RF,FGSM_eps0.15,38,38,1.0,1.0,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
RF,FGSM_eps0.15,4580,4580,0.9997816593886463,0.9997816593886463,FGSM,0.15,1,DoS GoldenEye,
RF,FGSM_eps0.15,824,824,1.0,1.0,FGSM,0.15,1,DoS GoldenEye - Attempted,
RF,FGSM_eps0.15,5995,5995,1.0,1.0,FGSM,0.15,1,DoS Hulk,
RF,FGSM_eps0.15,15,15,0.5333333333333333,0.5333333333333333,FGSM,0.15,1,DoS Hulk - Attempted,
RF,FGSM_eps0.15,1747,1747,0.9261591299370349,0.9261591299370349,FGSM,0.15,1,DoS Slowloris,
RF,FGSM_eps0.15,466,466,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
RF,FGSM_eps0.15,5932,5932,0.7934929197572488,0.7934929197572488,FGSM,0.15,1,FTP-BruteForce - Attempted,
RF,FGSM_eps0.15,40,40,0.775,0.775,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
RF,FGSM_eps0.15,25,14,1.0,0.92,FGSM,0.15,1,Infiltration - Dropbox Download,
RF,FGSM_eps0.15,4,0,,1.0,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
RF,FGSM_eps0.15,5946,5942,1.0,1.0,FGSM,0.15,1,Infiltration - NMAP Portscan,
RF,FGSM_eps0.15,5989,5989,1.0,1.0,FGSM,0.15,1,SSH-BruteForce,
RF,FGSM_eps0.15,36,35,1.0,1.0,FGSM,0.15,1,Web Attack - Brute Force,
RF,FGSM_eps0.15,28,28,1.0,1.0,FGSM,0.15,1,Web Attack - Brute Force - Attempted,
RF,FGSM_eps0.15,3,3,1.0,1.0,FGSM,0.15,1,Web Attack - SQL,
RF,FGSM_eps0.15,4,4,1.0,1.0,FGSM,0.15,1,Web Attack - SQL - Attempted,
RF,FGSM_eps0.15,19,19,1.0,1.0,FGSM,0.15,1,Web Attack - XSS,
MLP,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
MLP,FGSM_eps0.15,6031,6031,0.9936992206930857,0.9936992206930857,FGSM,0.15,1,Botnet Ares,
MLP,FGSM_eps0.15,69,69,1.0,1.0,FGSM,0.15,1,Botnet Ares - Attempted,
MLP,FGSM_eps0.15,6039,6039,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
MLP,FGSM_eps0.15,5969,5969,1.0,1.0,FGSM,0.15,1,DDoS-LOIC-HTTP,
MLP,FGSM_eps0.15,504,504,0.003968253968253968,0.003968253968253968,FGSM,0.15,1,DDoS-LOIC-UDP,
MLP,FGSM_eps0.15,38,37,1.0,0.9736842105263158,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
MLP,FGSM_eps0.15,4580,4579,1.0,1.0,FGSM,0.15,1,DoS GoldenEye,
MLP,FGSM_eps0.15,824,824,0.9866504854368932,0.9866504854368932,FGSM,0.15,1,DoS GoldenEye - Attempted,
MLP,FGSM_eps0.15,5995,5995,1.0,1.0,FGSM,0.15,1,DoS Hulk,
MLP,FGSM_eps0.15,15,15,1.0,1.0,FGSM,0.15,1,DoS Hulk - Attempted,
MLP,FGSM_eps0.15,1747,1747,0.38752146536920434,0.38752146536920434,FGSM,0.15,1,DoS Slowloris,
MLP,FGSM_eps0.15,466,466,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
MLP,FGSM_eps0.15,5932,5932,0.7754551584625758,0.7754551584625758,FGSM,0.15,1,FTP-BruteForce - Attempted,
MLP,FGSM_eps0.15,40,40,1.0,1.0,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
MLP,FGSM_eps0.15,25,5,1.0,0.4,FGSM,0.15,1,Infiltration - Dropbox Download,
MLP,FGSM_eps0.15,4,0,,0.5,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
MLP,FGSM_eps0.15,5946,5831,0.987823700908935,0.974100235452405,FGSM,0.15,1,Infiltration - NMAP Portscan,
MLP,FGSM_eps0.15,5989,5989,1.0,1.0,FGSM,0.15,1,SSH-BruteForce,
MLP,FGSM_eps0.15,36,34,1.0,0.9722222222222222,FGSM,0.15,1,Web Attack - Brute Force,
MLP,FGSM_eps0.15,28,27,1.0,0.9642857142857143,FGSM,0.15,1,Web Attack - Brute Force - Attempted,
MLP,FGSM_eps0.15,3,2,1.0,0.6666666666666666,FGSM,0.15,1,Web Attack - SQL,
MLP,FGSM_eps0.15,4,1,1.0,0.25,FGSM,0.15,1,Web Attack - SQL - Attempted,
MLP,FGSM_eps0.15,19,19,0.05263157894736842,0.05263157894736842,FGSM,0.15,1,Web Attack - XSS,
LR,FGSM_eps0.3,60000,0,,,FGSM,0.3,1,Benign,
LR,FGSM_eps0.3,6031,6025,1.0,1.0,FGSM,0.3,1,Botnet Ares,
LR,FGSM_eps0.3,69,69,1.0,1.0,FGSM,0.3,1,Botnet Ares - Attempted,
LR,FGSM_eps0.3,6039,6039,1.0,1.0,FGSM,0.3,1,DDoS-HOIC,
LR,FGSM_eps0.3,5969,0,,1.0,FGSM,0.3,1,DDoS-LOIC-HTTP,
