accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s
0.4627254018476379,0.3754032706641451,0.2683338965866847,0.3129644442898712,0.3743,0.7316661034133153,LR,FGSM_direct,0.15,0.5355067405238298,0.5791525840759277,0.3758246898651123
0.4627254018476379,0.3754032706641451,0.2683338965866847,0.3129644442898712,0.3743,0.7316661034133153,LR,PGD_direct,0.15,0.5355067405238298,0.5791525840759277,3.4306793212890625
0.10349673172987135,0.13518952363789272,0.17895552949128282,0.15402383417029542,0.9597666666666667,0.8210444705087172,LR,FGSM_direct,0.3,0.8958233230283854,1.1582986116409302,0.3796420097351074
0.10349673172987135,0.13518952363789272,0.17895552949128282,0.15402383417029542,0.9597666666666667,0.8210444705087172,LR,PGD_direct,0.3,0.8958233230283854,1.15830659866333,3.427640914916992
0.0869876612603465,0.11222747065068546,0.14500129216945312,0.12652650568970303,0.96165,0.8549987078305469,LR,FGSM_direct,0.5,0.9129942068665403,1.9304858446121216,0.3706948757171631
0.0869876612603465,0.11222747065068546,0.14500129216945312,0.12652650568970303,0.96165,0.8549987078305469,LR,PGD_direct,0.5,0.9129942068665403,1.9304988384246826,3.4399681091308594
0.08662502379808346,0.11207493194297051,0.14486213545911775,0.1263765803576074,0.9622,0.8551378645408823,LR,FGSM_direct,0.75,0.9133568443288034,2.89570951461792,0.3708529472351074
0.08662502379808346,0.11207493194297051,0.14486213545911775,0.1263765803576074,0.9622,0.8551378645408823,LR,PGD_direct,0.75,0.9133568443288034,2.895728588104248,3.4352715015411377
0.4495979257137159,0.36245176296452924,0.2726079955469853,0.31117464855849414,0.4020166666666667,0.7273920044530148,SVM,FGSM_direct,0.15,0.5495861399961923,0.5809467434883118,0.4429612159729004
0.4495979257137159,0.36245176296452924,0.2726079955469853,0.31117464855849414,0.4020166666666667,0.7273920044530148,SVM,PGD_direct,0.15,0.5495861399961923,0.5809467434883118,4.139295339584351
0.0874772218344016,0.1239712625651596,0.16500009939765023,0.1415729953775564,0.9775166666666667,0.8349999006023497,SVM,FGSM_direct,0.3,0.9123867891172498,1.161892294883728,0.44174957275390625
0.0874772218344016,0.1239712625651596,0.16500009939765023,0.1415729953775564,0.9775166666666667,0.8349999006023497,SVM,PGD_direct,0.3,0.9123867891172498,1.161892294883728,4.135130167007446
0.08363326473441339,0.11845684485790288,0.156690455837624,0.13491723866417898,0.9776166666666667,0.843309544162376,SVM,FGSM_direct,0.5,0.9163667352655867,1.936484932899475,0.4462733268737793
0.08363326473441339,0.11845684485790288,0.156690455837624,0.13491723866417898,0.9776166666666667,0.843309544162376,SVM,PGD_direct,0.5,0.9163667352655867,1.936484932899475,4.135156154632568
0.08343381413016872,0.11826858044638161,0.15643202194700118,0.13469932727366096,0.9777666666666667,0.8435679780529989,SVM,FGSM_direct,0.75,0.9165661858698313,2.904722213745117,0.4412403106689453
0.08343381413016872,0.11826858044638161,0.15643202194700118,0.13469932727366096,0.9777666666666667,0.8435679780529989,SVM,PGD_direct,0.75,0.9165661858698313,2.904722213745117,4.142742872238159
