attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,5,10,0.3625767016513066,0.6352199767822029
PGD_constrained,0.15,15,5,10,0.4535525598805942,0.544552109739629
FGSM_constrained,0.3,15,5,10,0.48245634817219074,0.5151034139638466
PGD_constrained,0.3,15,5,10,0.34224928332820015,0.655855386292023
FGSM_constrained,0.5,15,5,10,0.5784074486483926,0.4189390888199199
PGD_constrained,0.5,15,5,10,0.31498021748916105,0.6831244521310621
FGSM_constrained,0.75,15,5,10,0.619583501149044,0.37769196143002676
PGD_constrained,0.75,15,5,10,0.26752588310549885,0.7305314032552299
