model,sample_pos,orig_test_idx,clean_correct,eligible,wall_s_measured,init_success,init_trials,init_queries,init_time_s,bsearch_queries,bsearch_time_s,gradest_queries,gradest_time_s,stepsearch_queries,stepsearch_time_s,total_queries,total_time_s,status
LGBM,57,83625,True,True,0.06435759994201362,True,1,1,0.0004412999842315912,100,0.045478699961677194,445,0.011465899646282196,10,0.005149000324308872,556,0.06253629992716014,success
LGBM,58,75603,True,True,0.06637579994276166,True,1,1,0.0004406999796628952,100,0.044821199728176,445,0.010767699917778373,18,0.008546000346541405,564,0.06457749987021089,success
LGBM,59,25488,True,True,0.06676799990236759,True,1,1,0.0004948999267071486,100,0.04477469972334802,445,0.010586600052192807,19,0.009002800099551678,565,0.06486060004681349,success
LGBM,60,3574,True,True,0.0630803001113236,True,1,1,0.00045810011215507984,100,0.04454509960487485,445,0.010893700178712606,11,0.005384900141507387,557,0.06128360005095601,success
LGBM,61,77750,True,True,0.06592700001783669,True,1,1,0.0004359001759439707,100,0.043947700411081314,445,0.010812800144776702,19,0.00886289938353002,565,0.06406129989773035,success
LGBM,62,55469,True,True,0.06313619995489717,True,1,1,0.00044720014557242393,100,0.04500290006399155,445,0.01091560022905469,10,0.004914599470794201,556,0.06128200003877282,success
LGBM,63,46129,True,True,0.06343270000070333,True,1,1,0.00045810011215507984,100,0.04511259961873293,445,0.010927299968898296,10,0.005043200217187405,556,0.061543399933725595,success
LGBM,64,56120,True,True,0.06958180014044046,True,2,2,0.0010405001230537891,100,0.04691009991802275,445,0.011013699928298593,18,0.00875260028988123,565,0.06771899992600083,success
LGBM,65,99237,True,True,0.06352089997380972,True,1,1,0.00045779999345541,100,0.04451629985123873,445,0.010467799846082926,13,0.006221100455150008,559,0.06166459992527962,success
LGBM,66,100883,True,True,0.06133260019123554,True,1,1,0.00044410000555217266,100,0.04404469998553395,445,0.010270100319758058,10,0.004771299660205841,556,0.05953180021606386,success
LGBM,67,72624,True,True,0.06558410008437932,True,1,1,0.0004412999842315912,100,0.0470772001426667,445,0.010956500191241503,10,0.005151899764314294,556,0.06362870009616017,success
LGBM,68,76858,True,True,0.08531189989298582,True,1,1,0.0007694000378251076,100,0.059454000322148204,445,0.012801099568605423,19,0.009995200205594301,565,0.08302190015092492,success
LGBM,69,50816,True,True,0.0652946000918746,True,1,1,0.00047530001029372215,100,0.04582670028321445,445,0.010743200313299894,13,0.006354899145662785,559,0.06340210000053048,success
LGBM,70,87030,True,True,0.06345280003733933,True,1,1,0.00048819975927472115,100,0.04499729978851974,445,0.010562100214883685,11,0.005471100099384785,557,0.06152039999142289,success
LGBM,71,52033,True,True,0.06319609982892871,True,1,1,0.0004678000696003437,100,0.04480840056203306,445,0.010926099959760904,10,0.00499299936927855,556,0.06119709997437894,success
LGBM,72,79060,True,True,0.06285439990460873,True,2,2,0.000861200038343668,100,0.044031899655237794,445,0.010329899610951543,12,0.005777300801128149,559,0.06100230012089014,success
LGBM,73,1819,True,True,0.0636515999212861,True,2,2,0.0008764001540839672,100,0.04415219998918474,445,0.010586000047624111,13,0.006229299819096923,560,0.06184599990956485,success
LGBM,74,94780,True,True,0.06292790011502802,True,1,1,0.0004894998855888844,100,0.04458789969794452,445,0.010689199902117252,11,0.005365500459447503,557,0.06113389995880425,success
LGBM,75,27339,True,True,0.06278160004876554,True,1,1,0.00043899985030293465,100,0.044593000086024404,445,0.010974499629810452,10,0.004960600286722183,556,0.060968799982219934,success
LGBM,76,73306,True,True,0.06317979982122779,True,1,1,0.00046639982610940933,100,0.044381700456142426,445,0.010698099387809634,12,0.005770000163465738,558,0.061317999847233295,success
LGBM,77,100357,True,True,0.06147770001552999,True,1,1,0.0004438001196831465,100,0.0442646995652467,445,0.010194499744102359,10,0.004779000533744693,556,0.05968339997343719,success
LGBM,78,94256,True,True,0.06261210003867745,True,1,1,0.00044020009227097034,100,0.044176900293678045,445,0.010423499858006835,12,0.005764199886471033,558,0.060806699795648456,success
LGBM,79,42356,True,True,0.06287240004166961,True,1,1,0.0004507999401539564,100,0.044768199790269136,445,0.010480100056156516,11,0.005333300214260817,557,0.061034000013023615,success
LGBM,80,86035,True,True,0.06782300001941621,True,1,1,0.00044189998880028725,100,0.048277199966832995,445,0.010711700189858675,13,0.006571199744939804,559,0.06600349978543818,success
LGBM,81,96655,True,True,0.06277650012634695,True,1,1,0.0004512001760303974,100,0.04438899992965162,445,0.010720399208366871,11,0.005421000765636563,557,0.06098330020904541,success
LGBM,82,109984,True,True,0.06457750010304153,True,2,2,0.0008593001402914524,100,0.04628570005297661,445,0.01061580004170537,10,0.0049935998395085335,557,0.06275620008818805,success
LGBM,83,67056,True,True,0.06378510012291372,True,1,1,0.00048099993728101254,100,0.04430249985307455,445,0.010463299695402384,14,0.006625500274822116,560,0.061874100007116795,success
LGBM,84,91765,True,True,0.06972060003317893,True,1,1,0.00044320011511445045,100,0.04550180025398731,445,0.010889200493693352,23,0.010914999293163419,569,0.06775079993531108,success
LGBM,85,82959,True,True,0.06693440000526607,True,1,1,0.00045490008778870106,100,0.04449459980241954,445,0.01054500020109117,20,0.009581000078469515,566,0.06507710018195212,success
LGBM,86,12070,True,True,0.06300510000437498,True,1,1,0.0005072001367807388,100,0.04425509972497821,445,0.010673699667677283,12,0.005732300458475947,558,0.06116969999857247,success
LGBM,87,101357,True,True,0.0643660998903215,True,1,1,0.000466599827632308,100,0.04450460011139512,445,0.01033329963684082,15,0.007112600142136216,561,0.06241969997063279,success
LGBM,88,7311,True,True,0.06190470000728965,True,1,1,0.0004455000162124634,100,0.04416739987209439,445,0.010537800611928105,10,0.00488359946757555,556,0.06003600009717047,success
LGBM,89,55096,True,True,0.06694149994291365,True,1,1,0.0004400999750941992,100,0.04428919986821711,445,0.010609600227326155,21,0.009817699901759624,567,0.0651582998689264,success
LGBM,90,5857,True,True,0.06300389999523759,True,1,1,0.00048370007425546646,100,0.04404739988967776,445,0.010379900690168142,13,0.00623939954675734,559,0.06115219998173416,success
LGBM,91,36566,True,True,0.06582310004159808,True,1,1,0.0004811000544577837,100,0.04447029950097203,445,0.010501200100407004,18,0.008478700183331966,564,0.06393319997005165,success
LGBM,92,39294,True,True,0.06530100014060736,True,1,1,0.000439800089225173,100,0.04409729968756437,445,0.010866799857467413,17,0.008094600401818752,563,0.0635003000497818,success
LGBM,93,75690,True,True,0.06441259989514947,True,1,1,0.0004749998915940523,100,0.04361659986898303,445,0.010471400106325746,16,0.00790999992750585,562,0.06247489992529154,success
LGBM,94,1097,True,True,0.06308489991351962,True,1,1,0.00044329999946057796,100,0.044142900267615914,445,0.01046859985217452,13,0.006175300106406212,559,0.06123180012218654,success
LGBM,95,89929,True,True,0.062247399939224124,True,1,1,0.00045020016841590405,100,0.04419999965466559,445,0.010424700332805514,11,0.005343700060620904,557,0.060420499881729484,success
LGBM,96,22311,True,True,0.07085000001825392,True,1,1,0.000443900004029274,100,0.04478340037167072,445,0.010526200057938695,29,0.01329779950901866,575,0.06905300007201731,success
LGBM,97,93984,True,True,0.06271729990839958,True,1,1,0.00043700006790459156,100,0.04392839991487563,445,0.010263899806886911,13,0.0062956002075225115,559,0.06092670001089573,success
LGBM,98,100979,True,True,0.062214399920776486,True,1,1,0.00045059993863105774,100,0.04417810053564608,445,0.010490200016647577,11,0.005296799587085843,557,0.06041750009171665,success
LGBM,99,4685,True,True,0.06491190008819103,True,2,2,0.0008650999516248703,100,0.044210599502548575,445,0.01050579990260303,16,0.007531900657340884,563,0.06311490014195442,success
