model,sample_pos,orig_test_idx,clean_correct,eligible,wall_s_measured,init_success,init_trials,init_queries,init_time_s,bsearch_queries,bsearch_time_s,gradest_queries,gradest_time_s,stepsearch_queries,stepsearch_time_s,total_queries,total_time_s,status
XGB,15,48736,True,True,0.043620599899441004,True,3,3,0.0008550998754799366,100,0.030100000323727727,445,0.007382299983873963,12,0.004045099951326847,560,0.04238429991528392,success
XGB,16,55729,True,True,0.04753360012546182,True,7,7,0.002106900094076991,100,0.030675199814140797,445,0.00765420007519424,18,0.005866900086402893,570,0.04630460008047521,success
XGB,17,86587,True,True,0.04681119997985661,True,2,2,0.0005781999789178371,100,0.0304169999435544,445,0.008113800082355738,19,0.006469500018283725,566,0.04558030003681779,success
XGB,18,38294,True,True,0.05324000003747642,True,3,3,0.0008409000001847744,100,0.0304583003744483,445,0.00757649983279407,42,0.013108799699693918,590,0.05198629992082715,success
XGB,19,62715,True,True,0.04435009998269379,True,4,4,0.0011309999972581863,100,0.03010940016247332,445,0.007519200211390853,13,0.004355299519374967,562,0.04311620001681149,success
XGB,20,48199,True,True,0.056645199889317155,True,7,7,0.0019330999348312616,100,0.03151059988886118,445,0.007522499421611428,45,0.014427700778469443,597,0.0553955000359565,success
XGB,21,78164,True,True,0.044354300014674664,True,3,3,0.0009411999490112066,100,0.03052949975244701,445,0.007581100799143314,11,0.004022299544885755,559,0.0430757999420166,success
XGB,22,54912,True,True,0.046772300032898784,True,5,5,0.0013753999955952168,100,0.029800700256600976,445,0.007585299899801612,19,0.006753999972715974,569,0.0455167000181973,success
XGB,23,26754,True,True,0.04539670003578067,True,5,5,0.0015229000709950924,100,0.02963489992544055,445,0.007842800114303827,15,0.005044100107625127,565,0.04404619988054037,success
XGB,24,58306,True,True,0.05379729997366667,True,1,1,0.0003002001903951168,100,0.030349899781867862,445,0.0075125000439584255,46,0.014409400057047606,592,0.052574000088497996,success
XGB,25,100994,True,True,0.048410600051283836,True,1,1,0.00035470002330839634,100,0.029922900022938848,445,0.007475299993529916,29,0.00930129992775619,575,0.04705590009689331,success
