model,n_rows,batched_s,batched_ms_per_row,sequential_s,sequential_ms_per_row,sequential_over_batched_ratio
XGB,10000,0.02121479995548725,0.0021214799955487254,2.4715025001205504,0.247150250012055,116.4989773792937
LGBM,10000,0.0662217999342829,0.00662217999342829,3.8559313002042472,0.3855931300204247,58.22752181352351
