accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,family,epsilon,iters,confidence,seed
0.2126225490196078,0.1029033443586916,0.684596577017115,0.1789137380191693,0.8549912434325744,0.3154034229828851,LR,PGD_eps0.15_it10,0.7193627450980392,PGD,0.15,10,,42
0.1510416666666666,0.0404669260700389,0.254278728606357,0.0698220879489761,0.8637478108581436,0.7457212713936431,SVM,PGD_eps0.15_it10,0.7901348039215687,PGD,0.15,10,,42
0.8590686274509803,0.0677966101694915,0.0097799511002444,0.017094017094017,0.0192644483362521,0.9902200488997556,RF,PGD_eps0.15_it10,0.1060049019607843,PGD,0.15,10,,42
0.2950367647058823,0.104515050167224,0.6112469437652812,0.1785076758300607,0.750262697022767,0.3887530562347188,MLP,PGD_eps0.15_it10,0.7034313725490197,PGD,0.15,10,,42
0.2156862745098039,0.1038674033149171,0.6894865525672371,0.1805377720870678,0.8521891418563923,0.3105134474327628,LR,PGD_eps0.15_it25,0.7166053921568627,PGD,0.15,25,,42
0.1510416666666666,0.0404669260700389,0.254278728606357,0.0698220879489761,0.8637478108581436,0.7457212713936431,SVM,PGD_eps0.15_it25,0.7901348039215687,PGD,0.15,25,,42
0.8602941176470589,0.0727272727272727,0.0097799511002444,0.0172413793103448,0.0178633975481611,0.9902200488997556,RF,PGD_eps0.15_it25,0.1047794117647058,PGD,0.15,25,,42
0.2971813725490196,0.1048218029350104,0.6112469437652812,0.1789549033643521,0.7478108581436077,0.3887530562347188,MLP,PGD_eps0.15_it25,0.7012867647058824,PGD,0.15,25,,42
0.1724877450980392,0.0685240963855421,0.4449877750611247,0.1187601957585644,0.8665499124343258,0.5550122249388753,LR,PGD_eps0.3_it10,0.7607230392156863,PGD,0.3,10,,42
0.1498161764705882,0.0393302180685358,0.2469437652811736,0.0678535438360765,0.8640980735551663,0.7530562347188264,SVM,PGD_eps0.3_it10,0.7913602941176471,PGD,0.3,10,,42
0.8143382352941176,0.0147783251231527,0.0073349633251833,0.0098039215686274,0.0700525394045534,0.9926650366748166,RF,PGD_eps0.3_it10,0.150735294117647,PGD,0.3,10,,42
0.1666666666666666,0.0502140910860256,0.3154034229828851,0.086635325721961,0.8546409807355516,0.684596577017115,MLP,PGD_eps0.3_it10,0.8330269607843137,PGD,0.3,10,,42
0.174938725490196,0.0713213213213213,0.4645476772616136,0.1236576635209892,0.8665499124343258,0.5354523227383863,LR,PGD_eps0.3_it25,0.7582720588235294,PGD,0.3,25,,42
0.1498161764705882,0.0393302180685358,0.2469437652811736,0.0678535438360765,0.8640980735551663,0.7530562347188264,SVM,PGD_eps0.3_it25,0.7913602941176471,PGD,0.3,25,,42
0.8161764705882353,0.015228426395939,0.0073349633251833,0.0099009900990099,0.0679509632224168,0.9926650366748166,RF,PGD_eps0.3_it25,0.1488970588235294,PGD,0.3,25,,42
0.1672794117647058,0.0502532138683287,0.3154034229828851,0.0866935483870967,0.8539404553415061,0.684596577017115,MLP,PGD_eps0.3_it25,0.8324142156862745,PGD,0.3,25,,42
0.1629901960784313,0.0571864277544796,0.3667481662591687,0.0989445910290237,0.866199649737303,0.6332518337408313,LR,PGD_eps0.5_it10,0.7702205882352942,PGD,0.5,10,,42
0.1495098039215686,0.0393149085247177,0.2469437652811736,0.0678307588985896,0.8644483362521891,0.7530562347188264,SVM,PGD_eps0.5_it10,0.7916666666666666,PGD,0.5,10,,42
0.5333946078431373,0.0239316239316239,0.0684596577017114,0.0354654844838505,0.4,0.9315403422982884,RF,PGD_eps0.5_it10,0.4276960784313725,PGD,0.5,10,,42
0.1525735294117647,0.0401872805306281,0.2518337408312958,0.0693135935397039,0.861646234676007,0.7481662591687042,MLP,PGD_eps0.5_it10,0.8474264705882353,PGD,0.5,10,,42
0.1620710784313725,0.0557677616501145,0.3569682151589242,0.0964651470102411,0.8658493870402802,0.6430317848410758,LR,PGD_eps0.5_it25,0.7714460784313726,PGD,0.5,25,,42
0.1498161764705882,0.0393302180685358,0.2469437652811736,0.0678535438360765,0.8640980735551663,0.7530562347188264,SVM,PGD_eps0.5_it25,0.7913602941176471,PGD,0.5,25,,42
0.5052083333333334,0.025943396226415,0.0806845965770171,0.0392623438429506,0.4339754816112084,0.9193154034229828,RF,PGD_eps0.5_it25,0.456188725490196,PGD,0.5,25,,42
0.1528799019607843,0.0405616224648986,0.254278728606357,0.0699630003363605,0.861646234676007,0.7457212713936431,MLP,PGD_eps0.5_it25,0.8471200980392157,PGD,0.5,25,,42
0.1617647058823529,0.0560854635635253,0.3594132029339853,0.097029702970297,0.8665499124343258,0.6405867970660146,LR,PGD_eps0.75_it10,0.7714460784313726,PGD,0.75,10,,42
0.1495098039215686,0.0393149085247177,0.2469437652811736,0.0678307588985896,0.8644483362521891,0.7530562347188264,SVM,PGD_eps0.75_it10,0.7916666666666666,PGD,0.75,10,,42
0.4056372549019608,0.0295021511985248,0.1173594132029339,0.0471512770137524,0.5530647985989492,0.882640586797066,RF,PGD_eps0.75_it10,0.5575980392156863,PGD,0.75,10,,42
0.1510416666666666,0.0383111806098514,0.2396088019559902,0.0660599932591843,0.861646234676007,0.7603911980440098,MLP,PGD_eps0.75_it10,0.8489583333333334,PGD,0.75,10,,42
0.1620710784313725,0.0561068702290076,0.3594132029339853,0.097061736546715,0.866199649737303,0.6405867970660146,LR,PGD_eps0.75_it25,0.7714460784313726,PGD,0.75,25,,42
0.1495098039215686,0.0393149085247177,0.2469437652811736,0.0678307588985896,0.8644483362521891,0.7530562347188264,SVM,PGD_eps0.75_it25,0.7916666666666666,PGD,0.75,25,,42
0.3192401960784313,0.0334534225424601,0.1589242053789731,0.0552721088435374,0.6577933450087565,0.8410757946210269,RF,PGD_eps0.75_it25,0.640625,PGD,0.75,25,,42
0.1510416666666666,0.0383111806098514,0.2396088019559902,0.0660599932591843,0.861646234676007,0.7603911980440098,MLP,PGD_eps0.75_it25,0.8489583333333334,PGD,0.75,25,,42
0.3363970588235294,0.0426861009890681,0.2004889975550122,0.0703862660944206,0.6441330998248687,0.7995110024449877,LR,CW_c0.0_it10,0.5765931372549019,CW,,10,0.0,42
0.2071078431372549,0.0369740756481088,0.2127139364303178,0.0629978276611151,0.7936952714535902,0.7872860635696821,SVM,CW_c0.0_it10,0.7261029411764706,CW,,10,0.0,42
0.8529411764705882,0.134020618556701,0.0317848410757946,0.0513833992094861,0.0294220665499124,0.9682151589242054,RF,CW_c0.0_it10,0.1099877450980392,CW,,10,0.0,42
0.149203431372549,0.0375,0.2347188264058679,0.0646682384641293,0.863047285464098,0.7652811735941321,MLP,CW_c0.0_it10,0.8495710784313726,CW,,10,0.0,42
0.2018995098039215,0.046655656482246,0.2762836185819071,0.0798304486047333,0.8087565674255692,0.7237163814180929,LR,CW_c0.5_it10,0.7245710784313726,CW,,10,0.5,42
0.1525735294117647,0.0394685423993747,0.2469437652811736,0.0680592991913746,0.8609457092819615,0.7530562347188264,SVM,CW_c0.5_it10,0.788296568627451,CW,,10,0.5,42
0.8572303921568627,0.0476190476190476,0.0073349633251833,0.0127118644067796,0.021015761821366,0.9926650366748166,RF,CW_c0.5_it10,0.1081495098039215,CW,,10,0.5,42
0.1479779411764706,0.0374414976599064,0.2347188264058679,0.0645812310797174,0.8644483362521891,0.7652811735941321,MLP,CW_c0.5_it10,0.8520220588235294,CW,,10,0.5,42
0.399203431372549,0.123666343355965,0.6234718826405868,0.2063941723998381,0.6329246935201401,0.3765281173594132,LR,FGSM_eps0.15,0.5162377450980392,FGSM,0.15,1,,7
0.166360294117647,0.0448818897637795,0.2787286063569682,0.0773143438453713,0.8497373029772329,0.7212713936430318,SVM,FGSM_eps0.15,0.7582720588235294,FGSM,0.15,1,,7
0.8878676470588235,0.6028708133971292,0.3080684596577017,0.4077669902912621,0.0290718038528896,0.6919315403422983,RF,FGSM_eps0.15,0.0741421568627451,FGSM,0.15,1,,7
0.1954656862745098,0.0685091475282211,0.4303178484107579,0.1182001343183344,0.8381786339754816,0.5696821515892421,MLP,FGSM_eps0.15,0.8023897058823529,FGSM,0.15,1,,7
0.2622549019607843,0.0539937527889335,0.295843520782396,0.0913207547169811,0.7425569176882661,0.7041564792176039,LR,FGSM_eps0.3,0.6544117647058824,FGSM,0.3,1,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,FGSM_eps0.3,0.7647058823529411,FGSM,0.3,1,,7
0.8259803921568627,0.2249134948096885,0.1589242053789731,0.1862464183381088,0.0784588441330998,0.8410757946210269,RF,FGSM_eps0.3,0.1363357843137254,FGSM,0.3,1,,7
0.1626838235294117,0.0421591804570527,0.2616136919315403,0.0726162198846284,0.8514886164623467,0.7383863080684596,MLP,FGSM_eps0.3,0.8354779411764706,FGSM,0.3,1,,7
0.1963848039215686,0.0410447761194029,0.2420537897310513,0.0701878766394895,0.8101576182136603,0.7579462102689487,LR,FGSM_eps0.5,0.7221200980392157,FGSM,0.5,1,,7
0.1602328431372549,0.0398579321231254,0.2469437652811736,0.0686374447842337,0.8521891418563923,0.7530562347188264,SVM,FGSM_eps0.5,0.7653186274509803,FGSM,0.5,1,,7
0.3342524509803921,0.0472279260780287,0.2249388753056234,0.0780653372931692,0.6500875656742557,0.7750611246943765,RF,FGSM_eps0.5,0.6207107843137255,FGSM,0.5,1,,7
0.1605392156862745,0.0398736675878405,0.2469437652811736,0.0686607749830047,0.8518388791593695,0.7530562347188264,MLP,FGSM_eps0.5,0.8382352941176471,FGSM,0.5,1,,7
0.1914828431372549,0.0388751033912324,0.2298288508557457,0.0665015917934205,0.8140105078809107,0.7701711491442543,LR,FGSM_eps0.75,0.7282475490196079,FGSM,0.75,1,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,FGSM_eps0.75,0.7653186274509803,FGSM,0.75,1,,7
0.1620710784313725,0.0414037854889589,0.2567237163814181,0.0713073005093378,0.8514886164623467,0.7432762836185819,RF,FGSM_eps0.75,0.7944240196078431,FGSM,0.75,1,,7
0.1614583333333333,0.0399209486166007,0.2469437652811736,0.0687308608370193,0.8507880910683012,0.7530562347188264,MLP,FGSM_eps0.75,0.8382352941176471,FGSM,0.75,1,,7
0.2475490196078431,0.1037553232675183,0.6552567237163814,0.1791443850267379,0.8108581436077058,0.3447432762836185,LR,PGD_eps0.15_it10,0.6715686274509803,PGD,0.15,10,,7
0.166360294117647,0.0452399685287175,0.2811735941320293,0.0779396814639105,0.8500875656742557,0.7188264058679706,SVM,PGD_eps0.15_it10,0.7582720588235294,PGD,0.15,10,,7
0.8903186274509803,0.650887573964497,0.2689486552567237,0.3806228373702422,0.0206654991243432,0.7310513447432763,RF,PGD_eps0.15_it10,0.0716911764705882,PGD,0.15,10,,7
0.1893382352941176,0.0632565404139008,0.3960880195599022,0.109090909090909,0.8402802101576182,0.6039119804400978,MLP,PGD_eps0.15_it10,0.8085171568627451,PGD,0.15,10,,7
0.2478553921568627,0.1041021671826625,0.6577017114914425,0.1797527564316739,0.8108581436077058,0.3422982885085575,LR,PGD_eps0.15_it25,0.6709558823529411,PGD,0.15,25,,7
0.1657475490196078,0.0444881889763779,0.2762836185819071,0.0766361478467277,0.8500875656742557,0.7237163814180929,SVM,PGD_eps0.15_it25,0.7588848039215687,PGD,0.15,25,,7
0.8921568627450981,0.6727272727272727,0.2713936430317848,0.3867595818815331,0.0189141856392294,0.7286063569682152,RF,PGD_eps0.15_it25,0.0698529411764705,PGD,0.15,25,,7
0.1896446078431372,0.0636221701795472,0.3985330073349633,0.1097273645237293,0.8402802101576182,0.6014669926650367,MLP,PGD_eps0.15_it25,0.8082107843137255,PGD,0.15,25,,7
0.1780024509803921,0.0640337423312883,0.4083129584352078,0.1107059993370898,0.8549912434325744,0.5916870415647921,LR,PGD_eps0.3_it10,0.7432598039215687,PGD,0.3,10,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,PGD_eps0.3_it10,0.7647058823529411,PGD,0.3,10,,7
0.8532475490196079,0.2891566265060241,0.1173594132029339,0.1669565217391304,0.0413309982486865,0.882640586797066,RF,PGD_eps0.3_it10,0.1087622549019607,PGD,0.3,10,,7
0.1608455882352941,0.0406151419558359,0.2518337408312958,0.0699490662139219,0.8521891418563923,0.7481662591687042,MLP,PGD_eps0.3_it10,0.8373161764705882,PGD,0.3,10,,7
0.1755514705882352,0.0621642363775901,0.3960880195599022,0.1074626865671641,0.8560420315236428,0.6039119804400978,LR,PGD_eps0.3_it25,0.7457107843137255,PGD,0.3,25,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,PGD_eps0.3_it25,0.7647058823529411,PGD,0.3,25,,7
0.8511029411764706,0.2774566473988439,0.1173594132029339,0.1649484536082474,0.0437828371278458,0.882640586797066,RF,PGD_eps0.3_it25,0.1106004901960784,PGD,0.3,25,,7
0.1608455882352941,0.0406151419558359,0.2518337408312958,0.0699490662139219,0.8521891418563923,0.7481662591687042,MLP,PGD_eps0.3_it25,0.8373161764705882,PGD,0.3,25,,7
0.1580882352941176,0.0447644998053717,0.2811735941320293,0.0772330423102753,0.8595446584938704,0.7188264058679706,LR,PGD_eps0.5_it10,0.7631740196078431,PGD,0.5,10,,7
0.1602328431372549,0.0398579321231254,0.2469437652811736,0.0686374447842337,0.8521891418563923,0.7530562347188264,SVM,PGD_eps0.5_it10,0.7653186274509803,PGD,0.5,10,,7
0.5416666666666666,0.0613397901533494,0.1858190709046454,0.0922330097087378,0.4073555166374781,0.8141809290953546,RF,PGD_eps0.5_it10,0.4157475490196078,PGD,0.5,10,,7
0.1611519607843137,0.039905175819834,0.2469437652811736,0.0687074829931972,0.851138353765324,0.7530562347188264,MLP,PGD_eps0.5_it10,0.8382352941176471,PGD,0.5,10,,7
0.1611519607843137,0.0463576158940397,0.2909535452322738,0.0799731182795698,0.8574430823117338,0.7090464547677262,LR,PGD_eps0.5_it25,0.7601102941176471,PGD,0.5,25,,7
0.1602328431372549,0.0398579321231254,0.2469437652811736,0.0686374447842337,0.8521891418563923,0.7530562347188264,SVM,PGD_eps0.5_it25,0.7653186274509803,PGD,0.5,25,,7
0.5116421568627451,0.056843679880329,0.1858190709046454,0.0870561282932416,0.4416812609457093,0.8141809290953546,RF,PGD_eps0.5_it25,0.4448529411764705,PGD,0.5,25,,7
0.1611519607843137,0.039905175819834,0.2469437652811736,0.0687074829931972,0.851138353765324,0.7530562347188264,MLP,PGD_eps0.5_it25,0.8382352941176471,PGD,0.5,25,,7
0.159313725490196,0.0419772459788152,0.2616136919315403,0.0723461798512508,0.8553415061295973,0.7383863080684596,LR,PGD_eps0.75_it10,0.7631740196078431,PGD,0.75,10,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,PGD_eps0.75_it10,0.7653186274509803,PGD,0.75,10,,7
0.1617647058823529,0.0406632451638373,0.2518337408312958,0.0700203942895989,0.851138353765324,0.7481662591687042,RF,PGD_eps0.75_it10,0.7944240196078431,PGD,0.75,10,,7
0.1614583333333333,0.0399209486166007,0.2469437652811736,0.0687308608370193,0.8507880910683012,0.7530562347188264,MLP,PGD_eps0.75_it10,0.8382352941176471,PGD,0.75,10,,7
0.1583946078431372,0.0422866092404072,0.2640586797066014,0.0728990887613904,0.8567425569176883,0.7359413202933985,LR,PGD_eps0.75_it25,0.7637867647058824,PGD,0.75,25,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,PGD_eps0.75_it25,0.7653186274509803,PGD,0.75,25,,7
0.1629901960784313,0.040727560300514,0.2518337408312958,0.0701157249829816,0.8497373029772329,0.7481662591687042,RF,PGD_eps0.75_it25,0.7935049019607843,PGD,0.75,25,,7
0.1614583333333333,0.0399209486166007,0.2469437652811736,0.0687308608370193,0.8507880910683012,0.7530562347188264,MLP,PGD_eps0.75_it25,0.8382352941176471,PGD,0.75,25,,7
0.5735294117647058,0.1486776268763402,0.508557457212714,0.2300884955752212,0.4171628721541155,0.491442542787286,LR,CW_c0.0_it10,0.3204656862745098,CW,,10,0.0,7
0.3474264705882353,0.0290093048713738,0.1295843520782396,0.0474060822898032,0.6213660245183887,0.8704156479217604,SVM,CW_c0.0_it10,0.5600490196078431,CW,,10,0.0,7
0.8799019607843137,0.5562913907284768,0.2053789731051344,0.3,0.0234676007005253,0.7946210268948656,RF,CW_c0.0_it10,0.0787377450980392,CW,,10,0.0,7
0.1623774509803921,0.0392390011890606,0.2420537897310513,0.0675306957708049,0.8490367775831874,0.7579462102689487,MLP,CW_c0.0_it10,0.8363970588235294,CW,,10,0.0,7
0.4549632352941176,0.1177455357142857,0.5158924205378973,0.1917310313493866,0.5537653239929947,0.4841075794621027,LR,CW_c0.5_it10,0.4442401960784313,CW,,10,0.5,7
0.2248774509803921,0.036697247706422,0.2053789731051344,0.0622683469236471,0.7723292469352014,0.7946210268948656,SVM,CW_c0.5_it10,0.694546568627451,CW,,10,0.5,7
0.8854166666666666,0.6666666666666666,0.1711491442542787,0.2723735408560311,0.0122591943957968,0.8288508557457213,RF,CW_c0.5_it10,0.0768995098039215,CW,,10,0.5,7
0.1602328431372549,0.0391304347826087,0.2420537897310513,0.0673698536917318,0.8514886164623467,0.7579462102689487,MLP,CW_c0.5_it10,0.8397671568627451,CW,,10,0.5,7
0.2708333333333333,0.1169840652934317,0.7359413202933985,0.2018779342723004,0.7957968476357268,0.2640586797066014,LR,FGSM_eps0.15,0.6525735294117647,FGSM,0.15,1,,123
0.1387867647058823,0.0783005617977528,0.5452322738386308,0.1369358305188824,0.9194395796847636,0.4547677261613692,SVM,FGSM_eps0.15,0.7977941176470589,FGSM,0.15,1,,123
0.8541666666666666,0.1546391752577319,0.0366748166259168,0.0592885375494071,0.0287215411558669,0.9633251833740832,RF,FGSM_eps0.15,0.1044730392156862,FGSM,0.15,1,,123
0.258578431372549,0.1017821782178217,0.628361858190709,0.1751874573960463,0.7943957968476357,0.3716381418092909,MLP,FGSM_eps0.15,0.7401960784313726,FGSM,0.15,1,,123
0.1697303921568627,0.101213171577123,0.7139364303178484,0.1772920461445051,0.908231173380035,0.2860635696821516,LR,FGSM_eps0.3,0.7604166666666666,FGSM,0.3,1,,123
0.1200980392156862,0.057491915199425,0.39119804400978,0.100250626566416,0.918739054290718,0.60880195599022,SVM,FGSM_eps0.3,0.8174019607843137,FGSM,0.3,1,,123
0.8265931372549019,0.0756756756756756,0.0342298288508557,0.0471380471380471,0.0598949211908931,0.9657701711491442,RF,FGSM_eps0.3,0.1323529411764706,FGSM,0.3,1,,123
0.1363357843137254,0.0637219406227371,0.4303178484107579,0.1110059918006937,0.9057793345008756,0.5696821515892421,MLP,FGSM_eps0.3,0.8630514705882353,FGSM,0.3,1,,123
0.152267156862745,0.0903405142460041,0.6356968215158925,0.1581989656221478,0.9169877408056042,0.3643031784841076,LR,FGSM_eps0.5,0.7787990196078431,FGSM,0.5,1,,123
0.119485294117647,0.0568140956490471,0.3863080684596577,0.0990595611285266,0.918739054290718,0.6136919315403423,SVM,FGSM_eps0.5,0.8180147058823529,FGSM,0.5,1,,123
0.765625,0.0572139303482587,0.0562347188264058,0.0567200986436498,0.1327495621716287,0.9437652811735942,RF,FGSM_eps0.5,0.1948529411764706,FGSM,0.5,1,,123
0.1197916666666666,0.0545914678235719,0.3691931540342298,0.0951181102362204,0.915936952714536,0.6308068459657702,MLP,FGSM_eps0.5,0.8802083333333334,FGSM,0.5,1,,123
0.140625,0.0793539325842696,0.5525672371638142,0.1387780165796745,0.9183887915936952,0.4474327628361858,LR,FGSM_eps0.75,0.7904411764705882,FGSM,0.75,1,,123
0.1176470588235294,0.0544536602957086,0.3691931540342298,0.0949088623507228,0.9183887915936952,0.6308068459657702,SVM,FGSM_eps0.75,0.8201593137254902,FGSM,0.75,1,,123
0.2824754901960784,0.0552231937413713,0.293398533007335,0.0929512006196746,0.7190893169877408,0.706601466992665,RF,FGSM_eps0.75,0.6755514705882353,FGSM,0.75,1,,123
0.1216299019607843,0.053090909090909,0.3569682151589242,0.0924343146565368,0.9120840630472856,0.6430317848410758,MLP,FGSM_eps0.75,0.8780637254901961,FGSM,0.75,1,,123
0.2579656862745098,0.1165714285714285,0.7481662591687042,0.2017139090309822,0.8122591943957969,0.2518337408312958,LR,PGD_eps0.15_it10,0.6675857843137255,PGD,0.15,10,,123
0.1439950980392156,0.0837696335078534,0.58679706601467,0.1466096518020769,0.9194395796847636,0.4132029339853301,SVM,PGD_eps0.15_it10,0.7925857843137255,PGD,0.15,10,,123
0.8618259803921569,0.3055555555555556,0.0806845965770171,0.1276595744680851,0.0262697022767075,0.9193154034229828,RF,PGD_eps0.15_it10,0.0971200980392156,PGD,0.15,10,,123
0.220281862745098,0.091743119266055,0.58679706601467,0.1586776859504132,0.8322241681260946,0.4132029339853301,MLP,PGD_eps0.15_it10,0.7784926470588235,PGD,0.15,10,,123
0.258578431372549,0.1172440045679482,0.7530562347188264,0.2028985507246377,0.8122591943957969,0.2469437652811736,LR,PGD_eps0.15_it25,0.6675857843137255,PGD,0.15,25,,123
0.1430759803921568,0.0828092243186582,0.5794621026894865,0.1449098135126872,0.9194395796847636,0.4205378973105134,SVM,PGD_eps0.15_it25,0.7935049019607843,PGD,0.15,25,,123
0.8642769607843137,0.3333333333333333,0.0831295843520782,0.1330724070450097,0.0238178633975481,0.9168704156479216,RF,PGD_eps0.15_it25,0.0946691176470588,PGD,0.15,25,,123
0.2215073529411764,0.0915708812260536,0.5843520782396088,0.1583305730374296,0.8304728546409808,0.4156479217603912,MLP,PGD_eps0.15_it25,0.7772671568627451,PGD,0.15,25,,123
0.1979166666666666,0.1109545614653046,0.7701711491442543,0.1939655172413793,0.8840630472854641,0.2298288508557457,LR,PGD_eps0.3_it10,0.7328431372549019,PGD,0.3,10,,123
0.1176470588235294,0.0550954267194814,0.3740831295843521,0.096045197740113,0.9190893169877408,0.6259168704156479,SVM,PGD_eps0.3_it10,0.819546568627451,PGD,0.3,10,,123
0.8207720588235294,0.0510204081632653,0.0244498777506112,0.0330578512396694,0.0651488616462346,0.9755501222493888,RF,PGD_eps0.3_it10,0.1381740196078431,PGD,0.3,10,,123
0.128063725490196,0.0577132486388384,0.3887530562347188,0.1005056890012642,0.9092819614711032,0.6112469437652812,MLP,PGD_eps0.3_it10,0.8713235294117647,PGD,0.3,10,,123
0.1994485294117647,0.1114245416078984,0.7726161369193154,0.1947611710323574,0.882661996497373,0.2273838630806846,LR,PGD_eps0.3_it25,0.7313112745098039,PGD,0.3,25,,123
0.1182598039215686,0.0557754587981288,0.3789731051344743,0.0972396486825596,0.9190893169877408,0.6210268948655256,SVM,PGD_eps0.3_it25,0.8189338235294118,PGD,0.3,25,,123
0.8232230392156863,0.0578947368421052,0.0268948655256723,0.0367278797996661,0.0626970227670753,0.9731051344743276,RF,PGD_eps0.3_it25,0.1354166666666666,PGD,0.3,25,,123
0.1286764705882352,0.0587169264226168,0.3960880195599022,0.1022727272727272,0.909632224168126,0.6039119804400978,MLP,PGD_eps0.3_it25,0.8707107843137255,PGD,0.3,25,,123
0.1590073529411764,0.0991763898421413,0.706601466992665,0.173939211555823,0.9194395796847636,0.293398533007335,LR,PGD_eps0.5_it10,0.7720588235294118,PGD,0.5,10,,123
0.1176470588235294,0.0544536602957086,0.3691931540342298,0.0949088623507228,0.9183887915936952,0.6308068459657702,SVM,PGD_eps0.5_it10,0.8201593137254902,PGD,0.5,10,,123
0.7962622549019608,0.0492957746478873,0.0342298288508557,0.0404040404040404,0.0945709281961471,0.9657701711491442,RF,PGD_eps0.5_it10,0.1632965686274509,PGD,0.5,10,,123
0.1170343137254902,0.053448898519321,0.3618581907090464,0.093140339836375,0.9180385288966724,0.6381418092909535,MLP,PGD_eps0.5_it10,0.8829656862745098,PGD,0.5,10,,123
0.1614583333333333,0.1,0.7114914425427873,0.1753540222958722,0.917338003502627,0.2885085574572127,LR,PGD_eps0.5_it25,0.7693014705882353,PGD,0.5,25,,123
0.1176470588235294,0.0544536602957086,0.3691931540342298,0.0949088623507228,0.9183887915936952,0.6308068459657702,SVM,PGD_eps0.5_it25,0.8201593137254902,PGD,0.5,25,,123
0.7953431372549019,0.048780487804878,0.0342298288508557,0.0402298850574712,0.0956217162872154,0.9657701711491442,RF,PGD_eps0.5_it25,0.1642156862745098,PGD,0.5,25,,123
0.1170343137254902,0.053448898519321,0.3618581907090464,0.093140339836375,0.9180385288966724,0.6381418092909535,MLP,PGD_eps0.5_it25,0.8829656862745098,PGD,0.5,25,,123
