accuracy,precision,recall,f1,fpr,fnr,model,selector,n_features,attack,asr,family,epsilon,iters,confidence
0.8881740196078431,0.5607734806629834,0.4963325183374083,0.5265888456549935,0.0556917688266199,0.5036674816625917,LR,rf,25,clean,0.0,,,,
0.8924632352941176,0.5857988165680473,0.4841075794621027,0.5301204819277109,0.0490367775831873,0.5158924205378973,SVM,rf,25,clean,0.0,,,,
0.9154411764705882,0.6501128668171557,0.7041564792176039,0.676056338028169,0.0542907180385289,0.295843520782396,RF,rf,25,clean,0.0,,,,
0.8661151960784313,0.4772727272727273,0.7188264058679706,0.5736585365853658,0.112784588441331,0.2811735941320293,MLP,rf,25,clean,0.0,,,,
0.2380514705882352,0.1061410159211523,0.684596577017115,0.1837873318017722,0.8259194395796847,0.3154034229828851,LR,rf,25,FGSM_eps0.15,0.6884191176470589,FGSM,0.15,1.0,
0.1485906862745098,0.0604599406528189,0.3985330073349633,0.1049919484702093,0.887215411558669,0.6014669926650367,SVM,rf,25,FGSM_eps0.15,0.7840073529411765,FGSM,0.15,1.0,
0.8655024509803921,0.2413793103448276,0.0342298288508557,0.0599571734475374,0.0154115586690017,0.9657701711491442,RF,rf,25,FGSM_eps0.15,0.0977328431372549,FGSM,0.15,1.0,
0.181985294117647,0.0805194805194805,0.530562347188264,0.1398195876288659,0.8679509632224168,0.4694376528117359,MLP,rf,25,FGSM_eps0.15,0.8170955882352942,FGSM,0.15,1.0,
0.1629901960784313,0.0680550390479732,0.4474327628361858,0.118140735958683,0.8777583187390543,0.5525672371638142,LR,rf,25,FGSM_eps0.3,0.7662377450980392,FGSM,0.3,1.0,
0.1372549019607843,0.0477264186396091,0.3105134474327628,0.0827361563517915,0.8875656742556918,0.6894865525672371,SVM,rf,25,FGSM_eps0.3,0.7953431372549019,FGSM,0.3,1.0,
0.8302696078431373,0.0809248554913294,0.0342298288508557,0.0481099656357388,0.0556917688266199,0.9657701711491442,RF,rf,25,FGSM_eps0.3,0.1332720588235294,FGSM,0.3,1.0,
0.1464460784313725,0.0576851507257164,0.3789731051344743,0.1001291989664082,0.8868651488616462,0.6210268948655256,MLP,rf,25,FGSM_eps0.3,0.8526348039215687,FGSM,0.3,1.0,
0.1519607843137254,0.0613611007809594,0.4034229828850856,0.1065203357004519,0.8840630472854641,0.5965770171149144,LR,rf,25,FGSM_eps0.5,0.7775735294117647,FGSM,0.5,1.0,
0.1372549019607843,0.0470455400828001,0.3056234718826406,0.0815394651011089,0.8868651488616462,0.6943765281173594,SVM,rf,25,FGSM_eps0.5,0.7959558823529411,FGSM,0.5,1.0,
0.4231004901960784,0.0527912621359223,0.2127139364303178,0.0845892075838599,0.5467600700525395,0.7872860635696821,RF,rf,25,FGSM_eps0.5,0.5321691176470589,FGSM,0.5,1.0,
0.1403186274509804,0.0496054114994363,0.3227383863080684,0.0859934853420195,0.885814360770578,0.6772616136919315,MLP,rf,25,FGSM_eps0.5,0.8596813725490197,FGSM,0.5,1.0,
0.1452205882352941,0.0552857676503548,0.3618581907090464,0.0959170447180816,0.885814360770578,0.6381418092909535,LR,rf,25,FGSM_eps0.75,0.7843137254901961,FGSM,0.75,1.0,
0.1372549019607843,0.0470455400828001,0.3056234718826406,0.0815394651011089,0.8868651488616462,0.6943765281173594,SVM,rf,25,FGSM_eps0.75,0.7959558823529411,FGSM,0.75,1.0,
0.1409313725490196,0.0438095238095238,0.2811735941320293,0.075807514831905,0.8791593695271454,0.7188264058679706,RF,rf,25,FGSM_eps0.75,0.8128063725490197,FGSM,0.75,1.0,
0.1397058823529411,0.0492296129274708,0.3202933985330073,0.0853420195439739,0.8861646234676007,0.6797066014669927,MLP,rf,25,FGSM_eps0.75,0.8599877450980392,FGSM,0.75,1.0,
0.2126225490196078,0.1052246985750822,0.7041564792176039,0.1830896376350921,0.8577933450087566,0.295843520782396,LR,rf,25,PGD_eps0.15_it10,0.7169117647058824,PGD,0.15,10.0,
0.150735294117647,0.0628930817610062,0.4156479217603912,0.1092544987146529,0.887215411558669,0.5843520782396088,SVM,rf,25,PGD_eps0.15_it10,0.7818627450980392,PGD,0.15,10.0,
0.8661151960784313,0.2941176470588235,0.0488997555012225,0.0838574423480083,0.0168126094570928,0.9511002444987776,RF,rf,25,PGD_eps0.15_it10,0.0971200980392156,PGD,0.15,10.0,
0.1639093137254902,0.0674869500372856,0.4425427872860635,0.1171142025234552,0.8760070052539405,0.5574572127139364,MLP,rf,25,PGD_eps0.15_it10,0.835171568627451,PGD,0.15,10.0,
0.211703431372549,0.1051094890510948,0.7041564792176039,0.1829152111781518,0.8588441330998249,0.295843520782396,LR,rf,25,PGD_eps0.15_it25,0.7178308823529411,PGD,0.15,25.0,
0.150735294117647,0.0628930817610062,0.4156479217603912,0.1092544987146529,0.887215411558669,0.5843520782396088,SVM,rf,25,PGD_eps0.15_it25,0.7818627450980392,PGD,0.15,25.0,
0.8676470588235294,0.3174603174603174,0.0488997555012225,0.0847457627118644,0.0150612959719789,0.9511002444987776,RF,rf,25,PGD_eps0.15_it25,0.0955882352941176,PGD,0.15,25.0,
0.1639093137254902,0.0674869500372856,0.4425427872860635,0.1171142025234552,0.8760070052539405,0.5574572127139364,MLP,rf,25,PGD_eps0.15_it25,0.835171568627451,PGD,0.15,25.0,
0.1694240196078431,0.0838756326825741,0.5672371638141809,0.1461417322834645,0.8875656742556918,0.432762836185819,LR,rf,25,PGD_eps0.3_it10,0.7604166666666666,PGD,0.3,10.0,
0.1369485294117647,0.0473684210526315,0.3080684596577017,0.0821114369501466,0.8875656742556918,0.6919315403422983,SVM,rf,25,PGD_eps0.3_it10,0.7956495098039216,PGD,0.3,10.0,
0.8572303921568627,0.2285714285714285,0.0586797066014669,0.0933852140077821,0.0283712784588441,0.941320293398533,RF,rf,25,PGD_eps0.3_it10,0.1063112745098039,PGD,0.3,10.0,
0.1390931372549019,0.0481746330447873,0.3129584352078239,0.0834964122635355,0.885814360770578,0.687041564792176,MLP,rf,25,PGD_eps0.3_it10,0.8606004901960784,PGD,0.3,10.0,
0.1703431372549019,0.0845681243223708,0.5721271393643031,0.1473551637279597,0.887215411558669,0.4278728606356968,LR,rf,25,PGD_eps0.3_it25,0.7591911764705882,PGD,0.3,25.0,
0.1369485294117647,0.0473684210526315,0.3080684596577017,0.0821114369501466,0.8875656742556918,0.6919315403422983,SVM,rf,25,PGD_eps0.3_it25,0.7956495098039216,PGD,0.3,25.0,
0.8566176470588235,0.2079207920792079,0.0513447432762836,0.0823529411764705,0.0280210157618213,0.9486552567237164,RF,rf,25,PGD_eps0.3_it25,0.1069240196078431,PGD,0.3,25.0,
0.1390931372549019,0.0481746330447873,0.3129584352078239,0.0834964122635355,0.885814360770578,0.687041564792176,MLP,rf,25,PGD_eps0.3_it25,0.8606004901960784,PGD,0.3,25.0,
0.1470588235294117,0.059369202226345,0.39119804400978,0.1030927835051546,0.8879159369527145,0.60880195599022,LR,rf,25,PGD_eps0.5_it10,0.7827818627450981,PGD,0.5,10.0,
0.136642156862745,0.0470101541933057,0.3056234718826406,0.0814863102998696,0.8875656742556918,0.6943765281173594,SVM,rf,25,PGD_eps0.5_it10,0.7959558823529411,PGD,0.5,10.0,
0.6510416666666666,0.0794930875576036,0.1687041564792176,0.1080657791699295,0.2798598949211909,0.8312958435207825,RF,rf,25,PGD_eps0.5_it10,0.3036151960784313,PGD,0.5,10.0,
0.1381740196078431,0.0467571644042232,0.3031784841075794,0.0810192747468147,0.8854640980735552,0.6968215158924206,MLP,rf,25,PGD_eps0.5_it10,0.8618259803921569,PGD,0.5,10.0,
0.1525735294117647,0.0656100258016955,0.4352078239608802,0.1140294682895579,0.8879159369527145,0.5647921760391198,LR,rf,25,PGD_eps0.5_it25,0.7772671568627451,PGD,0.5,25.0,
0.136642156862745,0.0470101541933057,0.3056234718826406,0.0814863102998696,0.8875656742556918,0.6943765281173594,SVM,rf,25,PGD_eps0.5_it25,0.7959558823529411,PGD,0.5,25.0,
0.6488970588235294,0.0720092915214866,0.1515892420537897,0.0976377952755905,0.2798598949211909,0.8484107579462102,RF,rf,25,PGD_eps0.5_it25,0.3069852941176471,PGD,0.5,25.0,
0.1381740196078431,0.0467571644042232,0.3031784841075794,0.0810192747468147,0.8854640980735552,0.6968215158924206,MLP,rf,25,PGD_eps0.5_it25,0.8618259803921569,PGD,0.5,25.0,
0.1372549019607843,0.0477264186396091,0.3105134474327628,0.0827361563517915,0.8875656742556918,0.6894865525672371,LR,rf,25,PGD_eps0.75_it10,0.7928921568627451,PGD,0.75,10.0,
0.136642156862745,0.0470101541933057,0.3056234718826406,0.0814863102998696,0.8875656742556918,0.6943765281173594,SVM,rf,25,PGD_eps0.75_it10,0.7959558823529411,PGD,0.75,10.0,
0.2487745098039215,0.047808764940239,0.2640586797066014,0.08095952023988,0.753415061295972,0.7359413202933985,RF,rf,25,PGD_eps0.75_it10,0.7061887254901961,PGD,0.75,10.0,
0.1381740196078431,0.0467571644042232,0.3031784841075794,0.0810192747468147,0.8854640980735552,0.6968215158924206,MLP,rf,25,PGD_eps0.75_it10,0.8618259803921569,PGD,0.75,10.0,
0.143688725490196,0.0558451228592702,0.3667481662591687,0.0969305331179321,0.8882661996497373,0.6332518337408313,LR,rf,25,PGD_eps0.75_it25,0.7861519607843137,PGD,0.75,25.0,
0.136642156862745,0.0470101541933057,0.3056234718826406,0.0814863102998696,0.8875656742556918,0.6943765281173594,SVM,rf,25,PGD_eps0.75_it25,0.7959558823529411,PGD,0.75,25.0,
0.2935049019607843,0.0455198850023957,0.2322738386308068,0.0761217948717948,0.697723292469352,0.7677261613691931,RF,rf,25,PGD_eps0.75_it25,0.6666666666666666,PGD,0.75,25.0,
0.1381740196078431,0.0467571644042232,0.3031784841075794,0.0810192747468147,0.8854640980735552,0.6968215158924206,MLP,rf,25,PGD_eps0.75_it25,0.8618259803921569,PGD,0.75,25.0,
