accuracy,precision,recall,f1,fpr,fnr,model,defense_attack,ratio,eval_attack,adv_train_s,family,epsilon,iters,confidence,retrain_s
0.8829587590546041,0.8840457654622763,0.8555752142019363,0.8695775160123654,0.09408333333333334,0.14442478579806373,MLP,FGSM,0.3,FGSM_eps0.15,139.97414016723633,FGSM,0.15,1,,
0.8673018866213974,0.8767163800752038,0.825040256048347,0.8500937106338525,0.09726666666666667,0.17495974395165298,MLP,FGSM,0.3,FGSM_eps0.3,139.97414016723633,FGSM,0.3,1,,
0.8631496876784857,0.862401185770751,0.8327932727670317,0.8473386664509147,0.1114,0.1672067272329682,MLP,FGSM,0.3,FGSM_eps0.5,139.97414016723633,FGSM,0.5,1,,
0.8076117603329012,0.769677299703264,0.8250203765182991,0.7963885130921198,0.20698333333333332,0.1749796234817009,MLP,FGSM,0.3,FGSM_eps0.75,139.97414016723633,FGSM,0.75,1,,
0.8999755219712973,0.9183534324796523,0.8568475041250024,0.8865349609716466,0.06386666666666667,0.1431524958749975,MLP,FGSM,0.3,PGD_eps0.15_it10,139.97414016723633,PGD,0.15,10,,
0.9634824075501119,0.9444476459401833,0.9774168538655746,0.960649459760458,0.0482,0.022583146134425382,MLP,FGSM,0.3,PGD_eps0.15_it25,139.97414016723633,PGD,0.15,25,,
0.8495326509705086,0.8418874508053719,0.8250004969882512,0.8333584344909988,0.1299,0.1749995030117488,MLP,FGSM,0.3,PGD_eps0.3_it10,139.97414016723633,PGD,0.3,10,,
0.8552079272549251,0.8537776678620007,0.8235492912947537,0.8383910953706046,0.11825,0.1764507087052462,MLP,FGSM,0.3,PGD_eps0.3_it25,139.97414016723633,PGD,0.3,25,,
0.8298505027061821,0.805589472256139,0.8263125459714132,0.815819430814524,0.16718333333333332,0.17368745402858676,MLP,FGSM,0.3,PGD_eps0.5_it10,139.97414016723633,PGD,0.5,10,,
0.7928705474919087,0.8111514052583862,0.7114486213545912,0.7580356480942143,0.13886666666666667,0.2885513786454088,MLP,FGSM,0.3,PGD_eps0.5_it25,139.97414016723633,PGD,0.5,25,,
