accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.89,0.9024390243902439,0.8409090909090909,0.8705882352941177,0.07142857142857142,0.1590909090909091,LR,0.1,Clean,0.00015377283096313477,50,200,,,,
0.42,0.27419354838709675,0.19318181818181818,0.22666666666666666,0.4017857142857143,0.8068181818181818,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.1,0.0660377358490566,0.07954545454545454,0.07216494845360824,0.8839285714285714,0.9204545454545454,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.05,0.009615384615384616,0.011363636363636364,0.010416666666666666,0.9196428571428571,0.9886363636363636,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.035,0.009345794392523364,0.011363636363636364,0.010256410256410256,0.9464285714285714,0.9886363636363636,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.5,0.4268292682926829,0.3977272727272727,0.4117647058823529,0.41964285714285715,0.6022727272727273,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.51,0.44047619047619047,0.42045454545454547,0.43023255813953487,0.41964285714285715,0.5795454545454546,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.065,0.08403361344537816,0.11363636363636363,0.0966183574879227,0.9732142857142857,0.8863636363636364,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.065,0.0975609756097561,0.13636363636363635,0.11374407582938388,0.9910714285714286,0.8636363636363636,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.12,0.17647058823529413,0.2727272727272727,0.21428571428571427,1.0,0.7272727272727273,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.08,0.125,0.18181818181818182,0.14814814814814814,1.0,0.8181818181818182,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.11,0.16417910447761194,0.25,0.1981981981981982,1.0,0.75,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.095,0.1450381679389313,0.2159090909090909,0.1735159817351598,1.0,0.7840909090909091,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.63,0.5686274509803921,0.6590909090909091,0.6105263157894737,0.39285714285714285,0.3409090909090909,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.61,0.5490196078431373,0.6363636363636364,0.5894736842105263,0.4107142857142857,0.36363636363636365,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.895,0.9240506329113924,0.8295454545454546,0.874251497005988,0.05357142857142857,0.17045454545454544,SVM,0.1,Clean,0.0001530170440673828,50,200,,,,
0.425,0.2711864406779661,0.18181818181818182,0.21768707482993196,0.38392857142857145,0.8181818181818182,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.12,0.09259259259259259,0.11363636363636363,0.10204081632653061,0.875,0.8863636363636364,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.105,0.06666666666666667,0.07954545454545454,0.07253886010362694,0.875,0.9204545454545454,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.105,0.06666666666666667,0.07954545454545454,0.07253886010362694,0.875,0.9204545454545454,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.555,0.4948453608247423,0.5454545454545454,0.518918918918919,0.4375,0.45454545454545453,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
