accuracy,precision,recall,f1,fpr,fnr,model,split,n_train,n_test,test_attack_rate,attack,asr,family,epsilon,iters,confidence
0.9186150875316175,0.9525999912384457,0.8645607617835914,0.9064476796898611,0.036066666666666664,0.13543923821640858,LR,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.921425527864156,0.9710594198307463,0.8531300320060434,0.9082828026286549,0.021316666666666668,0.14686996799395663,SVM,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.999764285649529,0.9998806896140309,0.9996024093990418,0.999741530141562,0.0001,0.00039759060095819333,RF,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9977063180511863,0.9979108635097493,0.9970578295529093,0.9974841641558029,0.00175,0.0029421704470906306,MLP,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.44819270554744656,0.34639211238111856,0.23676520287060415,0.28127435467491674,0.37455,0.7632347971293959,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.4714015031322811,FGSM,0.15,1.0,
0.45850974134883005,0.36483579521009607,0.25286762220941095,0.2987037384933308,0.3690833333333333,0.747132377790589,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.4658894137058829,FGSM,0.15,1.0,
0.496396290218761,0.19371788883699206,0.032980140349482136,0.05636434674775341,0.11508333333333333,0.9670198596505178,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.503431456986664,FGSM,0.15,1.0,
0.26668358974823897,0.08538040236429695,0.06260064012086754,0.07223719676549865,0.5622166666666667,0.9373993598791325,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.7329447068529414,FGSM,0.15,1.0,
0.10943492017442862,0.10452662673069624,0.12591694332345985,0.11422903516681696,0.9043833333333333,0.8740830566765402,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.8102952775536477,FGSM,0.3,1.0,
0.12006926375529224,0.1175065445026178,0.14277478480408723,0.12891413801459303,0.8989666666666667,0.8572252151959128,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.8044749462843259,FGSM,0.3,1.0,
0.47669601008132145,0.17348824927383152,0.039182553724429955,0.0639270887389725,0.1565,0.9608174462755701,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.5231589349337733,FGSM,0.3,1.0,
0.10482035846713145,0.055614678899082566,0.0602548555752142,0.05784185567207046,0.8578166666666667,0.9397451444247858,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.8949439271823976,FGSM,0.3,1.0,
0.04817638686164474,0.02944517106078337,0.03401387591197344,0.03156506258589995,0.93995,0.9659861240880265,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.871907382392138,FGSM,0.5,1.0,
0.10127557727351023,0.08959639597236464,0.10595789515535853,0.09709268434858642,0.90265,0.8940421048446415,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.8233230283854474,FGSM,0.5,1.0,
0.45839188417359455,0.14809843400447428,0.0394807466751486,0.062342065198625084,0.1904,0.9605192533248514,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.5414811927146134,FGSM,0.5,1.0,
0.03832171382464666,0.028314811995737554,0.03327833330020078,0.030596578447141396,0.95745,0.9667216666997992,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.9616692202387968,FGSM,0.5,1.0,
0.031204953627734514,0.026299038493751883,0.03121086217521818,0.028545195043681422,0.9688,0.9687891378247818,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.8888969474991614,FGSM,0.75,1.0,
0.10102173104992611,0.08911240812070038,0.10532175019382542,0.09654141914792813,0.9025833333333333,0.8946782498061746,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.8236403361649275,FGSM,0.75,1.0,
0.47432980064005514,0.16981943250214962,0.03926207184462159,0.06377859945424895,0.16091666666666668,0.9607379281553784,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.5255070125019266,FGSM,0.75,1.0,
0.03135000861263973,0.0279512439472366,0.03327833330020078,0.030383055184993603,0.9702666666666667,0.9667216666997992,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.9685955957680208,FGSM,0.75,1.0,
0.5287707496622939,0.4813810275449634,0.43045146412738805,0.4544939339238487,0.3888,0.569548535872612,LR,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.3907781293346509,PGD,0.15,10.0,
0.6122317616021323,0.5670220529341615,0.6333021887362583,0.5983321751216122,0.4054333333333333,0.36669781126374174,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.3118138219268742,PGD,0.15,10.0,
0.5549985041204681,0.6275659824046921,0.059559072023537364,0.10879314414365343,0.029633333333333334,0.9404409279764626,RF,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.4448292430849569,PGD,0.15,10.0,
0.15503658105400578,0.06436216666328168,0.06299823072182574,0.06367289531846494,0.7678,0.9370017692781742,MLP,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.8449180892632113,PGD,0.15,10.0,
0.5279638813087586,0.48032304122791364,0.42800628193149515,0.45265802558684703,0.3882333333333333,0.5719937180685049,LR,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.39133115146460207,PGD,0.15,25.0,
0.6110985195325603,0.5664739884393064,0.6273184501918375,0.5953456781971342,0.4025,0.37268154980816254,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.31244843748583445,PGD,0.15,25.0,
0.5173476696010081,0.11633986928104575,0.008846390871319802,0.016442506650901568,0.05633333333333333,0.9911536091286802,RF,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.4824891435409735,PGD,0.15,25.0,
0.15731213112970635,0.06540170382749766,0.06379341192374212,0.064587547424247,0.7642833333333333,0.9362065880762579,MLP,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.8426425391875108,PGD,0.15,25.0,
0.09039645340561907,0.12860600121746618,0.17219648927499354,0.14724280954647448,0.9781833333333333,0.8278035107250065,LR,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.8297961070868426,PGD,0.3,10.0,
0.3061748093886839,0.3581165880469122,0.65801244458581,0.4638095438271994,0.9888,0.34198755541419,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.6205996210438519,PGD,0.3,10.0,
0.502597390823459,0.24150045330915684,0.042363278532095504,0.07208212830009979,0.11155,0.9576367214679045,RF,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.49725755419163575,PGD,0.3,10.0,
0.015466487765518616,0.010677231977974011,0.012643381110470548,0.011577424023154847,0.9821666666666666,0.9873566188895294,MLP,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.9845244462979248,PGD,0.3,10.0,
0.09884590627634787,0.14097257769652652,0.19161879013180128,0.1624395422909048,0.9789333333333333,0.8083812098681987,LR,random,441209,110303,0.45604380660544136,PGD_eps0.3_it25,0.8215279729472453,PGD,0.3,25.0,
0.3007715112009646,0.3546093140230683,0.650299186927221,0.4589515331355094,0.9922666666666666,0.34970081307277895,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.3_it25,0.6258759961197792,PGD,0.3,25.0,
0.47959710977942577,0.1145618416766207,0.0209729042005447,0.035455034278800916,0.1359,0.9790270957994553,RF,random,441209,110303,0.45604380660544136,PGD_eps0.3_it25,0.520257835235669,PGD,0.3,25.0,
