accuracy,precision,recall,f1,fpr,fnr,model
0.9258497049037651,0.963043573846898,0.870822813748683,0.9146144129284156,0.028016666666666665,0.12917718625131702,LR
0.9230845942540095,0.9679310730670247,0.8598294336321889,0.9106834547521793,0.023883333333333333,0.14017056636781106,SVM
0.999764285649529,0.9998608100853036,0.9996222889290897,0.9997415352804342,0.00011666666666666667,0.0003777110709102837,RF
0.9979510983382138,0.998844460382922,0.9966602389519512,0.997751154274797,0.0009666666666666667,0.003339761048048824,MLP
