accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.93,0.968421052631579,0.8932038834951457,0.9292929292929293,0.030927835051546393,0.10679611650485436,LR,0.1,Clean,0.00015525102615356444,50,200,,,,
0.615,0.6444444444444445,0.5631067961165048,0.6010362694300518,0.32989690721649484,0.4368932038834951,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.29,0.024390243902439025,0.009708737864077669,0.013888888888888888,0.41237113402061853,0.9902912621359223,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.06,0.0,0.0,0.0,0.8762886597938144,1.0,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.04,0.0,0.0,0.0,0.9175257731958762,1.0,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.715,0.7017543859649122,0.7766990291262136,0.7373271889400922,0.35051546391752575,0.22330097087378642,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.645,0.6568627450980392,0.6504854368932039,0.6536585365853659,0.36082474226804123,0.34951456310679613,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.365,0.32857142857142857,0.22330097087378642,0.2658959537572254,0.4845360824742268,0.7766990291262136,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.38,0.34328358208955223,0.22330097087378642,0.27058823529411763,0.4536082474226804,0.7766990291262136,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.17,0.0,0.0,0.0,0.6494845360824743,1.0,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.215,0.0,0.0,0.0,0.5567010309278351,1.0,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.155,0.0,0.0,0.0,0.6804123711340206,1.0,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.13,0.0,0.0,0.0,0.7319587628865979,1.0,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.74,0.7142857142857143,0.8252427184466019,0.7657657657657657,0.35051546391752575,0.17475728155339806,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.735,0.7155172413793104,0.8058252427184466,0.7579908675799086,0.3402061855670103,0.1941747572815534,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.92,0.978021978021978,0.8640776699029126,0.9175257731958762,0.020618556701030927,0.13592233009708737,SVM,0.1,Clean,0.00015224337577819823,50,200,,,,
0.415,0.3870967741935484,0.23300970873786409,0.2909090909090909,0.3917525773195876,0.7669902912621359,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.035,0.0,0.0,0.0,0.9278350515463918,1.0,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.005,0.0,0.0,0.0,0.9896907216494846,1.0,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.005,0.0,0.0,0.0,0.9896907216494846,1.0,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.395,0.3333333333333333,0.17475728155339806,0.22929936305732485,0.3711340206185567,0.8252427184466019,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.41,0.3684210526315789,0.20388349514563106,0.2625,0.3711340206185567,0.7961165048543689,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.085,0.0,0.0,0.0,0.8247422680412371,1.0,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.105,0.0,0.0,0.0,0.7835051546391752,1.0,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.005,0.0,0.0,0.0,0.9896907216494846,1.0,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.01,0.0,0.0,0.0,0.979381443298969,1.0,SVM,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.005,0.0,0.0,0.0,0.9896907216494846,1.0,SVM,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.005,0.0,0.0,0.0,0.9896907216494846,1.0,SVM,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.53,0.5283018867924528,0.8155339805825242,0.6412213740458015,0.7731958762886598,0.18446601941747573,SVM,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.535,0.532051282051282,0.8058252427184466,0.640926640926641,0.7525773195876289,0.1941747572815534,SVM,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,Clean,0.0052120983600616455,50,200,,,,
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.48,0.0,0.0,0.0,0.010309278350515464,1.0,RF,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.48,0.48,0.11650485436893204,0.1875,0.13402061855670103,0.883495145631068,RF,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.42,0.0,0.0,0.0,0.13402061855670103,1.0,RF,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.545,1.0,0.11650485436893204,0.20869565217391303,0.0,0.883495145631068,RF,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.475,0.375,0.02912621359223301,0.05405405405405406,0.05154639175257732,0.970873786407767,RF,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.5,0.8,0.038834951456310676,0.07407407407407407,0.010309278350515464,0.9611650485436893,RF,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.515,0.875,0.06796116504854369,0.12612612612612611,0.010309278350515464,0.9320388349514563,RF,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.485,0.0,0.0,0.0,0.0,1.0,RF,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
1.0,1.0,1.0,1.0,0.0,0.0,MLP,0.1,Clean,0.0022811806201934815,50,200,,,,
0.405,0.0,0.0,0.0,0.16494845360824742,1.0,MLP,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.255,0.0,0.0,0.0,0.4742268041237113,1.0,MLP,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.17,0.0,0.0,0.0,0.6494845360824743,1.0,MLP,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.235,0.019230769230769232,0.009708737864077669,0.012903225806451613,0.5257731958762887,0.9902912621359223,MLP,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.4,0.0,0.0,0.0,0.17525773195876287,1.0,MLP,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.4,0.0,0.0,0.0,0.17525773195876287,1.0,MLP,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.135,0.0,0.0,0.0,0.7216494845360825,1.0,MLP,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.14,0.0,0.0,0.0,0.711340206185567,1.0,MLP,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.095,0.0,0.0,0.0,0.8041237113402062,1.0,MLP,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.09,0.0,0.0,0.0,0.8144329896907216,1.0,MLP,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.055,0.0,0.0,0.0,0.8865979381443299,1.0,MLP,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.045,0.0,0.0,0.0,0.9072164948453608,1.0,MLP,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.335,0.23214285714285715,0.1262135922330097,0.16352201257861634,0.44329896907216493,0.8737864077669902,MLP,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.21,0.1839080459770115,0.1553398058252427,0.16842105263157894,0.7319587628865979,0.8446601941747572,MLP,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.94,0.9595959595959596,0.9223300970873787,0.9405940594059405,0.041237113402061855,0.07766990291262135,LR,0.25,Clean,0.00015348315238952637,50,200,,,,
0.605,0.6363636363636364,0.5436893203883495,0.5863874345549738,0.32989690721649484,0.4563106796116505,LR,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.275,0.0625,0.02912621359223301,0.039735099337748346,0.4639175257731959,0.970873786407767,LR,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.07,0.0,0.0,0.0,0.8556701030927835,1.0,LR,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.04,0.0,0.0,0.0,0.9175257731958762,1.0,LR,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.705,0.6964285714285714,0.7572815533980582,0.7255813953488373,0.35051546391752575,0.24271844660194175,LR,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.65,0.6633663366336634,0.6504854368932039,0.6568627450980392,0.35051546391752575,0.34951456310679613,LR,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.36,0.3188405797101449,0.21359223300970873,0.2558139534883721,0.4845360824742268,0.7864077669902912,LR,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.36,0.3076923076923077,0.1941747572815534,0.23809523809523808,0.4639175257731959,0.8058252427184466,LR,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.17,0.0,0.0,0.0,0.6494845360824743,1.0,LR,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.225,0.018518518518518517,0.009708737864077669,0.012738853503184714,0.5463917525773195,0.9902912621359223,LR,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.15,0.0,0.0,0.0,0.6907216494845361,1.0,LR,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.135,0.0,0.0,0.0,0.7216494845360825,1.0,LR,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.72,0.7079646017699115,0.7766990291262136,0.7407407407407407,0.3402061855670103,0.22330097087378642,LR,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.71,0.7064220183486238,0.7475728155339806,0.7264150943396226,0.32989690721649484,0.2524271844660194,LR,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.915,0.9387755102040817,0.8932038834951457,0.9154228855721394,0.061855670103092786,0.10679611650485436,SVM,0.25,Clean,0.0001528000831604004,50,200,,,,
0.41,0.3684210526315789,0.20388349514563106,0.2625,0.3711340206185567,0.7961165048543689,SVM,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.04,0.0,0.0,0.0,0.9175257731958762,1.0,SVM,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.005,0.0,0.0,0.0,0.9896907216494846,1.0,SVM,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.005,0.0,0.0,0.0,0.9896907216494846,1.0,SVM,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.415,0.3793103448275862,0.21359223300970873,0.2732919254658385,0.3711340206185567,0.7864077669902912,SVM,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.4,0.3559322033898305,0.20388349514563106,0.25925925925925924,0.3917525773195876,0.7961165048543689,SVM,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
