accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.125,0.0,0.0,0.0,0.7422680412371134,1.0,RF,HopSkipJump_whitebox,0.875,44.2025306224823,200,200,565.0,0,0
0.08,0.12149532710280374,0.1262135922330097,0.12380952380952381,0.9690721649484536,0.8737864077669902,SVM,HopSkipJump_whitebox,1.0,1.4451992511749268,200,184,557.0,0,0
0.075,0.11320754716981132,0.11650485436893204,0.11483253588516747,0.9690721649484536,0.883495145631068,LR,HopSkipJump_whitebox,1.0,1.4785141944885254,200,185,556.0,0,0
