accuracy,precision,recall,f1,fpr,fnr,surrogate,hidden,epochs,surrogate_clean_acc,surrogate_train_s,target,epsilon,asr
0.1724877450980392,0.06852409638554217,0.4449877750611247,0.11876019575856443,0.8665499124343258,0.5550122249388753,submitted,"[32, 12]",12,0.8526348039215687,6.418323993682861,LR,0.3,0.7607230392156863
0.14981617647058823,0.03933021806853582,0.2469437652811736,0.06785354383607659,0.8640980735551663,0.7530562347188264,submitted,"[32, 12]",12,0.8526348039215687,6.418323993682861,SVM,0.3,0.7913602941176471
0.8143382352941176,0.014778325123152709,0.007334963325183374,0.00980392156862745,0.07005253940455342,0.9926650366748166,submitted,"[32, 12]",12,0.8526348039215687,6.418323993682861,RF,0.3,0.15073529411764705
0.16299019607843138,0.0571864277544796,0.36674816625916873,0.09894459102902374,0.866199649737303,0.6332518337408313,submitted,"[32, 12]",12,0.8526348039215687,6.418323993682861,LR,0.5,0.7702205882352942
0.14950980392156862,0.039314908524717786,0.2469437652811736,0.06783075889858965,0.8644483362521891,0.7530562347188264,submitted,"[32, 12]",12,0.8526348039215687,6.418323993682861,SVM,0.5,0.7916666666666666
0.5333946078431373,0.023931623931623933,0.06845965770171149,0.03546548448385054,0.4,0.9315403422982885,submitted,"[32, 12]",12,0.8526348039215687,6.418323993682861,RF,0.5,0.42769607843137253
0.16789215686274508,0.04062126642771804,0.24938875305623473,0.06986301369863014,0.8437828371278459,0.7506112469437652,longer,"[32, 12]",50,0.8434436274509803,23.800665855407715,LR,0.3,0.7576593137254902
0.15900735294117646,0.02827140549273021,0.17114914425427874,0.04852686308492201,0.8427320490367776,0.8288508557457213,longer,"[32, 12]",50,0.8434436274509803,23.800665855407715,SVM,0.3,0.7732843137254902
0.8290441176470589,0.01935483870967742,0.007334963325183374,0.010638297872340425,0.053239929947460594,0.9926650366748166,longer,"[32, 12]",50,0.8434436274509803,23.800665855407715,RF,0.3,0.13694852941176472
0.16207107843137256,0.032180209171359615,0.19559902200489,0.055267702936096716,0.8427320490367776,0.80440097799511,longer,"[32, 12]",50,0.8434436274509803,23.800665855407715,LR,0.5,0.7643995098039216
0.15900735294117646,0.02827140549273021,0.17114914425427874,0.04852686308492201,0.8427320490367776,0.8288508557457213,longer,"[32, 12]",50,0.8434436274509803,23.800665855407715,SVM,0.5,0.7732843137254902
0.42371323529411764,0.0195822454308094,0.07334963325183375,0.030911901081916538,0.5260945709281961,0.9266503667481663,longer,"[32, 12]",50,0.8434436274509803,23.800665855407715,RF,0.5,0.5389093137254902
0.17647058823529413,0.035466775377089275,0.21271393643031786,0.06079664570230608,0.8287215411558669,0.7872860635696821,wider,"[128, 64]",12,0.8330269607843137,5.642422199249268,LR,0.3,0.741421568627451
0.16942401960784315,0.025947281713344317,0.15403422982885084,0.044413112442721184,0.8283712784588442,0.8459657701711492,wider,"[128, 64]",12,0.8330269607843137,5.642422199249268,SVM,0.3,0.7545955882352942
0.8238357843137255,0.028409090909090908,0.012224938875305624,0.017094017094017096,0.05989492119089317,0.9877750611246944,wider,"[128, 64]",12,0.8330269607843137,5.642422199249268,RF,0.3,0.14154411764705882
