model,n_samples,total_s,per_sample_ms
LR,500,0.00010704994201660156,0.00021409988403320312
SVM,500,6.175041198730469e-05,0.00012350082397460938
RF,500,0.005633354187011719,0.011266708374023438
MLP,500,0.003635883331298828,0.007271766662597656
