accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.23,0.052980132450331126,0.42105263157894735,0.09411764705882353,0.7900552486187845,0.5789473684210527,RF,HopSkipJump_whitebox,0.875,48.00946855545044,200,176,570.5,0,0
0.115,0.07526881720430108,0.7368421052631579,0.13658536585365855,0.9502762430939227,0.2631578947368421,SVM,HopSkipJump_whitebox,1.0,1.5594708919525146,200,177,557.0,0,0
0.11,0.07027027027027027,0.6842105263157895,0.12745098039215685,0.9502762430939227,0.3157894736842105,LR,HopSkipJump_whitebox,1.0,1.549299955368042,200,178,556.0,0,0
