accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.235,0.07643312101910828,0.6,0.13559322033898305,0.8055555555555556,0.4,LR,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.155,0.05917159763313609,0.5,0.10582010582010581,0.8833333333333333,0.5,LR,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,LR,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,LR,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.21,0.08433734939759036,0.7,0.15053763440860216,0.8444444444444444,0.3,LR,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.22,0.08536585365853659,0.7,0.15217391304347827,0.8333333333333334,0.3,LR,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.175,0.07602339181286549,0.65,0.13612565445026178,0.8777777777777778,0.35,LR,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.175,0.07602339181286549,0.65,0.13612565445026178,0.8777777777777778,0.35,LR,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,LR,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.16,0.05952380952380952,0.5,0.10638297872340426,0.8777777777777778,0.5,LR,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,LR,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.155,0.05917159763313609,0.5,0.10582010582010581,0.8833333333333333,0.5,LR,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.5,0.07446808510638298,0.35,0.12280701754385964,0.48333333333333334,0.65,LR,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.405,0.08403361344537816,0.5,0.14388489208633093,0.6055555555555555,0.5,LR,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.845,0.28,0.35,0.3111111111111111,0.1,0.65,SVM,0.25,Clean,0.0002075183391571045,50,200,,,,
0.16,0.05952380952380952,0.5,0.10638297872340426,0.8777777777777778,0.5,SVM,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,SVM,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.16,0.05952380952380952,0.5,0.10638297872340426,0.8777777777777778,0.5,SVM,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.165,0.0650887573964497,0.55,0.1164021164021164,0.8777777777777778,0.45,SVM,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.33,0.04032258064516129,0.25,0.06944444444444445,0.6611111111111111,0.75,SVM,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.21,0.046052631578947366,0.35,0.08139534883720931,0.8055555555555556,0.65,SVM,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.925,1.0,0.25,0.4,0.0,0.75,RF,0.25,Clean,0.004629286527633667,50,200,,,,
0.895,0.0,0.0,0.0,0.005555555555555556,1.0,RF,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.865,0.0,0.0,0.0,0.03888888888888889,1.0,RF,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.7,0.045454545454545456,0.1,0.0625,0.23333333333333334,0.9,RF,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.17,0.04938271604938271,0.4,0.08791208791208792,0.8555555555555555,0.6,RF,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.885,0.0,0.0,0.0,0.016666666666666666,1.0,RF,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.885,0.0,0.0,0.0,0.016666666666666666,1.0,RF,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.83,0.0625,0.05,0.05555555555555555,0.08333333333333333,0.95,RF,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.815,0.09523809523809523,0.1,0.0975609756097561,0.10555555555555556,0.9,RF,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.35,0.06349206349206349,0.4,0.1095890410958904,0.6555555555555556,0.6,RF,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.385,0.04424778761061947,0.25,0.07518796992481203,0.6,0.75,RF,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.905,0.5263157894736842,0.5,0.5128205128205128,0.05,0.5,MLP,0.25,Clean,0.0018583285808563233,50,200,,,,
0.18,0.06626506024096386,0.55,0.11827956989247312,0.8611111111111112,0.45,MLP,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.16,0.05952380952380952,0.5,0.10638297872340426,0.8777777777777778,0.5,MLP,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.175,0.0658682634730539,0.55,0.11764705882352941,0.8666666666666667,0.45,MLP,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.175,0.0658682634730539,0.55,0.11764705882352941,0.8666666666666667,0.45,MLP,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.65,0.037037037037037035,0.1,0.05405405405405406,0.28888888888888886,0.9,MLP,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.435,0.039603960396039604,0.2,0.06611570247933884,0.5388888888888889,0.8,MLP,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.83,0.26666666666666666,0.4,0.32,0.12222222222222222,0.6,LR,0.5,Clean,0.00015504002571105956,50,200,,,,
0.245,0.08280254777070063,0.65,0.14689265536723164,0.8,0.35,LR,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.16,0.05952380952380952,0.5,0.10638297872340426,0.8777777777777778,0.5,LR,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,LR,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,LR,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.21,0.07926829268292683,0.65,0.14130434782608695,0.8388888888888889,0.35,LR,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.22,0.08536585365853659,0.7,0.15217391304347827,0.8333333333333334,0.3,LR,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.175,0.07602339181286549,0.65,0.13612565445026178,0.8777777777777778,0.35,LR,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.175,0.07602339181286549,0.65,0.13612565445026178,0.8777777777777778,0.35,LR,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,LR,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.16,0.05952380952380952,0.5,0.10638297872340426,0.8777777777777778,0.5,LR,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,LR,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.155,0.05917159763313609,0.5,0.10582010582010581,0.8833333333333333,0.5,LR,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.485,0.0891089108910891,0.45,0.1487603305785124,0.5111111111111111,0.55,LR,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.4,0.09016393442622951,0.55,0.15492957746478872,0.6166666666666667,0.45,LR,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.81,0.25,0.45,0.32142857142857145,0.15,0.55,SVM,0.5,Clean,0.00015330791473388671,50,200,,,,
0.17,0.060240963855421686,0.5,0.10752688172043011,0.8666666666666667,0.5,SVM,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,SVM,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.175,0.07602339181286549,0.65,0.13612565445026178,0.8777777777777778,0.35,SVM,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.165,0.0650887573964497,0.55,0.1164021164021164,0.8777777777777778,0.45,SVM,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,SVM,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.315,0.024390243902439025,0.15,0.04195804195804196,0.6666666666666666,0.85,SVM,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.235,0.028368794326241134,0.2,0.049689440993788817,0.7611111111111111,0.8,SVM,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.92,1.0,0.2,0.3333333333333333,0.0,0.8,RF,0.5,Clean,0.005195764303207398,50,200,,,,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.895,0.0,0.0,0.0,0.005555555555555556,1.0,RF,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.87,0.125,0.05,0.07142857142857142,0.03888888888888889,0.95,RF,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.64,0.06666666666666667,0.2,0.1,0.3111111111111111,0.8,RF,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.875,0.0,0.0,0.0,0.027777777777777776,1.0,RF,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.87,0.0,0.0,0.0,0.03333333333333333,1.0,RF,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.785,0.10344827586206896,0.15,0.12244897959183673,0.14444444444444443,0.85,RF,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.785,0.07407407407407407,0.1,0.0851063829787234,0.1388888888888889,0.9,RF,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.9,0.0,0.0,0.0,0.0,1.0,RF,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.915,0.6666666666666666,0.3,0.41379310344827586,0.016666666666666666,0.7,MLP,0.5,Clean,0.0019389247894287108,50,200,,,,
0.195,0.06748466257668712,0.55,0.12021857923497267,0.8444444444444444,0.45,MLP,0.5,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.16,0.05952380952380952,0.5,0.10638297872340426,0.8777777777777778,0.5,MLP,0.5,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.155,0.05389221556886228,0.45,0.0962566844919786,0.8777777777777778,0.55,MLP,0.5,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.5,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.18,0.06626506024096386,0.55,0.11827956989247312,0.8611111111111112,0.45,MLP,0.5,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.185,0.06666666666666667,0.55,0.11891891891891893,0.8555555555555555,0.45,MLP,0.5,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.5,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.5,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.5,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.5,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.5,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.15,0.04819277108433735,0.4,0.08602150537634409,0.8777777777777778,0.6,MLP,0.5,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.765,0.09090909090909091,0.15,0.11320754716981132,0.16666666666666666,0.85,MLP,0.5,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.685,0.0784313725490196,0.2,0.11267605633802817,0.2611111111111111,0.8,MLP,0.5,CW_c0.5_it10,,50,200,CW,,10.0,0.5
