accuracy,precision,recall,f1,fpr,fnr,model
0.8881740196078431,0.5607734806629834,0.4963325183374083,0.5265888456549935,0.05569176882661996,0.5036674816625917,LR
0.8924632352941176,0.5857988165680473,0.4841075794621027,0.5301204819277109,0.04903677758318739,0.5158924205378973,SVM
0.9154411764705882,0.6501128668171557,0.7041564792176039,0.676056338028169,0.0542907180385289,0.29584352078239606,RF
0.8661151960784313,0.4772727272727273,0.7188264058679706,0.5736585365853658,0.112784588441331,0.28117359413202936,MLP
