accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.925,0.782608695652174,0.6428571428571429,0.7058823529411765,0.029069767441860465,0.35714285714285715,LR,0.1,Clean,0.00012482643127441405,50,200,,,,
0.29,0.12,0.6428571428571429,0.20224719101123595,0.7674418604651163,0.35714285714285715,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.195,0.10650887573964497,0.6428571428571429,0.18274111675126903,0.877906976744186,0.35714285714285715,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.17,0.08928571428571429,0.5357142857142857,0.15306122448979592,0.8895348837209303,0.4642857142857143,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.155,0.07784431137724551,0.4642857142857143,0.13333333333333333,0.8953488372093024,0.5357142857142857,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.265,0.11612903225806452,0.6428571428571429,0.19672131147540983,0.7965116279069767,0.35714285714285715,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.255,0.11464968152866242,0.6428571428571429,0.1945945945945946,0.8081395348837209,0.35714285714285715,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.2,0.10240963855421686,0.6071428571428571,0.17525773195876287,0.8662790697674418,0.39285714285714285,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.205,0.10303030303030303,0.6071428571428571,0.17616580310880828,0.8604651162790697,0.39285714285714285,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.15,0.07738095238095238,0.4642857142857143,0.1326530612244898,0.9011627906976745,0.5357142857142857,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.14,0.06626506024096386,0.39285714285714285,0.1134020618556701,0.9011627906976745,0.6071428571428571,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.115,0.037267080745341616,0.21428571428571427,0.06349206349206349,0.9011627906976745,0.7857142857142857,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.115,0.037267080745341616,0.21428571428571427,0.06349206349206349,0.9011627906976745,0.7857142857142857,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.425,0.11504424778761062,0.4642857142857143,0.18439716312056736,0.5813953488372093,0.5357142857142857,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.34,0.11194029850746269,0.5357142857142857,0.18518518518518517,0.6918604651162791,0.4642857142857143,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.915,0.7391304347826086,0.6071428571428571,0.6666666666666666,0.03488372093023256,0.39285714285714285,SVM,0.1,Clean,0.00012982606887817382,50,200,,,,
0.135,0.06060606060606061,0.35714285714285715,0.10362694300518134,0.9011627906976745,0.6428571428571429,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.105,0.025157232704402517,0.14285714285714285,0.0427807486631016,0.9011627906976745,0.8571428571428571,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.105,0.025157232704402517,0.14285714285714285,0.0427807486631016,0.9011627906976745,0.8571428571428571,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.1,0.0189873417721519,0.10714285714285714,0.03225806451612903,0.9011627906976745,0.8928571428571429,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.14,0.06097560975609756,0.35714285714285715,0.10416666666666667,0.8953488372093024,0.6428571428571429,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
