accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.28,0.050359712230215826,0.3684210526315789,0.08860759493670886,0.7292817679558011,0.631578947368421,RF,HopSkipJump_whitebox,0.7741935483870968,44.28016114234924,200,186,571.0,0,0
0.095,0.054945054945054944,0.5263157894736842,0.09950248756218906,0.9502762430939227,0.47368421052631576,SVM,HopSkipJump_whitebox,1.0,1.5814483165740967,200,181,557.0,0,0
0.09,0.049723756906077346,0.47368421052631576,0.09,0.9502762430939227,0.5263157894736842,LR,HopSkipJump_whitebox,1.0,1.613086223602295,200,182,556.0,0,0
