accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.935,0.9620253164556962,0.9559748427672956,0.9589905362776026,0.14634146341463414,0.0440251572327044,LR,0.1,Clean,0.00015323281288146974,50,200,,,,
0.61,0.7682119205298014,0.7295597484276729,0.7483870967741936,0.8536585365853658,0.27044025157232704,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.085,0.2777777777777778,0.09433962264150944,0.14084507042253522,0.9512195121951219,0.9056603773584906,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.045,0.15217391304347827,0.0440251572327044,0.06829268292682927,0.9512195121951219,0.9559748427672956,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.035,0.14583333333333334,0.0440251572327044,0.06763285024154589,1.0,0.9559748427672956,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.58,0.8099173553719008,0.6163522012578616,0.7,0.5609756097560976,0.3836477987421384,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.59,0.8130081300813008,0.6289308176100629,0.7092198581560284,0.5609756097560976,0.3710691823899371,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.06,0.22641509433962265,0.07547169811320754,0.11320754716981132,1.0,0.9245283018867925,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.08,0.2807017543859649,0.10062893081761007,0.14814814814814814,1.0,0.89937106918239,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.925,0.9556962025316456,0.949685534591195,0.9526813880126183,0.17073170731707318,0.050314465408805034,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.925,0.95,0.9559748427672956,0.9529780564263323,0.1951219512195122,0.0440251572327044,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.935,0.9620253164556962,0.9559748427672956,0.9589905362776026,0.14634146341463414,0.0440251572327044,SVM,0.1,Clean,0.00015229105949401855,50,200,,,,
0.055,0.2,0.06289308176100629,0.09569377990430622,0.975609756097561,0.9371069182389937,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.045,0.18,0.05660377358490566,0.0861244019138756,1.0,0.9433962264150944,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.03,0.1276595744680851,0.03773584905660377,0.05825242718446602,1.0,0.9622641509433962,SVM,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
