accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,family,epsilon,iters,confidence
0.575303845151508,0.7555006976494579,0.6556242044149151,0.7020279255319148,0.6834,0.3443757955850849,LR,FGSM_eps0.15,0.36089459593925466,FGSM,0.15,1,
0.09981283612499704,0.2231365419577074,0.0724021236300413,0.10932958274730427,0.8119,0.9275978763699587,SVM,FGSM_eps0.15,0.841502996991163,FGSM,0.15,1,
0.13174915302423654,0.1332011237811932,0.025024061597690085,0.042132775744903296,0.5245,0.9749759384023099,RF,FGSM_eps0.15,0.8678243976403137,FGSM,0.15,1,
0.06429908313392878,0.16293486306439675,0.05467415939644199,0.08187460771322966,0.9047,0.9453258406035581,MLP,FGSM_eps0.15,0.9356298419768296,FGSM,0.15,1,
0.14006491506550736,0.3227540756156781,0.11555776335806763,0.17018358062229944,0.781,0.8844422366419323,LR,FGSM_eps0.3,0.7994977374493591,FGSM,0.3,1,
0.052405885000829204,0.14248990084465663,0.04818528982582508,0.07201689055938378,0.934,0.951814710174175,SVM,FGSM_eps0.3,0.8892890141912863,FGSM,0.3,1,
0.14383188419531379,0.14184138559708295,0.024154739358564378,0.041279779275216213,0.4707,0.9758452606414356,RF,FGSM_eps0.3,0.855694283209742,FGSM,0.3,1,
0.1018029330237627,0.27654572525664134,0.1095656493526654,0.15694907716255282,0.9232,0.8904343506473346,MLP,FGSM_eps0.3,0.8977943092705347,FGSM,0.3,1,
0.08592954109313179,0.18170012985715714,0.056474898320345246,0.0861676930364756,0.8192,0.9435251016796548,LR,FGSM_eps0.5,0.8539884858679428,FGSM,0.5,1,
0.052405885000829204,0.14248990084465663,0.04818528982582508,0.07201689055938378,0.934,0.951814710174175,SVM,FGSM_eps0.5,0.8893127058210334,FGSM,0.5,1,
0.16963206899002584,0.29829545454545453,0.06519916793442826,0.10700909577314072,0.494,0.9348008320655717,RF,FGSM_eps0.5,0.8299651733042716,FGSM,0.5,1,
0.17242768130019664,0.41398053343445834,0.20335930950976436,0.27274052174637214,0.9272,0.7966406904902357,MLP,FGSM_eps0.5,0.8271221777346064,FGSM,0.5,1,
0.058447250586367835,0.1623487225459435,0.0562265205377379,0.08352550502721151,0.9344,0.9437734794622621,LR,FGSM_eps0.75,0.8815181596342012,FGSM,0.75,1,
0.05221635196285152,0.14218836056544887,0.048092148157347324,0.07187434749321393,0.9345,0.9519078518426527,SVM,FGSM_eps0.75,0.8895022388590111,FGSM,0.75,1,
0.17891918785093228,0.34116273033999484,0.081623148809339,0.1317299260929475,0.5077,0.918376851190661,RF,FGSM_eps0.75,0.8206780544433652,FGSM,0.75,1,
0.20161576914875975,0.45633571679756185,0.24173367692259928,0.31604797954171826,0.9276,0.7582663230774007,MLP,FGSM_eps0.75,0.7979814731455377,FGSM,0.75,1,
0.5531284797081191,0.8132657372201099,0.5378931354590332,0.6475183136492749,0.3978,0.46210686454096683,LR,PGD_eps0.15_it10,0.3766732213508967,PGD,0.15,10,
0.07519723281764552,0.18421539600296077,0.06181502064640318,0.09256805449008532,0.8817,0.9381849793535968,SVM,PGD_eps0.15_it10,0.8662133668175034,PGD,0.15,10,
0.18600298514534816,0.39835398732381044,0.13073985531994164,0.19686769518466574,0.636,0.8692601446800584,RF,PGD_eps0.15_it10,0.8135231822597077,PGD,0.15,10,
0.055864862943921914,0.14750922509225092,0.04964450929864324,0.0742874398940742,0.9241,0.9503554907013567,MLP,PGD_eps0.15_it10,0.9440877537965837,PGD,0.15,10,
0.5089435902295719,0.7548610494539643,0.5279269769319135,0.6213209098383119,0.5522,0.4720730230680866,LR,PGD_eps0.15_it25,0.42028951171551093,PGD,0.15,25,
0.06818451041247127,0.1639932062653331,0.05396007327144587,0.08120167262363633,0.886,0.9460399267285541,SVM,PGD_eps0.15_it25,0.8731313227036888,PGD,0.15,25,
0.1562699898125992,0.3072916666666667,0.08426216274954205,0.1322579859165225,0.6118,0.915737837250458,RF,PGD_eps0.15_it25,0.843303560851951,PGD,0.15,25,
0.05709682769077685,0.14990774907749077,0.05045173709211711,0.07549536574601036,0.9215,0.9495482629078829,MLP,PGD_eps0.15_it25,0.9428557890497288,PGD,0.15,25,
0.0875405719159421,0.22232009160574298,0.07836319041261759,0.11588081355309673,0.8829,0.9216368095873824,LR,PGD_eps0.3_it10,0.8519510057096827,PGD,0.3,10,
0.05415906560212277,0.14300259163272863,0.04796795926604365,0.07183874642549927,0.9259,0.9520320407339563,SVM,PGD_eps0.3_it10,0.8873936838115094,PGD,0.3,10,
0.20768082636404558,0.4392118226600985,0.13840851935794343,0.2104865553955476,0.5692,0.8615914806420566,RF,PGD_eps0.3_it10,0.7918453410410102,PGD,0.3,10,
0.046933118529223626,0.13907642452065894,0.04796795926604365,0.07133293319174477,0.9564,0.9520320407339563,MLP,PGD_eps0.3_it10,0.9530431898410292,PGD,0.3,10,
0.10469331185292237,0.2693611042234895,0.10118289918966748,0.14710661731515753,0.884,0.8988171008103325,LR,PGD_eps0.3_it25,0.8348219574024497,PGD,0.3,25,
0.05413537397237556,0.14298935677926886,0.04796795926604365,0.0718370763007393,0.926,0.9520320407339563,SVM,PGD_eps0.3_it25,0.887464758700751,PGD,0.3,25,
0.11661020161576915,0.08390691576532285,0.01589617808687013,0.026728615802250007,0.559,0.9841038219131298,RF,PGD_eps0.3_it25,0.8829159657892867,PGD,0.3,25,
0.04695681015897084,0.13908894490457327,0.04796795926604365,0.07133457995706073,0.9563,0.9520320407339563,MLP,PGD_eps0.3_it25,0.953019498211282,PGD,0.3,25,
0.06242744438389917,0.14777618364418937,0.04796795926604365,0.07242640165010313,0.891,0.9520320407339563,LR,PGD_eps0.5_it10,0.8774668909474282,PGD,0.5,10,
0.05415906560212277,0.14313471502590674,0.04803005371169549,0.0719250528860683,0.9261,0.9519699462883046,SVM,PGD_eps0.5_it10,0.8874884503304983,PGD,0.5,10,
0.1585443862683314,0.26249282021826537,0.05675432332577851,0.09332958925790723,0.5136,0.9432456766742215,RF,PGD_eps0.5_it10,0.8410765476557133,PGD,0.5,10,
