attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9264848728944064,0.000687057262669099
PGD_adaptive,0.15,0.9258925821507261,0.0016584140823047218
PGD_nonadaptive,0.3,0.9262242649671871,0.0011845814873605155
PGD_adaptive,0.3,0.9269113222298562,0.0035537444620815464
PGD_nonadaptive,0.5,0.9104693311852923,0.01819517164585752
PGD_adaptive,0.5,0.8509559572602999,0.08055154114051506
