accuracy,precision,recall,f1,fpr,fnr,model
0.9023431021819991,0.9667940834302808,0.9030395231146574,0.9338299033614794,0.0999,0.09696047688534261,LR
0.9041673576725343,0.9690560255812404,0.9032568536744389,0.9350002410374251,0.0929,0.09674314632556118,SVM
0.9986258854746618,0.9991306237774397,0.9990685833152224,0.9990996025832092,0.0028,0.0009314166847775466,RF
0.9612641853633112,0.9953982759738156,0.9536464963209041,0.9740751898774319,0.0142,0.0463535036790959,MLP
