attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,4,11,0.06382525053898458,0.9360799829420265
PGD_constrained,0.15,15,4,11,0.05880262503257599,0.9411499917079296
FGSM_constrained,0.3,15,4,11,0.09332132957426141,0.9063943708687721
PGD_constrained,0.3,15,4,11,0.04731218460517899,0.9526641237650738
FGSM_constrained,0.5,15,4,11,0.14930465066691936,0.8501978251083893
PGD_constrained,0.5,15,4,11,0.04698050178871804,0.9529958065815347
FGSM_constrained,0.75,15,4,11,0.19566917008220996,0.8038569973228459
PGD_constrained,0.75,15,4,11,0.04508517140894122,0.9548911369613116
