accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.3,0.061068702290076333,0.32,0.10256410256410256,0.7028571428571428,0.68,RF,HopSkipJump_whitebox,0.7554347826086957,43.42139267921448,200,184,572.0,0,0
0.125,0.08791208791208792,0.64,0.15458937198067632,0.9485714285714286,0.36,SVM,HopSkipJump_whitebox,1.0,1.6100311279296875,200,175,556.0,0,0
0.14,0.0893854748603352,0.64,0.1568627450980392,0.9314285714285714,0.36,LR,HopSkipJump_whitebox,1.0,1.8766241073608398,200,172,557.0,0,0
