accuracy,precision,recall,f1,fpr,fnr,model,split,n_train,n_test,test_attack_rate,attack,asr,family,epsilon,iters,confidence
0.9700098818708467,0.9721122742159088,0.9618313023080134,0.9669444610987868,0.023133333333333332,0.03816869769198656,LR,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9178716807339782,0.969364530225783,0.8466691847404727,0.9038720699498085,0.022433333333333333,0.15333081525952727,SVM,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9998368131419816,0.9999005865394175,0.9997415661093771,0.9998210700013916,8.333333333333333e-05,0.0002584338906228257,RF,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.9982502742445808,0.9985672782266088,0.9975945768642029,0.9980806905536164,0.0012,0.0024054231357970696,MLP,random,441209,110303,0.45604380660544136,clean,0.0,,,,
0.10190112689591398,0.10674882250467772,0.13156272985706619,0.11786391686479844,0.9229666666666667,0.8684372701429338,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.8692147992348349,FGSM,0.15,1.0,
0.3275704196622032,0.27646662171274444,0.2934218635071467,0.28469201762930246,0.6438,0.7065781364928533,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.5909812063135182,FGSM,0.15,1.0,
0.4835770559277626,0.09956709956709957,0.016460250879669205,0.028250226035926918,0.1248,0.9835397491203308,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.5162869550238888,FGSM,0.15,1.0,
0.2909259041005231,0.04443066074693131,0.027056040395205056,0.033631926854883545,0.48785,0.972943959604795,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.15,0.7084122825308469,FGSM,0.15,1.0,
0.05509369645431221,0.03714957683129903,0.04301930302367652,0.03986955800799602,0.9347833333333333,0.9569806969763235,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.9160312956129933,FGSM,0.3,1.0,
0.053334904762336474,0.04358606730201569,0.05136870564379858,0.04715844800525605,0.9450166666666666,0.9486312943562014,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.8655612268025349,FGSM,0.3,1.0,
0.38845724957616745,0.07192772287111909,0.02864640279903783,0.040974167223509675,0.30988333333333334,0.9713535972009621,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.6114067613754839,FGSM,0.3,1.0,
0.12001486813595279,0.025239603638726446,0.024710255849551718,0.024972124840534,0.8000833333333334,0.9752897441504483,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.3,0.8793505163050869,FGSM,0.3,1.0,
0.04097803323572342,0.013845075359270943,0.015704828737848637,0.014716429309911235,0.9378333333333333,0.9842951712621514,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.9301560247681386,FGSM,0.5,1.0,
0.03091484365792408,0.036010626086386145,0.04365544798520963,0.039466235341690255,0.9797666666666667,0.9563445520147904,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.8879903538435038,FGSM,0.5,1.0,
0.4144492896838708,0.0408819181076043,0.012643381110470548,0.0193136957181901,0.24868333333333334,0.9873566188895294,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.5854147212677806,FGSM,0.5,1.0,
0.0886467276501999,0.02706418562603586,0.028566884678846192,0.027795239799224363,0.8609833333333333,0.9714331153211538,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.5,0.9107095908542832,FGSM,0.5,1.0,
0.03969067024468963,0.013708690330477356,0.015585551557561179,0.01458699636255384,0.9401,0.9844144484424389,LR,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.931452453695729,FGSM,0.75,1.0,
0.020724730968332685,0.034113658379076525,0.042005446991233125,0.03765045481678145,0.9971166666666667,0.9579945530087669,SVM,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.8981804665330952,FGSM,0.75,1.0,
0.5472471283645957,0.618860510805501,0.018786155895274635,0.036465367547752266,0.0097,0.9812138441047253,RF,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.4526168825870557,FGSM,0.75,1.0,
0.07047859079082165,0.031924428192442816,0.035405443015327116,0.033574949807240954,0.9001166666666667,0.9645945569846729,MLP,random,441209,110303,0.45604380660544136,FGSM_eps0.75,0.9288777277136615,FGSM,0.75,1.0,
0.10718656790839777,0.10944112067707573,0.13418682782339025,0.12055724236470798,0.91545,0.8658131721766097,LR,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.86372084168155,PGD,0.15,10.0,
0.2556684768319991,0.1710969984071492,0.16442359302626086,0.16769392968654961,0.6678333333333333,0.8355764069737391,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.6629284788265052,PGD,0.15,10.0,
0.516731185915161,0.2558139534883721,0.031270500765361905,0.05572876071706937,0.07626666666666666,0.9687294992346381,RF,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.4831328250364904,PGD,0.15,10.0,
0.34215751158173396,0.054517071608693915,0.02707591992525297,0.03618202587466461,0.39368333333333333,0.9729240800747471,MLP,random,441209,110303,0.45604380660544136,PGD_eps0.15_it10,0.6573166640979846,PGD,0.15,10.0,
0.14481927055474467,0.11773694995311361,0.13478321372482754,0.12568473152962767,0.8467666666666667,0.8652167862751724,LR,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.8260790730986465,PGD,0.15,25.0,
0.3507701513104811,0.21851470238567014,0.16442359302626086,0.18764888717471698,0.493,0.8355764069737391,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.5677089471727876,PGD,0.15,25.0,
0.4846015067586557,0.11025122038337898,0.01840844482436435,0.03154918060713434,0.12455,0.9815915551756357,RF,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.5152625041929957,PGD,0.15,25.0,
0.34155009383244334,0.05465570892842895,0.027234956165636245,0.03635446934416007,0.39493333333333336,0.9727650438343638,MLP,random,441209,110303,0.45604380660544136,PGD_eps0.15_it25,0.6577699609258134,PGD,0.15,25.0,
0.049672266393479776,0.046013955734674504,0.05492714152237441,0.050077027639329405,0.9547333333333333,0.9450728584776256,LR,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.9212804728792507,PGD,0.3,10.0,
0.14716734812289783,0.11701289837064002,0.13291453790032404,0.1244578470244411,0.8408833333333333,0.867085462099676,SVM,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.7714568053452762,PGD,0.3,10.0,
0.5601298242114902,0.6893039049235993,0.0645687135956106,0.11807688812142143,0.0244,0.9354312864043894,RF,random,441209,110303,0.45604380660544136,PGD_eps0.3_it10,0.4397341867401612,PGD,0.3,10.0,
