model,n_samples,total_s,per_sample_ms
LR,500,0.00010728836059570312,0.00021457672119140625
SVM,500,5.91278076171875e-05,0.000118255615234375
RF,500,0.0055577754974365234,0.011115550994873047
MLP,500,0.009577512741088867,0.019155025482177734
