accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.19,0.014285714285714285,0.010638297872340425,0.012195121951219513,0.6509433962264151,0.9893617021276596,RF,HopSkipJump_whitebox,0.8140703517587939,41.87755846977234,200,199,566.0,0,0
0.09,0.14516129032258066,0.19148936170212766,0.1651376146788991,1.0,0.8085106382978723,SVM,HopSkipJump_whitebox,1.0,1.467040777206421,200,182,556.0,0,0
0.015,0.018691588785046728,0.02127659574468085,0.01990049751243781,0.9905660377358491,0.9787234042553191,LR,HopSkipJump_whitebox,1.0,1.4814164638519287,200,197,557.0,0,0
