attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,5,10,0.33389844337869323,0.666010897255741
PGD_constrained,0.15,15,5,10,0.3256393751756525,0.6742790313953383
FGSM_constrained,0.3,15,5,10,0.14987806315331406,0.8500675412273465
PGD_constrained,0.3,15,5,10,0.05223792643899078,0.9477348757513395
FGSM_constrained,0.5,15,5,10,0.03291841563692737,0.9670543865534029
PGD_constrained,0.5,15,5,10,0.013236267372600927,0.9867546666908426
FGSM_constrained,0.75,15,5,10,0.026717315032229405,0.973273619031214
PGD_constrained,0.75,15,5,10,0.011051376662466117,0.9889395574009773
