attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,25,7,18,0.31859514247119297,0.6808790332085256
PGD_constrained,0.15,25,7,18,0.2316800087032991,0.768211200058022
FGSM_constrained,0.3,25,7,18,0.1879096670081503,0.811763959275813
PGD_constrained,0.3,25,7,18,0.09823848852705729,0.9017071158536033
FGSM_constrained,0.5,25,7,18,0.09922667561172407,0.9004560166087958
PGD_constrained,0.5,25,7,18,0.0642321605033408,0.9357134438773197
FGSM_constrained,0.75,25,7,18,0.0934788718348549,0.9062128863222215
PGD_constrained,0.75,25,7,18,0.06148518172669828,0.9384604226539622
