accuracy,precision,recall,f1,fpr,fnr,model,selector,n_features,attack,asr,family,epsilon,iters,confidence
0.9195307471238316,0.960842770373996,0.8585372641790748,0.9068136482939632,0.0293333333333333,0.1414627358209252,LR,rf,15,clean,0.0,,,,
0.9206821210665168,0.9710056220529562,0.8514999105421148,0.9073346396229413,0.0213166666666666,0.1485000894578852,SVM,rf,15,clean,0.0,,,,
0.9997280219033028,0.9998806801232972,0.9995228912788502,0.9997017536883128,0.0001,0.0004771087211498,RF,rf,15,clean,0.0,,,,
0.9971079662384522,0.996878603523003,0.9967795161322386,0.996829057365235,0.0026166666666666,0.0032204838677613,MLP,rf,15,clean,0.0,,,,
0.7268705293600355,0.7027820213877944,0.6950281295350178,0.6988835693796164,0.2464333333333333,0.3049718704649822,LR,rf,15,FGSM_eps0.15,0.1941017016762916,FGSM,0.15,1.0,
0.5977806587309502,0.5579660619788718,0.5680376915889709,0.5629568335402013,0.3772833333333333,0.4319623084110291,SVM,rf,15,FGSM_eps0.15,0.3244154737405147,FGSM,0.15,1.0,
0.5366671804030715,0.3846153846153846,0.0266385702641989,0.0498261661739825,0.0357333333333333,0.9733614297358012,RF,rf,15,FGSM_eps0.15,0.4631152371195706,FGSM,0.15,1.0,
0.2566385320435527,0.0633507853403141,0.0457030395801443,0.0530989802870901,0.5665166666666667,0.9542969604198556,MLP,rf,15,FGSM_eps0.15,0.743152951415646,FGSM,0.15,1.0,
0.598233955558779,0.5632140217506071,0.5302069459077987,0.5462122918757296,0.3447333333333333,0.4697930540922012,LR,rf,15,FGSM_eps0.3,0.3231553085591507,FGSM,0.3,1.0,
0.3381775654333971,0.3039015792929467,0.3496411744826352,0.3251707849173114,0.6714333333333333,0.6503588255173648,SVM,rf,15,FGSM_eps0.3,0.584508127612123,FGSM,0.3,1.0,
0.5534482289692937,0.9596136962247586,0.0217283263423652,0.0424944597799463,0.0007666666666666,0.9782716736576348,RF,rf,15,FGSM_eps0.3,0.4463341885533485,FGSM,0.3,1.0,
0.1196522306736897,0.0413007683863885,0.0418861698109456,0.0415914093111854,0.81515,0.9581138301890544,MLP,rf,15,FGSM_eps0.3,0.8801755165317353,FGSM,0.3,1.0,
0.4076045075836559,0.3744196920610534,0.4457189432041826,0.4069700957480601,0.62435,0.5542810567958173,LR,rf,15,FGSM_eps0.5,0.5139479433922921,FGSM,0.5,1.0,
0.0352936910147502,0.0470785773099339,0.0579687096197045,0.0519591596728497,0.9837166666666668,0.9420312903802954,SVM,rf,15,FGSM_eps0.5,0.8874917273328922,FGSM,0.5,1.0,
0.5457965785155435,0.6218487394957983,0.0102975965648172,0.0202596996245306,0.00525,0.9897024034351828,RF,rf,15,FGSM_eps0.5,0.4539949049436552,FGSM,0.5,1.0,
0.159243175616257,0.0158806215346704,0.0138361529133451,0.0147880590672474,0.71885,0.9861638470866548,MLP,rf,15,FGSM_eps0.5,0.840584571589168,FGSM,0.5,1.0,
0.1419544346028666,0.1263860335007246,0.1490964753593225,0.1368051438734096,0.8640333333333333,0.8509035246406775,LR,rf,15,FGSM_eps0.75,0.7796614779289774,FGSM,0.75,1.0,
0.0110151129162398,0.0130870537563157,0.0157048287378486,0.0142769364224527,0.9929166666666668,0.9842951712621514,SVM,rf,15,FGSM_eps0.75,0.9120060197818736,FGSM,0.75,1.0,
0.5315177284389364,0.2115222876366694,0.0099994036140985,0.0190960687914048,0.03125,0.9900005963859014,RF,rf,15,FGSM_eps0.75,0.4682646890837058,FGSM,0.75,1.0,
0.1505308105853875,0.0147164072284845,0.0130807307715245,0.0138504446666315,0.7342333333333333,0.9869192692284754,MLP,rf,15,FGSM_eps0.75,0.8493785300490467,FGSM,0.75,1.0,
0.727160639329846,0.6685573201654877,0.7966920462000279,0.7270220504866346,0.3311333333333333,0.2033079537999721,LR,rf,15,PGD_eps0.15_it10,0.1939385148182733,PGD,0.15,10.0,
0.596629284788265,0.5553903062197307,0.5790509512355128,0.5669738878237258,0.3886333333333333,0.4209490487644872,SVM,rf,15,PGD_eps0.15_it10,0.3256484411122091,PGD,0.15,10.0,
0.5652339464928424,0.7664018161180477,0.067113293441743,0.1234188784090078,0.01715,0.932886706558257,RF,rf,15,PGD_eps0.15_it10,0.4345394050932432,PGD,0.15,10.0,
