model,n_samples,total_s,per_sample_ms
LR,500,8.177757263183594e-05,0.00016355514526367188
SVM,500,6.508827209472656e-05,0.00013017654418945312
RF,500,0.004195690155029297,0.008391380310058594
MLP,500,0.012454748153686523,0.024909496307373047
