accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.0,0.0,0.0,0.0,1.0,1.0,RF,HopSkipJump_whitebox,1.0,47.78582310676575,200,200,562.0,0,0
0.1,0.27419354838709675,0.1118421052631579,0.1588785046728972,0.9375,0.8881578947368421,SVM,HopSkipJump_whitebox,1.0,1.4586200714111328,200,180,556.0,0,0
0.105,0.2786885245901639,0.1118421052631579,0.1596244131455399,0.9166666666666666,0.8881578947368421,LR,HopSkipJump_whitebox,1.0,1.5106251239776611,200,179,556.0,0,0
