accuracy,precision,recall,f1,fpr,fnr,model,defense_attack,ratio,eval_attack,adv_train_s,family,epsilon,iters,confidence,retrain_s
0.7670875879551754,0.8988095238095238,0.7829178180011798,0.8368704886750187,0.2839,0.2170821819988202,MLP,FGSM,0.3,FGSM_eps0.15,75.22552561759949,FGSM,0.15,1,,
0.792390248525196,0.9255172413793104,0.7916420876152628,0.8533610000167339,0.2052,0.2083579123847372,MLP,FGSM,0.3,FGSM_eps0.3,75.22552561759949,FGSM,0.3,1,,
0.7116017910872089,0.9631958572221194,0.6467757459095284,0.7738915615654661,0.0796,0.3532242540904716,MLP,FGSM,0.3,FGSM_eps0.5,75.22552561759949,FGSM,0.5,1,,
0.3777630363192684,0.8612225057722688,0.22003166816728242,0.3505118947524606,0.1142,0.7799683318327175,MLP,FGSM,0.3,FGSM_eps0.75,75.22552561759949,FGSM,0.75,1,,
0.4901324362102869,0.800562429696288,0.44192616970411996,0.5694852867630879,0.3546,0.55807383029588,MLP,FGSM,0.3,PGD_eps0.15_it10,75.22552561759949,PGD,0.15,10,,
0.6103674571773793,0.8449989056686364,0.5993355894315253,0.7012751117085044,0.3541,0.4006644105684746,MLP,FGSM,0.3,PGD_eps0.15_it25,75.22552561759949,PGD,0.15,25,,
0.5254092729038831,0.848412017167382,0.4603061256170636,0.5968118508976733,0.2649,0.5396938743829365,MLP,FGSM,0.3,PGD_eps0.3_it10,75.22552561759949,PGD,0.3,10,,
0.5400743917174062,0.8474152910512598,0.48452295942127976,0.6165333333333334,0.281,0.5154770405787202,MLP,FGSM,0.3,PGD_eps0.3_it25,75.22552561759949,PGD,0.3,25,,
0.4859864010045251,0.9802649611694838,0.3331056536992766,0.4972424340733188,0.0216,0.6668943463007234,MLP,FGSM,0.3,PGD_eps0.5_it10,75.22552561759949,PGD,0.5,10,,
0.4643796346750693,0.9835801349853933,0.3031450836722655,0.4634516802734004,0.0163,0.6968549163277344,MLP,FGSM,0.3,PGD_eps0.5_it25,75.22552561759949,PGD,0.5,25,,
0.489350612428629,0.9706687869953176,0.3411158371883635,0.5048244807939717,0.0332,0.6588841628116365,MLP,FGSM,0.3,PGD_eps0.75_it10,75.22552561759949,PGD,0.75,10,,
0.5912720036011277,0.9878661360819362,0.47014809525287965,0.6370903277378097,0.0186,0.5298519047471204,MLP,FGSM,0.3,PGD_eps0.75_it25,75.22552561759949,PGD,0.75,25,,
0.7529199933663436,0.9232742537313433,0.7374957310068614,0.8199941315566909,0.1974,0.26250426899313856,MLP,FGSM,0.3,CW_c0.0_it10,75.22552561759949,CW,,10,0.0,
0.7155346016252458,0.9157816744875278,0.6907386134310286,0.7874980089552767,0.2046,0.3092613865689714,MLP,FGSM,0.3,CW_c0.5_it10,75.22552561759949,CW,,10,0.5,
0.9624961501101661,0.9956305023303987,0.9550436213480704,0.9749148244988511,0.0135,0.044956378651929585,MLP,FGSM,0.3,Clean,75.22552561759949,Clean,0.0,0,,
0.9066312871662442,0.969100564221706,0.9065478592939862,0.9367811482378607,0.0931,0.09345214070601385,LR,FGSM,0.3,Clean,,Clean,0.0,0,,0.5951805114746094
0.9107536307422588,0.9585052875935002,0.9230028873917228,0.9404191379992092,0.1287,0.07699711260827719,LR,FGSM,0.3,FGSM_eps0.15,,FGSM,0.15,1,,0.5951805114746094
0.8334715345068587,0.957718316003781,0.8178769909031637,0.8822908816880181,0.1163,0.1821230090968363,LR,FGSM,0.3,FGSM_eps0.3,,FGSM,0.3,1,,0.5951805114746094
0.8261034376554763,0.9544607287745331,0.8107982240988544,0.8767836159140507,0.1246,0.18920177590114565,LR,FGSM,0.3,FGSM_eps0.5,,FGSM,0.5,1,,0.5951805114746094
