attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,4,11,0.04233694235826482,0.9341609609325026
PGD_constrained,0.15,15,4,11,0.12603947025515885,0.8696249615011017
FGSM_constrained,0.3,15,4,11,0.19154682650619537,0.7840271032244308
PGD_constrained,0.3,15,4,11,0.07349143547584638,0.9211779478310314
FGSM_constrained,0.5,15,4,11,0.24388163661778295,0.7314790684451183
PGD_constrained,0.5,15,4,11,0.058968466440806465,0.9375725556161009
FGSM_constrained,0.75,15,4,11,0.31623587386576324,0.659124831197138
PGD_constrained,0.75,15,4,11,0.0650572152858395,0.9330474543343836
