attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9257030491127485,0.0018479471202824042
PGD_adaptive,0.15,0.9246606174038712,0.0019427136392712455
PGD_nonadaptive,0.3,0.9280485204577222,0.0008292070411523609
PGD_adaptive,0.3,0.9240209434006965,0.002819303939918027
PGD_nonadaptive,0.5,0.896822952450899,0.03259968253216139
PGD_adaptive,0.5,0.829443957449833,0.09775166433698974
