accuracy,precision,recall,f1,fpr,fnr,model,oversample,applicable,n_features,attack,asr,family,epsilon,iters,confidence,n_train,n_categorical_selected,categorical_selected,resampled
0.9035987585586012,0.967752659574468,0.9037846564624794,0.9346754643677052,0.097,0.0962153435375205,LR,smote,True,15.0,clean,0.0,,,,,,,,
0.90471226515672,0.969642440601153,0.9034120897885684,0.9353563277508116,0.0911,0.0965879102114316,SVM,smote,True,15.0,clean,0.0,,,,,,,,
0.9987443436233978,0.9994098279182456,0.9989443944239188,0.9991770569693958,0.0019,0.0010556055760812,RF,smote,True,15.0,clean,0.0,,,,,,,,
0.9657182117557866,0.993518577937496,0.9613462075817318,0.9771676528599604,0.0202,0.0386537924182681,MLP,smote,True,15.0,clean,0.0,,,,,,,,
0.8482788030988652,0.9208938183004404,0.8764631003756714,0.8981292949860016,0.2425,0.1235368996243286,LR,smote,True,15.0,FGSM_eps0.15,0.0743680257764931,FGSM,0.15,1.0,,,,,
0.8388258428297283,0.9201839110875892,0.863702691794219,0.8910491503979757,0.2413,0.1362973082057809,SVM,smote,True,15.0,FGSM_eps0.15,0.0851240256817266,FGSM,0.15,1.0,,,,,
0.1322940605084223,0.0541195476575121,0.008320655717346,0.0144237237964532,0.4684,0.991679344282654,RF,smote,True,15.0,FGSM_eps0.15,0.8672794901561278,FGSM,0.15,1.0,,,,,
0.0469331185292236,0.0918253079507278,0.0280045949889782,0.0429196802436239,0.8921,0.9719954050110218,MLP,smote,True,15.0,FGSM_eps0.15,0.941860740600346,FGSM,0.15,1.0,,,,,
0.539482100973726,0.8418544889983404,0.488217578937564,0.6180238956138971,0.2954,0.511782421062436,LR,smote,True,15.0,FGSM_eps0.3,0.3863394062877585,FGSM,0.3,1.0,,,,,
0.6072875453102419,0.824322642214016,0.6168151758825173,0.7056295507014739,0.4234,0.3831848241174826,SVM,smote,True,15.0,FGSM_eps0.3,0.3195527020303726,FGSM,0.3,1.0,,,,,
0.1329100428818498,0.0449834162520729,0.0067372473532242,0.0117192774012367,0.4607,0.9932627526467758,RF,smote,True,15.0,FGSM_eps0.3,0.8666161245232059,FGSM,0.3,1.0,,,,,
0.2065199365064322,0.4601627026019996,0.230059921140054,0.30675608544461,0.8693,0.769940078859946,MLP,smote,True,15.0,FGSM_eps0.3,0.7696225923381269,FGSM,0.3,1.0,,,,,
0.2678101826624653,0.5782525204032645,0.149585519575274,0.237685306233196,0.3514,0.850414480424726,LR,smote,True,15.0,FGSM_eps0.5,0.6599303466085432,FGSM,0.5,1.0,,,,,
0.2800350636120258,0.5830898466033602,0.1982675649663137,0.2959152938995852,0.4566,0.8017324350336862,SVM,smote,True,15.0,FGSM_eps0.5,0.6493875713710346,FGSM,0.5,1.0,,,,,
0.1422445450022507,0.0624178712220762,0.0088484585053866,0.0154996600951733,0.4281,0.9911515414946132,RF,smote,True,15.0,FGSM_eps0.5,0.8572105475135634,FGSM,0.5,1.0,,,,,
0.216517804259755,0.4751658494375541,0.2557359744170884,0.3325125141288552,0.9098,0.7442640255829116,MLP,smote,True,15.0,FGSM_eps0.5,0.7595536496955626,FGSM,0.5,1.0,,,,,
0.1544931175815584,0.1956255468066491,0.0347107951193765,0.0589600253137854,0.4597,0.9652892048806234,LR,smote,True,15.0,FGSM_eps0.75,0.7735554028761639,FGSM,0.75,1.0,,,,,
0.1714089412210666,0.2869471413160733,0.0578099289018597,0.0962323634296346,0.4627,0.9421900710981402,SVM,smote,True,15.0,FGSM_eps0.75,0.7587481342841574,FGSM,0.75,1.0,,,,,
0.1842261129143073,0.3603716725263686,0.0891055295103852,0.1428820351977696,0.5094,0.9108944704896148,RF,smote,True,15.0,FGSM_eps0.75,0.8153237461204956,FGSM,0.75,1.0,,,,,
0.3117581558435405,0.5785938199731303,0.3610171070197771,0.4446143845830306,0.8469,0.6389828929802229,MLP,smote,True,15.0,FGSM_eps0.75,0.6642659148522827,FGSM,0.75,1.0,,,,,
0.7916321163732853,0.9267643627879848,0.7893135459033189,0.8525343304102883,0.2009,0.210686454096681,LR,smote,True,15.0,PGD_eps0.15_it10,0.1243573645431069,PGD,0.15,10.0,,,,,
0.865147243478879,0.9372711981794796,0.8823310254897699,0.9089716935870782,0.1902,0.11766897451023,SVM,smote,True,15.0,PGD_eps0.15_it10,0.0496102726906583,PGD,0.15,10.0,,,,,
0.198488474022128,0.3802067946824224,0.0799155515539135,0.1320711152158854,0.4196,0.9200844484460864,RF,smote,True,15.0,PGD_eps0.15_it10,0.8009192352341917,PGD,0.15,10.0,,,,,
0.050249946693833,0.1326121421244054,0.0441491508584557,0.0662442933010342,0.9301,0.9558508491415444,MLP,smote,True,15.0,PGD_eps0.15_it10,0.947167665663721,PGD,0.15,10.0,,,,,
0.7994503541898648,0.9315207909275952,0.7956782265826322,0.8582575643408517,0.1884,0.2043217734173678,LR,smote,True,15.0,PGD_eps0.15_it25,0.1087445805396953,PGD,0.15,25.0,,,,,
0.8644364945864627,0.9419951273236992,0.8763078642615418,0.9079650003216884,0.1738,0.1236921357384581,SVM,smote,True,15.0,PGD_eps0.15_it25,0.0429055414721978,PGD,0.15,25.0,,,,,
0.1478594612523395,0.057660626029654,0.0076065695923499,0.0134401228811234,0.4004,0.99239343040765,RF,smote,True,15.0,PGD_eps0.15_it25,0.851524556374233,PGD,0.15,25.0,,,,,
0.1155914615366391,0.3076402974983097,0.1271383774721351,0.179920913884007,0.9216,0.8728616225278649,MLP,smote,True,15.0,PGD_eps0.15_it25,0.8806652609633017,PGD,0.15,25.0,,,,,
0.6057002061171788,0.8074340338126086,0.6346362817845944,0.7106823120382443,0.4875,0.3653637182154056,LR,smote,True,15.0,PGD_eps0.3_it10,0.3121135302897486,PGD,0.3,10.0,,,,,
0.6216446729370514,0.8784432533209042,0.5851470086000807,0.7024075730471079,0.2608,0.4148529913999192,SVM,smote,True,15.0,PGD_eps0.3_it10,0.2950318652420099,PGD,0.3,10.0,,,,,
0.196237769196143,0.3303024313105356,0.0518799093421093,0.0896747880218954,0.3388,0.9481200906578906,RF,smote,True,15.0,PGD_eps0.3_it10,0.8030988651709351,PGD,0.3,10.0,,,,,
0.0426686251747257,0.1158999344139417,0.0384054146356608,0.057693204607994,0.9436,0.9615945853643392,MLP,smote,True,15.0,PGD_eps0.3_it10,0.956075718448672,PGD,0.3,10.0,,,,,
0.5542893695657324,0.7795025872141546,0.5799621223881524,0.6650882096380824,0.5284,0.4200378776118476,LR,smote,True,15.0,PGD_eps0.3_it25,0.3619844109076263,PGD,0.3,25.0,,,,,
0.6308844085384634,0.8662936693246398,0.6105125896488559,0.7162526407809426,0.3035,0.3894874103511441,SVM,smote,True,15.0,PGD_eps0.3_it25,0.2839204908905683,PGD,0.3,25.0,,,,,
0.1566964391480489,0.0563417190775681,0.0066751529075724,0.0119361554476058,0.3601,0.9933248470924276,RF,smote,True,15.0,PGD_eps0.3_it25,0.8426638868487764,PGD,0.3,25.0,,,,,
0.041010211092421,0.0997192370994287,0.0319786395106957,0.0484272885420095,0.9299,0.9680213604893042,MLP,smote,True,15.0,PGD_eps0.3_it25,0.9521429079106352,PGD,0.3,25.0,,,,,
0.4984718898813049,0.7213666987487969,0.558477444192617,0.6295563916353136,0.6948,0.441522555807383,LR,smote,True,15.0,PGD_eps0.5_it10,0.4307375204340306,PGD,0.5,10.0,,,,,
0.482148356985477,0.7275645253484588,0.5137383961004688,0.6022346775367593,0.6196,0.4862616038995312,SVM,smote,True,15.0,PGD_eps0.5_it10,0.4474401194058139,PGD,0.5,10.0,,,,,
0.2143381743230117,0.4036400404448938,0.0619702567605327,0.107444689670022,0.2949,0.9380297432394672,RF,smote,True,15.0,PGD_eps0.5_it10,0.784951076784572,PGD,0.5,10.0,,,,,
0.0419815679120566,0.1147940074906367,0.0380638951845757,0.0571708363449835,0.9454,0.9619361048154242,MLP,smote,True,15.0,PGD_eps0.5_it10,0.95685754223033,PGD,0.5,10.0,,,,,
0.439005899215807,0.6941637075480288,0.473408053649601,0.5629164743885556,0.6718,0.526591946350399,LR,smote,True,15.0,PGD_eps0.5_it25,0.4791395200075813,PGD,0.5,25.0,,,,,
0.4940415551185766,0.7305323080844556,0.5338880437144897,0.6169189926096004,0.6343,0.4661119562855103,SVM,smote,True,15.0,PGD_eps0.5_it25,0.426828401525741,PGD,0.5,25.0,,,,,
0.1673102892747992,0.1059549356223176,0.0122636530162376,0.021982914544898,0.3333,0.9877363469837624,RF,smote,True,15.0,PGD_eps0.5_it25,0.8320026534625317,PGD,0.5,25.0,,,,,
0.0420052595418038,0.1145882132483837,0.0379707535160979,0.0570402499883401,0.945,0.962029246483902,MLP,smote,True,15.0,PGD_eps0.5_it25,0.9569286171195716,PGD,0.5,25.0,,,,,
0.4879528062735435,0.712822366835382,0.5509329690459188,0.6215085021802708,0.7149,0.4490670309540812,LR,smote,True,15.0,PGD_eps0.75_it10,0.43753701817148,PGD,0.75,10.0,,,,,
0.4140112298325001,0.6509064480962571,0.5005122791766277,0.5658873911822522,0.8646,0.4994877208233723,SVM,smote,True,15.0,PGD_eps0.75_it10,0.5125921012106422,PGD,0.75,10.0,,,,,
0.1780189059205382,0.2830715532286212,0.0503585954236393,0.0855056801708005,0.4108,0.9496414045763606,RF,smote,True,15.0,PGD_eps0.75_it10,0.8212940368167926,PGD,0.75,10.0,,,,,
0.042028951171551,0.1153198653198653,0.0382812257443571,0.0574811775949278,0.9459,0.9617187742556428,MLP,smote,True,15.0,PGD_eps0.75_it10,0.9571655334170438,PGD,0.75,10.0,,,,,
0.4244118552915255,0.6779226618705037,0.468098978546369,0.5538026410035078,0.7163,0.5319010214536309,LR,smote,True,15.0,PGD_eps0.75_it25,0.4966002511312753,PGD,0.75,25.0,,,,,
0.4201710535667748,0.6704270039219142,0.4723524480735198,0.5542238898400786,0.7479,0.5276475519264802,SVM,smote,True,15.0,PGD_eps0.75_it25,0.5010068942642565,PGD,0.75,25.0,,,,,
0.1521476462365846,0.0900549954170485,0.0122015585705858,0.0214912640472479,0.3971,0.987798441429414,RF,smote,True,15.0,PGD_eps0.75_it25,0.8471652965007462,PGD,0.75,25.0,,,,,
0.042028951171551,0.1154637247569184,0.038343320190009,0.0575690478965155,0.9461,0.961656679809991,MLP,smote,True,15.0,PGD_eps0.75_it25,0.9572839915657798,PGD,0.75,25.0,,,,,
0.9022720272927576,0.966914943140254,0.902822192554876,0.9337700496122536,0.0995,0.097177807445124,LR,smote,True,15.0,CW_c0.0_it10,0.0013504228955909,CW,,10.0,0.0,,,,
0.9022246440332632,0.9674412410946136,0.9022322953211837,0.9336996160457532,0.0978,0.0977677046788164,SVM,smote,True,15.0,CW_c0.0_it10,0.002487621123457,CW,,10.0,0.0,,,,
0.1556303158094245,0.0985256260238708,0.0130708808097115,0.0230798750068526,0.3852,0.9869291191902884,RF,smote,True,15.0,CW_c0.0_it10,0.8439195432253784,CW,,10.0,0.0,,,,
0.0398730128645549,0.1262022471910112,0.0435903008475891,0.0647990030922601,0.9721,0.9564096991524108,MLP,smote,True,15.0,CW_c0.0_it10,0.95932147172404,CW,,10.0,0.0,,,,
0.9028406264066904,0.9669723551302498,0.903536278679872,0.9341786373485274,0.0994,0.0964637213201279,LR,smote,True,15.0,CW_c0.5_it10,0.0014214977848326,CW,,10.0,0.5,,,,
0.90267478499846,0.9660044442970382,0.904281412027694,0.9341244387427838,0.1025,0.0957185879723058,SVM,smote,True,15.0,CW_c0.5_it10,0.0035774360918287,CW,,10.0,0.5,,,,
0.1594209765689782,0.1480525069937594,0.0213604893042317,0.0373344909919687,0.3959,0.9786395106957684,RF,smote,True,15.0,CW_c0.5_it10,0.840152574095572,CW,,10.0,0.5,,,,
0.0342344049847189,0.1107471107471107,0.0377844701791424,0.0563452011667206,0.9772,0.9622155298208576,MLP,smote,True,15.0,CW_c0.5_it10,0.965078537752612,CW,,10.0,0.5,,,,
0.9035987585586013,0.9677526595744681,0.9037846564624794,0.9346754643677053,0.097,0.09621534353752056,LR,smotenc,True,,clean,0.0,,,,,257668.0,2.0,proto;conn_state,True
0.9047122651567201,0.969642440601153,0.9034120897885685,0.9353563277508117,0.0911,0.0965879102114316,SVM,smotenc,True,,clean,0.0,,,,,257668.0,2.0,proto;conn_state,True
0.9987206519936507,0.9993167489673592,0.9990064888695707,0.99916159483294,0.0022,0.000993511130429383,RF,smotenc,True,,clean,0.0,,,,,257668.0,2.0,proto;conn_state,True
