accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,train_s,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s
0.9980572863607288,0.9992851148478538,0.9981682138532708,0.9987263520859868,0.0023,0.001831786146729175,XGB,clean,0.0,1.465425729751587,,,,,,,,,,,
0.1275320429292331,0.1257902415302318,0.02409264491291254,0.04043983532232008,0.5393,0.9759073550870875,XGB,FGSM_eps0.15,0.8718756663270867,1.465425729751587,FGSM,0.15,1.0,,,,,,,,
0.12061408704304769,0.08851634534786253,0.016392933652084822,0.02766280714622518,0.5437,0.9836070663479152,XGB,FGSM_eps0.3,0.8787699305835248,1.465425729751587,FGSM,0.3,1.0,,,,,,,,
0.11462010471700348,0.09520075282308657,0.01884566425533236,0.03146300375793702,0.5769,0.9811543357446676,XGB,FGSM_eps0.5,0.884763912909569,1.465425729751587,FGSM,0.5,1.0,,,,,,,,
0.11312753204292923,0.07856105823519922,0.015119997516222174,0.025359300145802958,0.5712,0.9848800024837778,XGB,FGSM_eps0.75,0.8862327939538961,1.465425729751587,FGSM,0.75,1.0,,,,,,,,
0.17721339050913312,0.3706896551724138,0.11214256884721661,0.17219269182180058,0.6132,0.8878574311527834,XGB,PGD_eps0.15_it10,0.8219810940794617,1.465425729751587,PGD,0.15,10.0,,,,,,,,
0.11710772584046057,0.18918254456054087,0.04778167592908814,0.07629387269482452,0.6596,0.9522183240709119,XGB,PGD_eps0.15_it25,0.8821815252671231,1.465425729751587,PGD,0.15,25.0,,,,,,,,
0.148925584590964,0.2957095709570957,0.08345493495606818,0.13017264340540932,0.6402,0.9165450650439319,XGB,PGD_eps0.3_it10,0.8504347414058613,1.465425729751587,PGD,0.3,10.0,,,,,,,,
0.1107583690682082,0.0527465143625063,0.009748827967338322,0.016456160578586027,0.5639,0.9902511720326617,XGB,PGD_eps0.3_it25,0.8885071904096283,1.465425729751587,PGD,0.3,25.0,,,,,,,,
0.24300504631713615,0.5101412674611318,0.20068924834673538,0.2880570409982175,0.6207,0.7993107516532646,XGB,PGD_eps0.5_it10,0.7564026629391836,1.465425729751587,PGD,0.5,10.0,,,,,,,,
0.18991210405363784,0.4055238095238095,0.13219907479275977,0.1993959118686928,0.6242,0.8678009252072402,XGB,PGD_eps0.5_it25,0.8094245303134403,1.465425729751587,PGD,0.5,25.0,,,,,,,,
0.23722428865881684,0.5005381240168888,0.18771150920550156,0.2730310693641618,0.6033,0.8122884907944984,XGB,PGD_eps0.75_it10,0.7621360373380085,1.465425729751587,PGD,0.75,10.0,,,,,,,,
0.2042929233101945,0.4365963716732664,0.14719488341767828,0.22016346243150367,0.6118,0.8528051165823217,XGB,PGD_eps0.75_it25,0.795091094316378,1.465425729751587,PGD,0.75,25.0,,,,,,,,
0.13347864199578288,0.10878136200716845,0.01884566425533236,0.03212575087988568,0.4973,0.9811543357446676,XGB,CW_c0.0_it10,0.8658816840010425,1.465425729751587,CW,,10.0,0.0,,,,,,,
0.13390509133123268,0.10786435786435787,0.018566239249899096,0.03167960162106322,0.4946,0.9814337607501009,XGB,CW_c0.5_it10,0.8654789262953398,1.465425729751587,CW,,10.0,0.5,,,,,,,
0.2,0.14285714285714285,0.12,0.13043478260869565,0.72,0.88,XGB,HopSkipJump_direct,0.8,,,,,,100.0,100.0,0.31824973225593567,562.5,0.0,24.0,6.77204155921936
0.9985785022151674,0.9992545889368575,0.9988822999782669,0.9990684097754867,0.0024,0.001117700021733056,LGBM,clean,0.0,1.1171424388885498,,,,,,,,,,,
0.1344026155559241,0.17704134945514255,0.03682200627153901,0.06096432610260101,0.5513,0.963177993728461,LGBM,FGSM_eps0.15,0.8650524769598901,1.1171424388885498,FGSM,0.15,1.0,,,,,,,,
0.14627212205927645,0.17074010327022376,0.030798845043310877,0.0521844340987401,0.4818,0.9692011549566891,LGBM,FGSM_eps0.3,0.8531829704565377,1.1171424388885498,FGSM,0.3,1.0,,,,,,,,
0.1874955578194224,0.32273963290278723,0.058958676146418705,0.09970335757225737,0.3985,0.9410413238535813,LGBM,FGSM_eps0.5,0.8119595346963918,1.1171424388885498,FGSM,0.5,1.0,,,,,,,,
0.20948139022483356,0.4110872235872236,0.08311341550498308,0.13827122233413394,0.3835,0.9168865844950169,LGBM,FGSM_eps0.75,0.7899973939207278,1.1171424388885498,FGSM,0.75,1.0,,,,,,,,
0.24783813878556707,0.5202708644798171,0.1836753702381322,0.27150068838916935,0.5455,0.8163246297618678,LGBM,PGD_eps0.15_it10,0.7514748039517638,1.1171424388885498,PGD,0.15,10.0,,,,,,,,
0.15138951408467388,0.2918108419838524,0.0785494737495731,0.12377993590841263,0.614,0.9214505262504269,LGBM,PGD_eps0.15_it25,0.8479945035418986,1.1171424388885498,PGD,0.15,25.0,,,,,,,,
0.24975716079509108,0.5206052311435523,0.21258033468906207,0.30188928815502303,0.6305,0.787419665310938,LGBM,PGD_eps0.3_it10,0.7496742400909758,1.1171424388885498,PGD,0.3,10.0,,,,,,,,
0.12295955838802151,0.20094503854762497,0.050172312086683844,0.08029614171076495,0.6426,0.9498276879133162,LGBM,PGD_eps0.3_it25,0.8764007676088038,1.1171424388885498,PGD,0.3,25.0,,,,,,,,
0.2387405529626383,0.5032171805799281,0.18696637585767953,0.2726367258239768,0.5945,0.8130336241423205,LGBM,PGD_eps0.5_it10,0.7607619228126703,1.1171424388885498,PGD,0.5,10.0,,,,,,,,
0.15333222772394514,0.3206223306894448,0.09789189357012015,0.1499892966724544,0.6681,0.9021081064298798,LGBM,PGD_eps0.5_it25,0.8462176313108579,1.1171424388885498,PGD,0.5,25.0,,,,,,,,
0.21284560164893743,0.46072367403742076,0.18501040081964668,0.2640054936535011,0.6975,0.8149895991803533,LGBM,PGD_eps0.75_it10,0.7866568741263712,1.1171424388885498,PGD,0.75,10.0,,,,,,,,
0.1654149588950224,0.36040703052728956,0.12095998012977739,0.18112926846277227,0.6914,0.8790400198702226,LGBM,PGD_eps0.75_it25,0.8341349001397806,1.1171424388885498,PGD,0.75,25.0,,,,,,,,
0.14743301191688976,0.09149902660609993,0.013132975255363407,0.02296915725456125,0.42,0.9868670247446366,LGBM,CW_c0.0_it10,0.8516667061527162,1.1171424388885498,CW,,10.0,0.0,,,,,,,
0.1472434788789121,0.1152673307582842,0.01760377534229563,0.030542986425339366,0.4352,0.9823962246577044,LGBM,CW_c0.5_it10,0.8519273140799356,1.1171424388885498,CW,,10.0,0.5,,,,,,,
0.03,0.0,0.0,0.0,0.94,1.0,LGBM,HopSkipJump_direct,0.97,,,,,,100.0,100.0,0.19911222159862518,561.0,0.0,0.0,6.757694721221924
