accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.975,0.9888888888888889,0.956989247311828,0.9726775956284153,0.009345794392523364,0.043010752688172046,LR,0.1,Clean,0.0001904904842376709,50,200,,,,
0.095,0.021739130434782608,0.021505376344086023,0.021621621621621623,0.8411214953271028,0.978494623655914,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.04,0.019417475728155338,0.021505376344086023,0.02040816326530612,0.9439252336448598,0.978494623655914,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.02,0.009523809523809525,0.010752688172043012,0.010101010101010102,0.9719626168224299,0.989247311827957,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.02,0.009523809523809525,0.010752688172043012,0.010101010101010102,0.9719626168224299,0.989247311827957,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.12,0.033707865168539325,0.03225806451612903,0.03296703296703297,0.8037383177570093,0.967741935483871,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.13,0.023529411764705882,0.021505376344086023,0.02247191011235955,0.7757009345794392,0.978494623655914,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.02,0.018691588785046728,0.021505376344086023,0.02,0.9813084112149533,0.978494623655914,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.02,0.018691588785046728,0.021505376344086023,0.02,0.9813084112149533,0.978494623655914,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.015,0.009433962264150943,0.010752688172043012,0.010050251256281407,0.9813084112149533,0.989247311827957,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.015,0.009433962264150943,0.010752688172043012,0.010050251256281407,0.9813084112149533,0.989247311827957,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.01,0.009345794392523364,0.010752688172043012,0.01,0.9906542056074766,0.989247311827957,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.01,0.009345794392523364,0.010752688172043012,0.01,0.9906542056074766,0.989247311827957,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.255,0.3,0.45161290322580644,0.3605150214592275,0.9158878504672897,0.5483870967741935,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.215,0.2777777777777778,0.43010752688172044,0.33755274261603374,0.9719626168224299,0.5698924731182796,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.975,0.9782608695652174,0.967741935483871,0.972972972972973,0.018691588785046728,0.03225806451612903,SVM,0.1,Clean,0.00019177675247192383,50,200,,,,
0.05,0.05504587155963303,0.06451612903225806,0.0594059405940594,0.9626168224299065,0.9354838709677419,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.025,0.044642857142857144,0.053763440860215055,0.04878048780487805,1.0,0.946236559139785,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.025,0.044642857142857144,0.053763440860215055,0.04878048780487805,1.0,0.946236559139785,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.025,0.044642857142857144,0.053763440860215055,0.04878048780487805,1.0,0.946236559139785,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.025,0.018867924528301886,0.021505376344086023,0.020100502512562814,0.9719626168224299,0.978494623655914,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.02,0.018691588785046728,0.021505376344086023,0.02,0.9813084112149533,0.978494623655914,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.015,0.009433962264150943,0.010752688172043012,0.010050251256281407,0.9813084112149533,0.989247311827957,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.01,0.009345794392523364,0.010752688172043012,0.01,0.9906542056074766,0.989247311827957,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.01,0.009345794392523364,0.010752688172043012,0.01,0.9906542056074766,0.989247311827957,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.005,0.009259259259259259,0.010752688172043012,0.009950248756218905,1.0,0.989247311827957,SVM,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.005,0.009259259259259259,0.010752688172043012,0.009950248756218905,1.0,0.989247311827957,SVM,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.005,0.009259259259259259,0.010752688172043012,0.009950248756218905,1.0,0.989247311827957,SVM,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.08,0.13008130081300814,0.17204301075268819,0.14814814814814814,1.0,0.8279569892473119,SVM,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.065,0.10833333333333334,0.13978494623655913,0.12206572769953052,1.0,0.8602150537634409,SVM,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.535,0.0,0.0,0.0,0.0,1.0,RF,0.1,Clean,0.0052489924430847166,50,200,,,,
0.54,1.0,0.010752688172043012,0.02127659574468085,0.0,0.989247311827957,RF,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.535,0.0,0.0,0.0,0.0,1.0,RF,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.53,0.0,0.0,0.0,0.009345794392523364,1.0,RF,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.53,0.0,0.0,0.0,0.009345794392523364,1.0,RF,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.545,1.0,0.021505376344086023,0.042105263157894736,0.0,0.978494623655914,RF,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.54,1.0,0.010752688172043012,0.02127659574468085,0.0,0.989247311827957,RF,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.525,0.0,0.0,0.0,0.018691588785046728,1.0,RF,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.525,0.0,0.0,0.0,0.018691588785046728,1.0,RF,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.51,0.0,0.0,0.0,0.04672897196261682,1.0,RF,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.52,0.0,0.0,0.0,0.028037383177570093,1.0,RF,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.505,0.0,0.0,0.0,0.056074766355140186,1.0,RF,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.505,0.125,0.010752688172043012,0.019801980198019802,0.06542056074766354,0.989247311827957,RF,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.54,1.0,0.010752688172043012,0.02127659574468085,0.0,0.989247311827957,RF,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.535,0.0,0.0,0.0,0.0,1.0,RF,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
1.0,1.0,1.0,1.0,0.0,0.0,MLP,0.1,Clean,0.0021789610385894776,50,200,,,,
0.285,0.019230769230769232,0.010752688172043012,0.013793103448275862,0.4766355140186916,0.989247311827957,MLP,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.13,0.012048192771084338,0.010752688172043012,0.011363636363636364,0.7663551401869159,0.989247311827957,MLP,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.08,0.010752688172043012,0.010752688172043012,0.010752688172043012,0.8598130841121495,0.989247311827957,MLP,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.075,0.010638297872340425,0.010752688172043012,0.0106951871657754,0.8691588785046729,0.989247311827957,MLP,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.225,0.015625,0.010752688172043012,0.012738853503184714,0.5887850467289719,0.989247311827957,MLP,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.215,0.015151515151515152,0.010752688172043012,0.012578616352201259,0.6074766355140186,0.989247311827957,MLP,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.075,0.010638297872340425,0.010752688172043012,0.0106951871657754,0.8691588785046729,0.989247311827957,MLP,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.065,0.010416666666666666,0.010752688172043012,0.010582010582010581,0.8878504672897196,0.989247311827957,MLP,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.065,0.010416666666666666,0.010752688172043012,0.010582010582010581,0.8878504672897196,0.989247311827957,MLP,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.065,0.010416666666666666,0.010752688172043012,0.010582010582010581,0.8878504672897196,0.989247311827957,MLP,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.065,0.010416666666666666,0.010752688172043012,0.010582010582010581,0.8878504672897196,0.989247311827957,MLP,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.065,0.010416666666666666,0.010752688172043012,0.010582010582010581,0.8878504672897196,0.989247311827957,MLP,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.3,0.25773195876288657,0.26881720430107525,0.2631578947368421,0.6728971962616822,0.7311827956989247,MLP,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.14,0.10891089108910891,0.11827956989247312,0.1134020618556701,0.8411214953271028,0.8817204301075269,MLP,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.965,0.9777777777777777,0.946236559139785,0.9617486338797814,0.018691588785046728,0.053763440860215055,LR,0.25,Clean,0.00019052505493164063,50,200,,,,
0.105,0.0425531914893617,0.043010752688172046,0.0427807486631016,0.8411214953271028,0.956989247311828,LR,0.25,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.045,0.0196078431372549,0.021505376344086023,0.020512820512820513,0.9345794392523364,0.978494623655914,LR,0.25,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.02,0.009523809523809525,0.010752688172043012,0.010101010101010102,0.9719626168224299,0.989247311827957,LR,0.25,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.015,0.009433962264150943,0.010752688172043012,0.010050251256281407,0.9813084112149533,0.989247311827957,LR,0.25,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.12,0.06315789473684211,0.06451612903225806,0.06382978723404255,0.8317757009345794,0.9354838709677419,LR,0.25,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.135,0.023809523809523808,0.021505376344086023,0.022598870056497175,0.7663551401869159,0.978494623655914,LR,0.25,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.02,0.018691588785046728,0.021505376344086023,0.02,0.9813084112149533,0.978494623655914,LR,0.25,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.02,0.018691588785046728,0.021505376344086023,0.02,0.9813084112149533,0.978494623655914,LR,0.25,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.015,0.009433962264150943,0.010752688172043012,0.010050251256281407,0.9813084112149533,0.989247311827957,LR,0.25,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.015,0.009433962264150943,0.010752688172043012,0.010050251256281407,0.9813084112149533,0.989247311827957,LR,0.25,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.01,0.009345794392523364,0.010752688172043012,0.01,0.9906542056074766,0.989247311827957,LR,0.25,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.015,0.009433962264150943,0.010752688172043012,0.010050251256281407,0.9813084112149533,0.989247311827957,LR,0.25,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.245,0.2986111111111111,0.46236559139784944,0.3628691983122363,0.9439252336448598,0.5376344086021505,LR,0.25,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.245,0.3013698630136986,0.4731182795698925,0.3682008368200837,0.9532710280373832,0.5268817204301075,LR,0.25,CW_c0.5_it10,,50,200,CW,,10.0,0.5
