accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.15,0.0,0.0,0.0,0.6842105263157895,1.0,RF,HopSkipJump_whitebox,0.85,43.619619846343994,200,200,566.0,0,0
0.025,0.03125,0.02857142857142857,0.029850746268656716,0.9789473684210527,0.9714285714285714,SVM,HopSkipJump_whitebox,1.0,1.4838428497314453,200,195,557.0,0,0
0.02,0.030927835051546393,0.02857142857142857,0.0297029702970297,0.9894736842105263,0.9714285714285714,LR,HopSkipJump_whitebox,1.0,1.4933977127075195,200,196,557.0,0,0
