model,attack,n,n_detected_clean,asr,fnr_under_attack,family,epsilon,iters,traffic_family,confidence,seed
LR,PGD_eps0.5_it25,217,26,0.6153846153846154,0.543778801843318,PGD,0.5,25,Spoofing,,7
LR,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,7
SVM,PGD_eps0.5_it25,192,190,0.9526315789473684,0.953125,PGD,0.5,25,Data Alteration,,7
SVM,PGD_eps0.5_it25,217,23,0.7391304347826086,0.576036866359447,PGD,0.5,25,Spoofing,,7
SVM,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,7
RF,PGD_eps0.5_it25,192,192,0.9114583333333334,0.9114583333333334,PGD,0.5,25,Data Alteration,,7
RF,PGD_eps0.5_it25,217,94,0.8297872340425532,0.728110599078341,PGD,0.5,25,Spoofing,,7
RF,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,7
MLP,PGD_eps0.5_it25,192,192,0.953125,0.953125,PGD,0.5,25,Data Alteration,,7
MLP,PGD_eps0.5_it25,217,125,1.0,0.576036866359447,PGD,0.5,25,Spoofing,,7
MLP,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,7
LR,PGD_eps0.75_it10,192,191,0.9476439790575916,0.9479166666666666,PGD,0.75,10,Data Alteration,,7
LR,PGD_eps0.75_it10,217,26,0.6923076923076923,0.5529953917050692,PGD,0.75,10,Spoofing,,7
LR,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,7
SVM,PGD_eps0.75_it10,192,190,0.9526315789473684,0.953125,PGD,0.75,10,Data Alteration,,7
SVM,PGD_eps0.75_it10,217,23,0.7391304347826086,0.576036866359447,PGD,0.75,10,Spoofing,,7
SVM,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,7
RF,PGD_eps0.75_it10,192,192,0.9427083333333334,0.9427083333333334,PGD,0.75,10,Data Alteration,,7
RF,PGD_eps0.75_it10,217,94,0.7446808510638298,0.576036866359447,PGD,0.75,10,Spoofing,,7
RF,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,7
MLP,PGD_eps0.75_it10,192,192,0.953125,0.953125,PGD,0.75,10,Data Alteration,,7
MLP,PGD_eps0.75_it10,217,125,1.0,0.576036866359447,PGD,0.75,10,Spoofing,,7
MLP,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,7
LR,PGD_eps0.75_it25,192,191,0.9424083769633508,0.9427083333333334,PGD,0.75,25,Data Alteration,,7
LR,PGD_eps0.75_it25,217,26,0.6538461538461539,0.5529953917050692,PGD,0.75,25,Spoofing,,7
LR,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,7
SVM,PGD_eps0.75_it25,192,190,0.9526315789473684,0.953125,PGD,0.75,25,Data Alteration,,7
SVM,PGD_eps0.75_it25,217,23,0.7391304347826086,0.576036866359447,PGD,0.75,25,Spoofing,,7
SVM,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,7
RF,PGD_eps0.75_it25,192,192,0.9427083333333334,0.9427083333333334,PGD,0.75,25,Data Alteration,,7
RF,PGD_eps0.75_it25,217,94,0.7446808510638298,0.576036866359447,PGD,0.75,25,Spoofing,,7
RF,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,7
MLP,PGD_eps0.75_it25,192,192,0.953125,0.953125,PGD,0.75,25,Data Alteration,,7
MLP,PGD_eps0.75_it25,217,125,1.0,0.576036866359447,PGD,0.75,25,Spoofing,,7
MLP,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,7
LR,CW_c0.0_it10,192,191,0.0837696335078534,0.0885416666666666,CW,,10,Data Alteration,0.0,7
LR,CW_c0.0_it10,217,26,0.6153846153846154,0.847926267281106,CW,,10,Spoofing,0.0,7
LR,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,7
SVM,CW_c0.0_it10,192,190,0.963157894736842,0.9635416666666666,CW,,10,Data Alteration,0.0,7
SVM,CW_c0.0_it10,217,23,0.7391304347826086,0.7880184331797235,CW,,10,Spoofing,0.0,7
SVM,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,7
RF,CW_c0.0_it10,192,192,0.6614583333333334,0.6614583333333334,CW,,10,Data Alteration,0.0,7
RF,CW_c0.0_it10,217,94,0.8723404255319149,0.912442396313364,CW,,10,Spoofing,0.0,7
RF,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,7
MLP,CW_c0.0_it10,192,192,0.9635416666666666,0.9635416666666666,CW,,10,Data Alteration,0.0,7
MLP,CW_c0.0_it10,217,125,0.992,0.576036866359447,CW,,10,Spoofing,0.0,7
MLP,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,7
LR,CW_c0.5_it10,192,191,0.1099476439790576,0.1145833333333333,CW,,10,Data Alteration,0.5,7
LR,CW_c0.5_it10,217,26,0.6538461538461539,0.8110599078341014,CW,,10,Spoofing,0.5,7
LR,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,7
SVM,CW_c0.5_it10,192,190,0.963157894736842,0.9635416666666666,CW,,10,Data Alteration,0.5,7
SVM,CW_c0.5_it10,217,23,0.7391304347826086,0.6451612903225806,CW,,10,Spoofing,0.5,7
SVM,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,7
RF,CW_c0.5_it10,192,192,0.65625,0.65625,CW,,10,Data Alteration,0.5,7
RF,CW_c0.5_it10,217,94,0.9893617021276596,0.9815668202764976,CW,,10,Spoofing,0.5,7
RF,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,7
MLP,CW_c0.5_it10,192,192,0.9635416666666666,0.9635416666666666,CW,,10,Data Alteration,0.5,7
MLP,CW_c0.5_it10,217,125,1.0,0.576036866359447,CW,,10,Spoofing,0.5,7
MLP,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,7
LR,FGSM_eps0.15,181,179,0.0055865921787709,0.005524861878453,FGSM,0.15,1,Data Alteration,,123
LR,FGSM_eps0.15,228,34,0.5294117647058824,0.4692982456140351,FGSM,0.15,1,Spoofing,,123
LR,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,123
SVM,FGSM_eps0.15,181,179,0.5027932960893855,0.5027624309392266,FGSM,0.15,1,Data Alteration,,123
SVM,FGSM_eps0.15,228,29,0.7931034482758621,0.4166666666666667,FGSM,0.15,1,Spoofing,,123
SVM,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,123
RF,FGSM_eps0.15,181,180,0.9277777777777778,0.9226519337016574,FGSM,0.15,1,Data Alteration,,123
RF,FGSM_eps0.15,228,92,1.0,0.9956140350877192,FGSM,0.15,1,Spoofing,,123
RF,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,123
MLP,FGSM_eps0.15,181,179,0.3240223463687151,0.3259668508287293,FGSM,0.15,1,Data Alteration,,123
MLP,FGSM_eps0.15,228,95,0.9789473684210528,0.4078947368421052,FGSM,0.15,1,Spoofing,,123
MLP,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,123
LR,FGSM_eps0.3,181,179,0.1508379888268156,0.149171270718232,FGSM,0.3,1,Data Alteration,,123
LR,FGSM_eps0.3,228,34,0.5588235294117647,0.3947368421052631,FGSM,0.3,1,Spoofing,,123
LR,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,123
SVM,FGSM_eps0.3,181,179,0.8547486033519553,0.850828729281768,FGSM,0.3,1,Data Alteration,,123
SVM,FGSM_eps0.3,228,29,0.7931034482758621,0.4166666666666667,FGSM,0.3,1,Spoofing,,123
SVM,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,123
RF,FGSM_eps0.3,181,180,0.9444444444444444,0.9392265193370166,FGSM,0.3,1,Data Alteration,,123
RF,FGSM_eps0.3,228,92,1.0,0.986842105263158,FGSM,0.3,1,Spoofing,,123
RF,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,123
MLP,FGSM_eps0.3,181,179,0.7653631284916201,0.7624309392265194,FGSM,0.3,1,Data Alteration,,123
MLP,FGSM_eps0.3,228,95,1.0,0.4166666666666667,FGSM,0.3,1,Spoofing,,123
MLP,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,123
LR,FGSM_eps0.5,181,179,0.3184357541899441,0.3149171270718232,FGSM,0.5,1,Data Alteration,,123
LR,FGSM_eps0.5,228,34,0.6176470588235294,0.4035087719298245,FGSM,0.5,1,Spoofing,,123
LR,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,123
SVM,FGSM_eps0.5,181,179,0.8659217877094972,0.861878453038674,FGSM,0.5,1,Data Alteration,,123
SVM,FGSM_eps0.5,228,29,0.7931034482758621,0.4166666666666667,FGSM,0.5,1,Spoofing,,123
SVM,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,123
RF,FGSM_eps0.5,181,180,0.9722222222222222,0.9668508287292816,FGSM,0.5,1,Data Alteration,,123
RF,FGSM_eps0.5,228,92,0.967391304347826,0.925438596491228,FGSM,0.5,1,Spoofing,,123
RF,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,123
MLP,FGSM_eps0.5,181,179,0.9106145251396648,0.9005524861878453,FGSM,0.5,1,Data Alteration,,123
MLP,FGSM_eps0.5,228,95,1.0,0.4166666666666667,FGSM,0.5,1,Spoofing,,123
MLP,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,123
LR,FGSM_eps0.75,181,179,0.5083798882681564,0.5027624309392266,FGSM,0.75,1,Data Alteration,,123
LR,FGSM_eps0.75,228,34,0.6176470588235294,0.4035087719298245,FGSM,0.75,1,Spoofing,,123
LR,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,123
SVM,FGSM_eps0.75,181,179,0.905027932960894,0.9005524861878453,FGSM,0.75,1,Data Alteration,,123
SVM,FGSM_eps0.75,228,29,0.7931034482758621,0.4166666666666667,FGSM,0.75,1,Spoofing,,123
SVM,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,123
RF,FGSM_eps0.75,181,180,0.9722222222222222,0.9668508287292816,FGSM,0.75,1,Data Alteration,,123
RF,FGSM_eps0.75,228,92,0.6956521739130435,0.5,FGSM,0.75,1,Spoofing,,123
RF,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,123
MLP,FGSM_eps0.75,181,179,0.9329608938547486,0.9226519337016574,FGSM,0.75,1,Data Alteration,,123
MLP,FGSM_eps0.75,228,95,1.0,0.4210526315789473,FGSM,0.75,1,Spoofing,,123
MLP,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,123
LR,PGD_eps0.15_it10,181,179,0.0055865921787709,0.005524861878453,PGD,0.15,10,Data Alteration,,123
LR,PGD_eps0.15_it10,228,34,0.5588235294117647,0.4473684210526316,PGD,0.15,10,Spoofing,,123
LR,PGD_eps0.15_it10,2855,0,,,PGD,0.15,10,normal,,123
SVM,PGD_eps0.15_it10,181,179,0.4078212290502793,0.4088397790055249,PGD,0.15,10,Data Alteration,,123
SVM,PGD_eps0.15_it10,228,29,0.7931034482758621,0.4166666666666667,PGD,0.15,10,Spoofing,,123
SVM,PGD_eps0.15_it10,2855,0,,,PGD,0.15,10,normal,,123
RF,PGD_eps0.15_it10,181,180,0.8333333333333334,0.8287292817679558,PGD,0.15,10,Data Alteration,,123
RF,PGD_eps0.15_it10,228,92,1.0,0.9912280701754386,PGD,0.15,10,Spoofing,,123
RF,PGD_eps0.15_it10,2855,0,,,PGD,0.15,10,normal,,123
MLP,PGD_eps0.15_it10,181,179,0.4189944134078212,0.4198895027624309,PGD,0.15,10,Data Alteration,,123
MLP,PGD_eps0.15_it10,228,95,0.9789473684210528,0.4078947368421052,PGD,0.15,10,Spoofing,,123
MLP,PGD_eps0.15_it10,2855,0,,,PGD,0.15,10,normal,,123
LR,PGD_eps0.15_it25,181,179,0.0055865921787709,0.005524861878453,PGD,0.15,25,Data Alteration,,123
LR,PGD_eps0.15_it25,228,34,0.5588235294117647,0.4385964912280701,PGD,0.15,25,Spoofing,,123
LR,PGD_eps0.15_it25,2855,0,,,PGD,0.15,25,normal,,123
SVM,PGD_eps0.15_it25,181,179,0.4245810055865922,0.425414364640884,PGD,0.15,25,Data Alteration,,123
SVM,PGD_eps0.15_it25,228,29,0.7931034482758621,0.4166666666666667,PGD,0.15,25,Spoofing,,123
SVM,PGD_eps0.15_it25,2855,0,,,PGD,0.15,25,normal,,123
RF,PGD_eps0.15_it25,181,180,0.8277777777777777,0.8232044198895028,PGD,0.15,25,Data Alteration,,123
RF,PGD_eps0.15_it25,228,92,1.0,0.9912280701754386,PGD,0.15,25,Spoofing,,123
RF,PGD_eps0.15_it25,2855,0,,,PGD,0.15,25,normal,,123
MLP,PGD_eps0.15_it25,181,179,0.4245810055865922,0.425414364640884,PGD,0.15,25,Data Alteration,,123
MLP,PGD_eps0.15_it25,228,95,0.9789473684210528,0.4078947368421052,PGD,0.15,25,Spoofing,,123
MLP,PGD_eps0.15_it25,2855,0,,,PGD,0.15,25,normal,,123
LR,PGD_eps0.3_it10,181,179,0.0167597765363128,0.0165745856353591,PGD,0.3,10,Data Alteration,,123
LR,PGD_eps0.3_it10,228,34,0.5882352941176471,0.3991228070175439,PGD,0.3,10,Spoofing,,123
LR,PGD_eps0.3_it10,2855,0,,,PGD,0.3,10,normal,,123
SVM,PGD_eps0.3_it10,181,179,0.8938547486033519,0.8895027624309392,PGD,0.3,10,Data Alteration,,123
SVM,PGD_eps0.3_it10,228,29,0.7931034482758621,0.4166666666666667,PGD,0.3,10,Spoofing,,123
SVM,PGD_eps0.3_it10,2855,0,,,PGD,0.3,10,normal,,123
RF,PGD_eps0.3_it10,181,180,0.9666666666666668,0.9613259668508288,PGD,0.3,10,Data Alteration,,123
RF,PGD_eps0.3_it10,228,92,1.0,0.986842105263158,PGD,0.3,10,Spoofing,,123
RF,PGD_eps0.3_it10,2855,0,,,PGD,0.3,10,normal,,123
MLP,PGD_eps0.3_it10,181,179,0.8603351955307262,0.856353591160221,PGD,0.3,10,Data Alteration,,123
MLP,PGD_eps0.3_it10,228,95,1.0,0.4166666666666667,PGD,0.3,10,Spoofing,,123
MLP,PGD_eps0.3_it10,2855,0,,,PGD,0.3,10,normal,,123
LR,PGD_eps0.3_it25,181,179,0.0111731843575419,0.011049723756906,PGD,0.3,25,Data Alteration,,123
LR,PGD_eps0.3_it25,228,34,0.5882352941176471,0.3991228070175439,PGD,0.3,25,Spoofing,,123
LR,PGD_eps0.3_it25,2855,0,,,PGD,0.3,25,normal,,123
SVM,PGD_eps0.3_it25,181,179,0.88268156424581,0.8784530386740331,PGD,0.3,25,Data Alteration,,123
SVM,PGD_eps0.3_it25,228,29,0.7931034482758621,0.4166666666666667,PGD,0.3,25,Spoofing,,123
SVM,PGD_eps0.3_it25,2855,0,,,PGD,0.3,25,normal,,123
RF,PGD_eps0.3_it25,181,180,0.9611111111111112,0.9558011049723756,PGD,0.3,25,Data Alteration,,123
RF,PGD_eps0.3_it25,228,92,1.0,0.986842105263158,PGD,0.3,25,Spoofing,,123
RF,PGD_eps0.3_it25,2855,0,,,PGD,0.3,25,normal,,123
MLP,PGD_eps0.3_it25,181,179,0.8435754189944135,0.8397790055248618,PGD,0.3,25,Data Alteration,,123
MLP,PGD_eps0.3_it25,228,95,1.0,0.4166666666666667,PGD,0.3,25,Spoofing,,123
MLP,PGD_eps0.3_it25,2855,0,,,PGD,0.3,25,normal,,123
LR,PGD_eps0.5_it10,181,179,0.1452513966480447,0.143646408839779,PGD,0.5,10,Data Alteration,,123
LR,PGD_eps0.5_it10,228,34,0.6764705882352942,0.4122807017543859,PGD,0.5,10,Spoofing,,123
LR,PGD_eps0.5_it10,2855,0,,,PGD,0.5,10,normal,,123
SVM,PGD_eps0.5_it10,181,179,0.905027932960894,0.9005524861878453,PGD,0.5,10,Data Alteration,,123
SVM,PGD_eps0.5_it10,228,29,0.7931034482758621,0.4166666666666667,PGD,0.5,10,Spoofing,,123
SVM,PGD_eps0.5_it10,2855,0,,,PGD,0.5,10,normal,,123
RF,PGD_eps0.5_it10,181,180,0.9611111111111112,0.9558011049723756,PGD,0.5,10,Data Alteration,,123
RF,PGD_eps0.5_it10,228,92,1.0,0.9736842105263158,PGD,0.5,10,Spoofing,,123
RF,PGD_eps0.5_it10,2855,0,,,PGD,0.5,10,normal,,123
MLP,PGD_eps0.5_it10,181,179,0.9273743016759776,0.9171270718232044,PGD,0.5,10,Data Alteration,,123
MLP,PGD_eps0.5_it10,228,95,1.0,0.4166666666666667,PGD,0.5,10,Spoofing,,123
MLP,PGD_eps0.5_it10,2855,0,,,PGD,0.5,10,normal,,123
LR,PGD_eps0.5_it25,181,179,0.1284916201117318,0.1270718232044199,PGD,0.5,25,Data Alteration,,123
LR,PGD_eps0.5_it25,228,34,0.7058823529411765,0.4166666666666667,PGD,0.5,25,Spoofing,,123
LR,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,123
SVM,PGD_eps0.5_it25,181,179,0.905027932960894,0.9005524861878453,PGD,0.5,25,Data Alteration,,123
SVM,PGD_eps0.5_it25,228,29,0.7931034482758621,0.4166666666666667,PGD,0.5,25,Spoofing,,123
SVM,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,123
RF,PGD_eps0.5_it25,181,180,0.9722222222222222,0.9668508287292816,PGD,0.5,25,Data Alteration,,123
RF,PGD_eps0.5_it25,228,92,1.0,0.9649122807017544,PGD,0.5,25,Spoofing,,123
RF,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,123
MLP,PGD_eps0.5_it25,181,179,0.9273743016759776,0.9171270718232044,PGD,0.5,25,Data Alteration,,123
MLP,PGD_eps0.5_it25,228,95,1.0,0.4166666666666667,PGD,0.5,25,Spoofing,,123
MLP,PGD_eps0.5_it25,2855,0,,,PGD,0.5,25,normal,,123
LR,PGD_eps0.75_it10,181,179,0.6256983240223464,0.6243093922651933,PGD,0.75,10,Data Alteration,,123
LR,PGD_eps0.75_it10,228,34,0.7058823529411765,0.4166666666666667,PGD,0.75,10,Spoofing,,123
LR,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,123
SVM,PGD_eps0.75_it10,181,179,0.905027932960894,0.9005524861878453,PGD,0.75,10,Data Alteration,,123
SVM,PGD_eps0.75_it10,228,29,0.7931034482758621,0.4166666666666667,PGD,0.75,10,Spoofing,,123
SVM,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,123
RF,PGD_eps0.75_it10,181,180,0.9722222222222222,0.9668508287292816,PGD,0.75,10,Data Alteration,,123
RF,PGD_eps0.75_it10,228,92,0.8369565217391305,0.7017543859649122,PGD,0.75,10,Spoofing,,123
RF,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,123
MLP,PGD_eps0.75_it10,181,179,0.9329608938547486,0.9226519337016574,PGD,0.75,10,Data Alteration,,123
MLP,PGD_eps0.75_it10,228,95,1.0,0.4166666666666667,PGD,0.75,10,Spoofing,,123
MLP,PGD_eps0.75_it10,2855,0,,,PGD,0.75,10,normal,,123
LR,PGD_eps0.75_it25,181,179,0.6759776536312849,0.6740331491712708,PGD,0.75,25,Data Alteration,,123
LR,PGD_eps0.75_it25,228,34,0.7058823529411765,0.4166666666666667,PGD,0.75,25,Spoofing,,123
LR,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,123
SVM,PGD_eps0.75_it25,181,179,0.905027932960894,0.9005524861878453,PGD,0.75,25,Data Alteration,,123
SVM,PGD_eps0.75_it25,228,29,0.7931034482758621,0.4166666666666667,PGD,0.75,25,Spoofing,,123
SVM,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,123
RF,PGD_eps0.75_it25,181,180,0.9722222222222222,0.9668508287292816,PGD,0.75,25,Data Alteration,,123
RF,PGD_eps0.75_it25,228,92,0.75,0.5921052631578947,PGD,0.75,25,Spoofing,,123
RF,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,123
MLP,PGD_eps0.75_it25,181,179,0.9329608938547486,0.9226519337016574,PGD,0.75,25,Data Alteration,,123
MLP,PGD_eps0.75_it25,228,95,1.0,0.4166666666666667,PGD,0.75,25,Spoofing,,123
MLP,PGD_eps0.75_it25,2855,0,,,PGD,0.75,25,normal,,123
LR,CW_c0.0_it10,181,179,0.0837988826815642,0.0828729281767955,CW,,10,Data Alteration,0.0,123
LR,CW_c0.0_it10,228,34,0.6470588235294118,0.7982456140350878,CW,,10,Spoofing,0.0,123
LR,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,123
SVM,CW_c0.0_it10,181,179,0.8994413407821229,0.8950276243093923,CW,,10,Data Alteration,0.0,123
SVM,CW_c0.0_it10,228,29,0.7241379310344828,0.6666666666666666,CW,,10,Spoofing,0.0,123
SVM,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,123
RF,CW_c0.0_it10,181,180,0.9222222222222224,0.9171270718232044,CW,,10,Data Alteration,0.0,123
RF,CW_c0.0_it10,228,92,0.9456521739130436,0.9780701754385964,CW,,10,Spoofing,0.0,123
RF,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,123
MLP,CW_c0.0_it10,181,179,0.988826815642458,0.9779005524861878,CW,,10,Data Alteration,0.0,123
MLP,CW_c0.0_it10,228,95,1.0,0.425438596491228,CW,,10,Spoofing,0.0,123
MLP,CW_c0.0_it10,2855,0,,,CW,,10,normal,0.0,123
LR,CW_c0.5_it10,181,179,0.1005586592178771,0.0994475138121546,CW,,10,Data Alteration,0.5,123
LR,CW_c0.5_it10,228,34,0.6470588235294118,0.6228070175438597,CW,,10,Spoofing,0.5,123
LR,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,123
SVM,CW_c0.5_it10,181,179,0.9106145251396648,0.9060773480662984,CW,,10,Data Alteration,0.5,123
SVM,CW_c0.5_it10,228,29,0.7586206896551724,0.4780701754385965,CW,,10,Spoofing,0.5,123
SVM,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,123
RF,CW_c0.5_it10,181,180,0.9388888888888888,0.9337016574585636,CW,,10,Data Alteration,0.5,123
RF,CW_c0.5_it10,228,92,1.0,0.9912280701754386,CW,,10,Spoofing,0.5,123
RF,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,123
MLP,CW_c0.5_it10,181,179,0.994413407821229,0.9834254143646408,CW,,10,Data Alteration,0.5,123
MLP,CW_c0.5_it10,228,95,1.0,0.4166666666666667,CW,,10,Spoofing,0.5,123
MLP,CW_c0.5_it10,2855,0,,,CW,,10,normal,0.5,123
LR,FGSM_eps0.15,176,176,0.0170454545454545,0.0170454545454545,FGSM,0.15,1,Data Alteration,,31
LR,FGSM_eps0.15,233,27,0.6666666666666666,0.5407725321888412,FGSM,0.15,1,Spoofing,,31
LR,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,31
SVM,FGSM_eps0.15,176,176,0.7272727272727273,0.7272727272727273,FGSM,0.15,1,Data Alteration,,31
SVM,FGSM_eps0.15,233,22,0.6818181818181818,0.5064377682403434,FGSM,0.15,1,Spoofing,,31
SVM,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,31
RF,FGSM_eps0.15,176,175,0.9542857142857144,0.9488636363636364,FGSM,0.15,1,Data Alteration,,31
RF,FGSM_eps0.15,233,113,0.991150442477876,0.9785407725321889,FGSM,0.15,1,Spoofing,,31
RF,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,31
MLP,FGSM_eps0.15,176,176,0.4204545454545454,0.4204545454545454,FGSM,0.15,1,Data Alteration,,31
MLP,FGSM_eps0.15,233,118,1.0,0.5064377682403434,FGSM,0.15,1,Spoofing,,31
MLP,FGSM_eps0.15,2855,0,,,FGSM,0.15,1,normal,,31
LR,FGSM_eps0.3,176,176,0.6022727272727273,0.6022727272727273,FGSM,0.3,1,Data Alteration,,31
LR,FGSM_eps0.3,233,27,0.6666666666666666,0.5150214592274678,FGSM,0.3,1,Spoofing,,31
LR,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,31
SVM,FGSM_eps0.3,176,176,0.9318181818181818,0.9318181818181818,FGSM,0.3,1,Data Alteration,,31
SVM,FGSM_eps0.3,233,22,0.6818181818181818,0.5064377682403434,FGSM,0.3,1,Spoofing,,31
SVM,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,31
RF,FGSM_eps0.3,176,175,0.96,0.9545454545454546,FGSM,0.3,1,Data Alteration,,31
RF,FGSM_eps0.3,233,113,0.991150442477876,0.9742489270386266,FGSM,0.3,1,Spoofing,,31
RF,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,31
MLP,FGSM_eps0.3,176,176,0.7727272727272727,0.7727272727272727,FGSM,0.3,1,Data Alteration,,31
MLP,FGSM_eps0.3,233,118,1.0,0.5064377682403434,FGSM,0.3,1,Spoofing,,31
MLP,FGSM_eps0.3,2855,0,,,FGSM,0.3,1,normal,,31
LR,FGSM_eps0.5,176,176,0.7045454545454546,0.7045454545454546,FGSM,0.5,1,Data Alteration,,31
LR,FGSM_eps0.5,233,27,0.7037037037037037,0.5150214592274678,FGSM,0.5,1,Spoofing,,31
LR,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,31
SVM,FGSM_eps0.5,176,176,0.9431818181818182,0.9431818181818182,FGSM,0.5,1,Data Alteration,,31
SVM,FGSM_eps0.5,233,22,0.6818181818181818,0.5064377682403434,FGSM,0.5,1,Spoofing,,31
SVM,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,31
RF,FGSM_eps0.5,176,175,0.9828571428571428,0.9772727272727272,FGSM,0.5,1,Data Alteration,,31
RF,FGSM_eps0.5,233,113,0.7787610619469026,0.6437768240343348,FGSM,0.5,1,Spoofing,,31
RF,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,31
MLP,FGSM_eps0.5,176,176,0.9034090909090908,0.9034090909090908,FGSM,0.5,1,Data Alteration,,31
MLP,FGSM_eps0.5,233,118,1.0,0.5064377682403434,FGSM,0.5,1,Spoofing,,31
MLP,FGSM_eps0.5,2855,0,,,FGSM,0.5,1,normal,,31
LR,FGSM_eps0.75,176,176,0.8011363636363636,0.8011363636363636,FGSM,0.75,1,Data Alteration,,31
LR,FGSM_eps0.75,233,27,0.7037037037037037,0.5150214592274678,FGSM,0.75,1,Spoofing,,31
LR,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,31
SVM,FGSM_eps0.75,176,176,0.9431818181818182,0.9431818181818182,FGSM,0.75,1,Data Alteration,,31
SVM,FGSM_eps0.75,233,22,0.6818181818181818,0.5064377682403434,FGSM,0.75,1,Spoofing,,31
SVM,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,31
RF,FGSM_eps0.75,176,175,0.9942857142857144,0.9886363636363636,FGSM,0.75,1,Data Alteration,,31
RF,FGSM_eps0.75,233,113,0.7168141592920354,0.5150214592274678,FGSM,0.75,1,Spoofing,,31
RF,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,31
MLP,FGSM_eps0.75,176,176,0.9090909090909092,0.9090909090909092,FGSM,0.75,1,Data Alteration,,31
MLP,FGSM_eps0.75,233,118,1.0,0.5064377682403434,FGSM,0.75,1,Spoofing,,31
MLP,FGSM_eps0.75,2855,0,,,FGSM,0.75,1,normal,,31
LR,PGD_eps0.15_it10,176,176,0.0284090909090909,0.0284090909090909,PGD,0.15,10,Data Alteration,,31
LR,PGD_eps0.15_it10,233,27,0.6296296296296297,0.4978540772532189,PGD,0.15,10,Spoofing,,31
LR,PGD_eps0.15_it10,2855,0,,,PGD,0.15,10,normal,,31
