accuracy,precision,recall,f1,fpr,fnr,surrogate,hidden,epochs,surrogate_clean_acc,surrogate_train_s,target,epsilon,asr,seed
0.8259803921568627,0.1044776119402985,0.0513447432762836,0.0688524590163934,0.063047285464098,0.9486552567237164,wider_longer,"[128, 64]",50,0.8884803921568627,23.437208652496334,RF,0.3,0.1329656862745098,123
0.1580882352941176,0.0730193501277838,0.4889975550122249,0.1270648030495552,0.8893169877408056,0.511002444987775,wider_longer,"[128, 64]",50,0.8884803921568627,23.437208652496334,LR,0.5,0.7604166666666666,123
0.1188725490196078,0.0385334829779274,0.2518337408312958,0.0668397144711226,0.9001751313485113,0.7481662591687042,wider_longer,"[128, 64]",50,0.8884803921568627,23.437208652496334,SVM,0.5,0.8082107843137255,123
0.7573529411764706,0.0772626931567329,0.0855745721271393,0.0812064965197215,0.1464098073555166,0.9144254278728606,wider_longer,"[128, 64]",50,0.8884803921568627,23.437208652496334,RF,0.5,0.2025122549019608,123
0.3235294117647059,0.1007545494895694,0.5550122249388753,0.1705484598046581,0.7096322241681261,0.4449877750611247,deep_long,"[256, 128, 64]",50,0.8802083333333334,26.608027696609497,LR,0.3,0.5860906862745098,123
0.1605392156862745,0.0376834589448631,0.2322738386308068,0.0648464163822525,0.8497373029772329,0.7677261613691931,deep_long,"[256, 128, 64]",50,0.8802083333333334,26.608027696609497,SVM,0.3,0.7573529411764706,123
0.850796568627451,0.180327868852459,0.0537897310513447,0.0828625235404896,0.0350262697022767,0.9462102689486552,deep_long,"[256, 128, 64]",50,0.8802083333333334,26.608027696609497,RF,0.3,0.1078431372549019,123
0.2472426470588235,0.0779060181368507,0.4621026894865526,0.1333333333333333,0.78353765323993,0.5378973105134475,deep_long,"[256, 128, 64]",50,0.8802083333333334,26.608027696609497,LR,0.5,0.6623774509803921,123
0.1544117647058823,0.0329757647993643,0.2029339853300733,0.0567327409432672,0.852539404553415,0.7970660146699267,deep_long,"[256, 128, 64]",50,0.8802083333333334,26.608027696609497,SVM,0.5,0.7637867647058824,123
0.7889093137254902,0.0705521472392638,0.0562347188264058,0.0625850340136054,0.1061295971978984,0.9437652811735942,deep_long,"[256, 128, 64]",50,0.8802083333333334,26.608027696609497,RF,0.5,0.1694240196078431,123
0.1694240196078431,0.0838756326825741,0.5672371638141809,0.1461417322834645,0.8875656742556918,0.432762836185819,submitted,"[32, 12]",12,0.8661151960784313,5.7117674350738525,LR,0.3,0.7604166666666666,31
0.1369485294117647,0.0473684210526315,0.3080684596577017,0.0821114369501466,0.8875656742556918,0.6919315403422983,submitted,"[32, 12]",12,0.8661151960784313,5.7117674350738525,SVM,0.3,0.7956495098039216,31
0.8572303921568627,0.2285714285714285,0.0586797066014669,0.0933852140077821,0.0283712784588441,0.941320293398533,submitted,"[32, 12]",12,0.8661151960784313,5.7117674350738525,RF,0.3,0.1063112745098039,31
0.1470588235294117,0.059369202226345,0.39119804400978,0.1030927835051546,0.8879159369527145,0.60880195599022,submitted,"[32, 12]",12,0.8661151960784313,5.7117674350738525,LR,0.5,0.7827818627450981,31
0.136642156862745,0.0470101541933057,0.3056234718826406,0.0814863102998696,0.8875656742556918,0.6943765281173594,submitted,"[32, 12]",12,0.8661151960784313,5.7117674350738525,SVM,0.5,0.7959558823529411,31
0.6510416666666666,0.0794930875576036,0.1687041564792176,0.1080657791699295,0.2798598949211909,0.8312958435207825,submitted,"[32, 12]",12,0.8661151960784313,5.7117674350738525,RF,0.5,0.3036151960784313,31
0.1914828431372549,0.0830216903515332,0.5427872860635696,0.1440155692507298,0.8588441330998249,0.4572127139364303,longer,"[32, 12]",50,0.8805147058823529,24.342942476272583,LR,0.3,0.7306985294117647,31
0.1256127450980392,0.0402406919894697,0.2616136919315403,0.0697522816166884,0.8938704028021016,0.7383863080684596,longer,"[32, 12]",50,0.8805147058823529,24.342942476272583,SVM,0.3,0.7987132352941176,31
0.8590686274509803,0.2,0.0415647921760391,0.068825910931174,0.0238178633975481,0.9584352078239609,longer,"[32, 12]",50,0.8805147058823529,24.342942476272583,RF,0.3,0.1041666666666666,31
0.1534926470588235,0.0524714828897338,0.3374083129584352,0.0908193484698914,0.8728546409807355,0.6625916870415648,longer,"[32, 12]",50,0.8805147058823529,24.342942476272583,LR,0.5,0.7693014705882353,31
0.125,0.0395182536695521,0.2567237163814181,0.0684931506849315,0.8938704028021016,0.7432762836185819,longer,"[32, 12]",50,0.8805147058823529,24.342942476272583,SVM,0.5,0.7993259803921569,31
0.6727941176470589,0.046767537826685,0.0831295843520782,0.0598591549295774,0.2427320490367776,0.9168704156479216,longer,"[32, 12]",50,0.8805147058823529,24.342942476272583,RF,0.5,0.2901348039215686,31
0.196078431372549,0.0809685962920923,0.5232273838630807,0.1402359108781127,0.8507880910683012,0.4767726161369193,wider,"[128, 64]",12,0.850796568627451,5.587646722793579,LR,0.3,0.7162990196078431,31
0.1525735294117647,0.0317838696861342,0.19559902200489,0.0546821599453178,0.8535901926444833,0.80440097799511,wider,"[128, 64]",12,0.850796568627451,5.587646722793579,SVM,0.3,0.7631740196078431,31
0.8327205882352942,0.0691823899371069,0.0268948655256723,0.0387323943661971,0.0518388791593695,0.9731051344743276,wider,"[128, 64]",12,0.850796568627451,5.587646722793579,RF,0.3,0.1302083333333333,31
0.1617647058823529,0.0417487199684915,0.2591687041564792,0.0719131614654002,0.8521891418563923,0.7408312958435208,wider,"[128, 64]",12,0.850796568627451,5.587646722793579,LR,0.5,0.7515318627450981,31
0.1528799019607843,0.0314240254574383,0.1931540342298288,0.054054054054054,0.8528896672504378,0.8068459657701712,wider,"[128, 64]",12,0.850796568627451,5.587646722793579,SVM,0.5,0.7634803921568627,31
0.2282475490196078,0.0315275310834813,0.1735941320293398,0.0533633972190905,0.763922942206655,0.8264058679706602,wider,"[128, 64]",12,0.850796568627451,5.587646722793579,RF,0.5,0.7282475490196079,31
0.1896446078431372,0.0818997756170531,0.5354523227383863,0.1420694129095037,0.8598949211908932,0.4645476772616136,wider_longer,"[128, 64]",50,0.8627450980392157,23.148021697998047,LR,0.3,0.7215073529411765,31
0.1482843137254902,0.0360078277886497,0.2249388753056234,0.0620782726045884,0.8626970227670753,0.7750611246943765,wider_longer,"[128, 64]",50,0.8627450980392157,23.148021697998047,SVM,0.3,0.7653186274509803,31
0.8363970588235294,0.1165644171779141,0.0464547677261613,0.0664335664335664,0.0504378283712784,0.9535452322738386,wider_longer,"[128, 64]",50,0.8627450980392157,23.148021697998047,RF,0.3,0.1268382352941176,31
0.164828431372549,0.0549366116019977,0.3496332518337408,0.0949535192563081,0.861646234676007,0.6503667481662592,wider_longer,"[128, 64]",50,0.8627450980392157,23.148021697998047,LR,0.5,0.7466299019607843,31
0.1430759803921568,0.0295508274231678,0.1833740831295843,0.0508992195453003,0.8626970227670753,0.8166259168704156,wider_longer,"[128, 64]",50,0.8627450980392157,23.148021697998047,SVM,0.5,0.7705269607843137,31
0.2276348039215686,0.0319148936170212,0.1760391198044009,0.0540337711069418,0.7649737302977233,0.823960880195599,wider_longer,"[128, 64]",50,0.8627450980392157,23.148021697998047,RF,0.5,0.7282475490196079,31
0.2594975490196078,0.0868312757201646,0.5158924205378973,0.1486438886932018,0.7772329246935201,0.4841075794621027,deep_long,"[256, 128, 64]",50,0.8958333333333334,26.645437717437744,LR,0.3,0.6513480392156863,31
0.1623774509803921,0.0676831535886946,0.4449877750611247,0.117495158166559,0.8781085814360771,0.5550122249388753,deep_long,"[256, 128, 64]",50,0.8958333333333334,26.645437717437744,SVM,0.3,0.7536764705882353,31
0.8443627450980392,0.2265193370165746,0.1002444987775061,0.1389830508474576,0.0490367775831873,0.8997555012224939,deep_long,"[256, 128, 64]",50,0.8958333333333334,26.645437717437744,RF,0.3,0.1182598039215686,31
0.2193627450980392,0.0744130521289295,0.4572127139364303,0.1279945242984257,0.8147110332749562,0.5427872860635696,deep_long,"[256, 128, 64]",50,0.8958333333333334,26.645437717437744,LR,0.5,0.6942401960784313,31
0.1541053921568627,0.0660516605166051,0.4376528117359413,0.1147803783263866,0.8865148861646235,0.5623471882640587,deep_long,"[256, 128, 64]",50,0.8958333333333334,26.645437717437744,SVM,0.5,0.7622549019607843,31
0.6507352941176471,0.0612244897959183,0.1246943765281173,0.0821256038647343,0.2739054290718039,0.8753056234718827,deep_long,"[256, 128, 64]",50,0.8958333333333334,26.645437717437744,RF,0.5,0.3118872549019608,31
0.1721813725490196,0.0829392506365951,0.5574572127139364,0.1443951868271057,0.8830122591943957,0.4425427872860635,submitted,"[32, 12]",12,0.8560049019607843,5.699363231658936,LR,0.3,0.7567401960784313,99
0.1479779411764706,0.0544703230653643,0.3545232273838631,0.0944317811787691,0.8816112084063047,0.6454767726161369,submitted,"[32, 12]",12,0.8560049019607843,5.699363231658936,SVM,0.3,0.7886029411764706,99
0.8290441176470589,0.0484848484848484,0.0195599022004889,0.0278745644599303,0.0549912434325744,0.980440097799511,submitted,"[32, 12]",12,0.8560049019607843,5.699363231658936,RF,0.3,0.1277573529411764,99
0.1537990196078431,0.0628019323671497,0.4132029339853301,0.1090322580645161,0.8833625218914186,0.58679706601467,submitted,"[32, 12]",12,0.8560049019607843,5.699363231658936,LR,0.5,0.7751225490196079,99
0.1476715686274509,0.0551181102362204,0.3594132029339853,0.0955786736020806,0.882661996497373,0.6405867970660146,submitted,"[32, 12]",12,0.8560049019607843,5.699363231658936,SVM,0.5,0.7895220588235294,99
0.7643995098039216,0.0287958115183246,0.0268948655256723,0.0278128950695322,0.1299474605954466,0.9731051344743276,submitted,"[32, 12]",12,0.8560049019607843,5.699363231658936,RF,0.5,0.1911764705882352,99
0.1308210784313725,0.0540044085231447,0.3594132029339853,0.0938997125519003,0.9019264448336252,0.6405867970660146,longer,"[32, 12]",50,0.8768382352941176,23.91922497749329,LR,0.3,0.7907475490196079,99
0.1274509803921568,0.050165990409443,0.3325183374083129,0.0871794871794871,0.9019264448336252,0.6674816625916871,longer,"[32, 12]",50,0.8768382352941176,23.91922497749329,SVM,0.3,0.8020833333333334,99
0.84375,0.0608695652173913,0.0171149144254278,0.0267175572519083,0.0378283712784588,0.982885085574572,longer,"[32, 12]",50,0.8768382352941176,23.91922497749329,RF,0.3,0.112438725490196,99
0.1277573529411764,0.0505162241887905,0.334963325183374,0.0877923742390259,0.9019264448336252,0.6650366748166259,longer,"[32, 12]",50,0.8768382352941176,23.91922497749329,LR,0.5,0.7938112745098039,99
0.1274509803921568,0.050165990409443,0.3325183374083129,0.0871794871794871,0.9019264448336252,0.6674816625916871,longer,"[32, 12]",50,0.8768382352941176,23.91922497749329,SVM,0.5,0.8020833333333334,99
