accuracy,precision,recall,f1,fpr,fnr,surrogate,hidden,epochs,surrogate_clean_acc,surrogate_train_s,target,epsilon,asr,seed
0.7904411764705882,0.0338983050847457,0.0244498777506112,0.0284090909090909,0.0998248686514886,0.9755501222493888,longer,"[32, 12]",50,0.8768382352941176,23.91922497749329,RF,0.5,0.1645220588235294,99
0.1596200980392156,0.0448517940717628,0.2811735941320293,0.0773629330642448,0.8577933450087566,0.7188264058679706,wider,"[128, 64]",12,0.8486519607843137,5.512578964233398,LR,0.3,0.7640931372549019,99
0.1556372549019608,0.0396233817183209,0.2469437652811736,0.068289384719405,0.8574430823117338,0.7530562347188264,wider,"[128, 64]",12,0.8486519607843137,5.512578964233398,SVM,0.3,0.7732843137254902,99
0.8388480392156863,0.0465116279069767,0.0146699266503667,0.0223048327137546,0.0430823117338003,0.9853300733496332,wider,"[128, 64]",12,0.8486519607843137,5.512578964233398,RF,0.3,0.117953431372549,99
0.1571691176470588,0.0418622848200313,0.2616136919315403,0.0721753794266441,0.8577933450087566,0.7383863080684596,wider,"[128, 64]",12,0.8486519607843137,5.512578964233398,LR,0.5,0.7665441176470589,99
0.1556372549019608,0.0396233817183209,0.2469437652811736,0.068289384719405,0.8574430823117338,0.7530562347188264,wider,"[128, 64]",12,0.8486519607843137,5.512578964233398,SVM,0.5,0.7732843137254902,99
0.7662377450980392,0.0292553191489361,0.0268948655256723,0.0280254777070063,0.12784588441331,0.9731051344743276,wider,"[128, 64]",12,0.8486519607843137,5.512578964233398,RF,0.5,0.1893382352941176,99
0.1222426470588235,0.0434944237918215,0.2860635696821516,0.0755082284607938,0.9012259194395796,0.7139364303178484,wider_longer,"[128, 64]",50,0.8893995098039216,23.133110761642456,LR,0.3,0.7824754901960784,99
0.1167279411764705,0.0370508982035928,0.2420537897310513,0.0642648490749756,0.9012259194395796,0.7579462102689487,wider_longer,"[128, 64]",50,0.8893995098039216,23.133110761642456,SVM,0.3,0.7971813725490197,99
0.8403799019607843,0.0757575757575757,0.0244498777506112,0.0369685767097966,0.0427320490367775,0.9755501222493888,wider_longer,"[128, 64]",50,0.8893995098039216,23.133110761642456,RF,0.3,0.1145833333333333,99
0.1182598039215686,0.038849458348898,0.254278728606357,0.0674011665586519,0.9012259194395796,0.7457212713936431,wider_longer,"[128, 64]",50,0.8893995098039216,23.133110761642456,LR,0.5,0.7864583333333334,99
0.1167279411764705,0.0370508982035928,0.2420537897310513,0.0642648490749756,0.9012259194395796,0.7579462102689487,wider_longer,"[128, 64]",50,0.8893995098039216,23.133110761642456,SVM,0.5,0.7971813725490197,99
0.7778799019607843,0.0433526011560693,0.0366748166259168,0.0397350993377483,0.1159369527145359,0.9633251833740832,wider_longer,"[128, 64]",50,0.8893995098039216,23.133110761642456,RF,0.5,0.1755514705882352,99
0.1623774509803921,0.0650953984287317,0.4254278728606357,0.1129136924075275,0.875306479859895,0.5745721271393643,deep_long,"[256, 128, 64]",50,0.8903186274509803,27.22218894958496,LR,0.3,0.741421568627451,99
0.1412377450980392,0.0378378378378378,0.2396088019559902,0.0653551183727909,0.8728546409807355,0.7603911980440098,deep_long,"[256, 128, 64]",50,0.8903186274509803,27.22218894958496,SVM,0.3,0.7723651960784313,99
0.8440563725490197,0.0762711864406779,0.0220048899755501,0.0341555977229601,0.0381786339754816,0.9779951100244498,deep_long,"[256, 128, 64]",50,0.8903186274509803,27.22218894958496,RF,0.3,0.1102941176470588,99
0.1587009803921568,0.0641551659828422,0.4205378973105134,0.1113268608414239,0.8788091068301226,0.5794621026894865,deep_long,"[256, 128, 64]",50,0.8903186274509803,27.22218894958496,LR,0.5,0.7466299019607843,99
0.1397058823529411,0.0388312187620146,0.2469437652811736,0.067109634551495,0.8756567425569177,0.7530562347188264,deep_long,"[256, 128, 64]",50,0.8903186274509803,27.22218894958496,SVM,0.5,0.7763480392156863,99
0.8244485294117647,0.0816326530612244,0.0391198044009779,0.052892561983471,0.063047285464098,0.960880195599022,deep_long,"[256, 128, 64]",50,0.8903186274509803,27.22218894958496,RF,0.5,0.1311274509803921,99
