,accuracy,accuracy,precision,precision,recall,recall,f1,f1,fpr,fpr,fnr,fnr,asr,asr,iters,iters,confidence,confidence,n_samples,n_samples,n_eligible,n_eligible,mean_l2,mean_l2,median_queries_success,median_queries_success,query_budget_exhausted,query_budget_exhausted,numerical_stagnation,numerical_stagnation,elapsed_s,elapsed_s
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
epsilon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.15,0.4556951252723311,0.31401962169129494,0.1450596332625058,0.12848103798367283,0.38902472154305895,0.27386449338748303,0.14358965101125354,0.08904830895800722,0.534753843160148,0.3867587764337228,0.610975278456941,0.2738644933874831,0.48393246187363836,0.3017709308171292,12.0,9.954954725939523,,,,,,,,,,,,,,,,
0.3,0.3976171023965141,0.31475491948694717,0.0838556556064306,0.05345052423044218,0.3333604998641673,0.25453328594728736,0.1036484764384945,0.05682973945290009,0.5931776610235454,0.3886939029371307,0.6666395001358326,0.25453328594728736,0.544349128540305,0.29991721528191906,12.0,9.954954725939523,,,,,,,,,,,,,,,,
0.5,0.34121391612200436,0.26920816346283594,0.06172118314611189,0.024734034363956398,0.3041021461559359,0.2066929497769377,0.09379417484609219,0.043406856505984345,0.6534695466043977,0.3295528277506032,0.6958978538440641,0.20669294977693767,0.6006944444444444,0.25534705115221135,12.0,9.954954725939523,,,,,,,,,,,,,,,,
0.75,0.1960205610021786,0.11062843003329645,0.053029830837971054,0.018474435379838852,0.32730236348818254,0.13462394058760802,0.09086416344524895,0.03263507651727166,0.8227865343452033,0.13432166233206744,0.6726976365118175,0.13462394058760802,0.7453567538126361,0.1044453794590254,12.0,9.954954725939523,,,,,,,,,,,,,,,,
,0.5552914624183007,0.30484594901393797,0.30092907836251204,0.21359367827214362,0.39265566422167886,0.20608615545114814,0.3040491310732835,0.2100302644831711,0.4572501459427904,0.3885689551748234,0.6073443357783211,0.20608615545114814,0.4455976672325558,0.40111692147896366,10.0,0.0,0.25,0.25210974204480535,100.0,0.0,74.26666666666667,5.381535054260071,0.40747688971459867,0.29697885163955423,558.2666666666667,2.667600411235349,0.0,0.0,0.03333333333333333,0.18257418583505536,17.505078506469726,38.9839231960231
