accuracy,precision,recall,f1,fpr,fnr,model,selector,n_features,attack,asr,family,epsilon,iters,confidence,seed
0.1773897058823529,0.0903527717782577,0.6136919315403423,0.1575149042987135,0.8851138353765324,0.3863080684596577,SVM,none,34,PGD_eps0.15_it25,0.7607230392156863,PGD,0.15,25.0,,42
0.8627450980392157,0.3464566929133858,0.1075794621026894,0.1641791044776119,0.0290718038528896,0.8924205378973105,RF,none,34,PGD_eps0.15_it25,0.1063112745098039,PGD,0.15,25.0,,42
0.1706495098039215,0.0719076005961251,0.4718826405867971,0.1247979308115098,0.8725043782837127,0.5281173594132029,MLP,none,34,PGD_eps0.15_it25,0.8287377450980392,PGD,0.15,25.0,,42
0.1776960784313725,0.1119071989082224,0.8019559902200489,0.1964071856287425,0.9117338003502627,0.1980440097799511,LR,none,34,PGD_eps0.3_it10,0.757046568627451,PGD,0.3,10.0,,42
0.1378676470588235,0.0504672897196261,0.3300733496332518,0.0875486381322957,0.8896672504378283,0.6699266503667481,SVM,none,34,PGD_eps0.3_it10,0.8005514705882353,PGD,0.3,10.0,,42
0.8192401960784313,0.1584905660377358,0.1026894865525672,0.1246290801186943,0.078108581436077,0.8973105134474327,RF,none,34,PGD_eps0.3_it10,0.149203431372549,PGD,0.3,10.0,,42
0.1387867647058823,0.0478162650602409,0.3105134474327628,0.0828711256117455,0.885814360770578,0.6894865525672371,MLP,none,34,PGD_eps0.3_it10,0.8606004901960784,PGD,0.3,10.0,,42
0.174938725490196,0.1115646258503401,0.8019559902200489,0.1958793669752165,0.9148861646234676,0.1980440097799511,LR,none,34,PGD_eps0.3_it25,0.7594975490196079,PGD,0.3,25.0,,42
0.1387867647058823,0.0511958146487294,0.334963325183374,0.0888168557536466,0.8893169877408056,0.6650366748166259,SVM,none,34,PGD_eps0.3_it25,0.7999387254901961,PGD,0.3,25.0,,42
0.8186274509803921,0.1598513011152416,0.1051344743276283,0.1268436578171091,0.0791593695271453,0.8948655256723717,RF,none,34,PGD_eps0.3_it25,0.1488970588235294,PGD,0.3,25.0,,42
0.1384803921568627,0.047457627118644,0.3080684596577017,0.0822454308093994,0.885814360770578,0.6919315403422983,MLP,none,34,PGD_eps0.3_it25,0.8609068627450981,PGD,0.3,25.0,,42
0.1639093137254902,0.0949720670391061,0.6650366748166259,0.1662083715245951,0.9078809106830122,0.334963325183374,LR,none,34,PGD_eps0.5_it10,0.7689950980392157,PGD,0.5,10.0,,42
0.1329656862745098,0.0437240859404447,0.2836185819070904,0.0757674722403657,0.8886164623467601,0.7163814180929096,SVM,none,34,PGD_eps0.5_it10,0.8063725490196079,PGD,0.5,10.0,,42
0.4932598039215686,0.0581973030518097,0.2004889975550122,0.0902090209020902,0.4647985989492119,0.7995110024449877,RF,none,34,PGD_eps0.5_it10,0.4669117647058823,PGD,0.5,10.0,,42
0.133578431372549,0.0437570728027159,0.2836185819070904,0.0758169934640522,0.8879159369527145,0.7163814180929096,MLP,none,34,PGD_eps0.5_it10,0.8661151960784313,PGD,0.5,10.0,,42
0.1632965686274509,0.0957520891364902,0.6723716381418093,0.1676318195672051,0.909632224168126,0.3276283618581907,LR,none,34,PGD_eps0.5_it25,0.7686887254901961,PGD,0.5,25.0,,42
0.1326593137254902,0.0430188679245283,0.2787286063569682,0.0745341614906832,0.8882661996497373,0.7212713936430318,SVM,none,34,PGD_eps0.5_it25,0.8069852941176471,PGD,0.5,25.0,,42
0.4037990196078431,0.0539756239117817,0.2273838630806846,0.0872420262664165,0.5709281961471103,0.7726161369193154,RF,none,34,PGD_eps0.5_it25,0.5514705882352942,PGD,0.5,25.0,,42
0.133578431372549,0.0434126085315213,0.2811735941320293,0.0752125572269457,0.8875656742556918,0.7188264058679706,MLP,none,34,PGD_eps0.5_it25,0.866421568627451,PGD,0.5,25.0,,42
0.1430759803921568,0.0698847262247838,0.4743276283618582,0.1218210361067504,0.9043782837127846,0.5256723716381418,LR,none,34,PGD_eps0.75_it10,0.789828431372549,PGD,0.75,10.0,,42
0.1323529411764706,0.0430026405130139,0.2787286063569682,0.0745098039215686,0.8886164623467601,0.7212713936430318,SVM,none,34,PGD_eps0.75_it10,0.8069852941176471,PGD,0.75,10.0,,42
0.1363357843137254,0.0439061317183951,0.2836185819070904,0.0760406424123238,0.8847635726795097,0.7163814180929096,RF,none,34,PGD_eps0.75_it10,0.8125,PGD,0.75,10.0,,42
0.1332720588235294,0.0430513595166163,0.2787286063569682,0.0745829244357213,0.8875656742556918,0.7212713936430318,MLP,none,34,PGD_eps0.75_it10,0.8667279411764706,PGD,0.75,10.0,,42
0.1418504901960784,0.0679190751445086,0.4596577017114914,0.1183506452628265,0.9036777583187392,0.5403422982885085,LR,none,34,PGD_eps0.75_it25,0.7904411764705882,PGD,0.75,25.0,,42
0.1326593137254902,0.0430188679245283,0.2787286063569682,0.0745341614906832,0.8882661996497373,0.7212713936430318,SVM,none,34,PGD_eps0.75_it25,0.8069852941176471,PGD,0.75,25.0,,42
0.1344975490196078,0.0438066465256797,0.2836185819070904,0.0758913967942427,0.8868651488616462,0.7163814180929096,RF,none,34,PGD_eps0.75_it25,0.8143382352941176,PGD,0.75,25.0,,42
0.1332720588235294,0.0430513595166163,0.2787286063569682,0.0745829244357213,0.8875656742556918,0.7212713936430318,MLP,none,34,PGD_eps0.75_it25,0.8667279411764706,PGD,0.75,25.0,,42
0.4905024509803921,0.1388248847926267,0.589242053789731,0.2247086247086247,0.5236427320490368,0.4107579462102689,LR,none,34,CW_c0.0_it10,0.4157475490196078,CW,,10.0,0.0,42
0.362438725490196,0.0313901345291479,0.1369193154034229,0.0510715914272685,0.6052539404553415,0.863080684596577,SVM,none,34,CW_c0.0_it10,0.5542279411764706,CW,,10.0,0.0,42
0.882046568627451,0.5681818181818182,0.2444987775061124,0.3418803418803419,0.0266199649737302,0.7555012224938875,RF,none,34,CW_c0.0_it10,0.0821078431372549,CW,,10.0,0.0,42
0.1332720588235294,0.0420136260408781,0.2713936430317848,0.0727630285152409,0.8865148861646235,0.7286063569682152,MLP,none,34,CW_c0.0_it10,0.8655024509803921,CW,,10.0,0.0,42
0.3477328431372549,0.1174377224199288,0.6454767726161369,0.1987203613097478,0.6949211908931698,0.3545232273838631,LR,none,34,CW_c0.5_it10,0.5667892156862745,CW,,10.0,0.5,42
0.2098651960784313,0.0367207514944491,0.2102689486552567,0.0625227190112686,0.7901926444833626,0.7897310513447433,SVM,none,34,CW_c0.5_it10,0.7190563725490197,CW,,10.0,0.5,42
0.8897058823529411,0.7207207207207207,0.19559902200489,0.3076923076923077,0.0108581436077057,0.80440097799511,RF,none,34,CW_c0.5_it10,0.079656862745098,CW,,10.0,0.5,42
0.1314338235294117,0.0419184290030211,0.2713936430317848,0.0726202158979391,0.8886164623467601,0.7286063569682152,MLP,none,34,CW_c0.5_it10,0.8685661764705882,CW,,10.0,0.5,42
0.8826593137254902,0.5318627450980392,0.530562347188264,0.5312117503059975,0.0669001751313485,0.4694376528117359,LR,rf,25,clean,0.0,,,,,7
0.8878676470588235,0.556135770234987,0.5207823960880196,0.5378787878787878,0.0595446584938704,0.4792176039119804,SVM,rf,25,clean,0.0,,,,,7
0.9111519607843136,0.6313465783664459,0.6992665036674817,0.6635730858468677,0.0584938704028021,0.3007334963325183,RF,rf,25,clean,0.0,,,,,7
0.8428308823529411,0.4295392953929539,0.7750611246943765,0.5527462946817786,0.1474605954465849,0.2249388753056234,MLP,rf,25,clean,0.0,,,,,7
0.399203431372549,0.123666343355965,0.6234718826405868,0.2063941723998381,0.6329246935201401,0.3765281173594132,LR,rf,25,FGSM_eps0.15,0.5162377450980392,FGSM,0.15,1.0,,7
0.166360294117647,0.0448818897637795,0.2787286063569682,0.0773143438453713,0.8497373029772329,0.7212713936430318,SVM,rf,25,FGSM_eps0.15,0.7582720588235294,FGSM,0.15,1.0,,7
0.8878676470588235,0.6028708133971292,0.3080684596577017,0.4077669902912621,0.0290718038528896,0.6919315403422983,RF,rf,25,FGSM_eps0.15,0.0741421568627451,FGSM,0.15,1.0,,7
0.1954656862745098,0.0685091475282211,0.4303178484107579,0.1182001343183344,0.8381786339754816,0.5696821515892421,MLP,rf,25,FGSM_eps0.15,0.8023897058823529,FGSM,0.15,1.0,,7
0.2622549019607843,0.0539937527889335,0.295843520782396,0.0913207547169811,0.7425569176882661,0.7041564792176039,LR,rf,25,FGSM_eps0.3,0.6544117647058824,FGSM,0.3,1.0,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,rf,25,FGSM_eps0.3,0.7647058823529411,FGSM,0.3,1.0,,7
0.8259803921568627,0.2249134948096885,0.1589242053789731,0.1862464183381088,0.0784588441330998,0.8410757946210269,RF,rf,25,FGSM_eps0.3,0.1363357843137254,FGSM,0.3,1.0,,7
0.1626838235294117,0.0421591804570527,0.2616136919315403,0.0726162198846284,0.8514886164623467,0.7383863080684596,MLP,rf,25,FGSM_eps0.3,0.8354779411764706,FGSM,0.3,1.0,,7
0.1963848039215686,0.0410447761194029,0.2420537897310513,0.0701878766394895,0.8101576182136603,0.7579462102689487,LR,rf,25,FGSM_eps0.5,0.7221200980392157,FGSM,0.5,1.0,,7
0.1602328431372549,0.0398579321231254,0.2469437652811736,0.0686374447842337,0.8521891418563923,0.7530562347188264,SVM,rf,25,FGSM_eps0.5,0.7653186274509803,FGSM,0.5,1.0,,7
0.3342524509803921,0.0472279260780287,0.2249388753056234,0.0780653372931692,0.6500875656742557,0.7750611246943765,RF,rf,25,FGSM_eps0.5,0.6207107843137255,FGSM,0.5,1.0,,7
0.1605392156862745,0.0398736675878405,0.2469437652811736,0.0686607749830047,0.8518388791593695,0.7530562347188264,MLP,rf,25,FGSM_eps0.5,0.8382352941176471,FGSM,0.5,1.0,,7
0.1914828431372549,0.0388751033912324,0.2298288508557457,0.0665015917934205,0.8140105078809107,0.7701711491442543,LR,rf,25,FGSM_eps0.75,0.7282475490196079,FGSM,0.75,1.0,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,rf,25,FGSM_eps0.75,0.7653186274509803,FGSM,0.75,1.0,,7
0.1620710784313725,0.0414037854889589,0.2567237163814181,0.0713073005093378,0.8514886164623467,0.7432762836185819,RF,rf,25,FGSM_eps0.75,0.7944240196078431,FGSM,0.75,1.0,,7
0.1614583333333333,0.0399209486166007,0.2469437652811736,0.0687308608370193,0.8507880910683012,0.7530562347188264,MLP,rf,25,FGSM_eps0.75,0.8382352941176471,FGSM,0.75,1.0,,7
0.2475490196078431,0.1037553232675183,0.6552567237163814,0.1791443850267379,0.8108581436077058,0.3447432762836185,LR,rf,25,PGD_eps0.15_it10,0.6715686274509803,PGD,0.15,10.0,,7
0.166360294117647,0.0452399685287175,0.2811735941320293,0.0779396814639105,0.8500875656742557,0.7188264058679706,SVM,rf,25,PGD_eps0.15_it10,0.7582720588235294,PGD,0.15,10.0,,7
0.8903186274509803,0.650887573964497,0.2689486552567237,0.3806228373702422,0.0206654991243432,0.7310513447432763,RF,rf,25,PGD_eps0.15_it10,0.0716911764705882,PGD,0.15,10.0,,7
0.1893382352941176,0.0632565404139008,0.3960880195599022,0.109090909090909,0.8402802101576182,0.6039119804400978,MLP,rf,25,PGD_eps0.15_it10,0.8085171568627451,PGD,0.15,10.0,,7
0.2478553921568627,0.1041021671826625,0.6577017114914425,0.1797527564316739,0.8108581436077058,0.3422982885085575,LR,rf,25,PGD_eps0.15_it25,0.6709558823529411,PGD,0.15,25.0,,7
0.1657475490196078,0.0444881889763779,0.2762836185819071,0.0766361478467277,0.8500875656742557,0.7237163814180929,SVM,rf,25,PGD_eps0.15_it25,0.7588848039215687,PGD,0.15,25.0,,7
0.8921568627450981,0.6727272727272727,0.2713936430317848,0.3867595818815331,0.0189141856392294,0.7286063569682152,RF,rf,25,PGD_eps0.15_it25,0.0698529411764705,PGD,0.15,25.0,,7
0.1896446078431372,0.0636221701795472,0.3985330073349633,0.1097273645237293,0.8402802101576182,0.6014669926650367,MLP,rf,25,PGD_eps0.15_it25,0.8082107843137255,PGD,0.15,25.0,,7
0.1780024509803921,0.0640337423312883,0.4083129584352078,0.1107059993370898,0.8549912434325744,0.5916870415647921,LR,rf,25,PGD_eps0.3_it10,0.7432598039215687,PGD,0.3,10.0,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,rf,25,PGD_eps0.3_it10,0.7647058823529411,PGD,0.3,10.0,,7
0.8532475490196079,0.2891566265060241,0.1173594132029339,0.1669565217391304,0.0413309982486865,0.882640586797066,RF,rf,25,PGD_eps0.3_it10,0.1087622549019607,PGD,0.3,10.0,,7
0.1608455882352941,0.0406151419558359,0.2518337408312958,0.0699490662139219,0.8521891418563923,0.7481662591687042,MLP,rf,25,PGD_eps0.3_it10,0.8373161764705882,PGD,0.3,10.0,,7
0.1755514705882352,0.0621642363775901,0.3960880195599022,0.1074626865671641,0.8560420315236428,0.6039119804400978,LR,rf,25,PGD_eps0.3_it25,0.7457107843137255,PGD,0.3,25.0,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,rf,25,PGD_eps0.3_it25,0.7647058823529411,PGD,0.3,25.0,,7
0.8511029411764706,0.2774566473988439,0.1173594132029339,0.1649484536082474,0.0437828371278458,0.882640586797066,RF,rf,25,PGD_eps0.3_it25,0.1106004901960784,PGD,0.3,25.0,,7
0.1608455882352941,0.0406151419558359,0.2518337408312958,0.0699490662139219,0.8521891418563923,0.7481662591687042,MLP,rf,25,PGD_eps0.3_it25,0.8373161764705882,PGD,0.3,25.0,,7
0.1580882352941176,0.0447644998053717,0.2811735941320293,0.0772330423102753,0.8595446584938704,0.7188264058679706,LR,rf,25,PGD_eps0.5_it10,0.7631740196078431,PGD,0.5,10.0,,7
0.1602328431372549,0.0398579321231254,0.2469437652811736,0.0686374447842337,0.8521891418563923,0.7530562347188264,SVM,rf,25,PGD_eps0.5_it10,0.7653186274509803,PGD,0.5,10.0,,7
0.5416666666666666,0.0613397901533494,0.1858190709046454,0.0922330097087378,0.4073555166374781,0.8141809290953546,RF,rf,25,PGD_eps0.5_it10,0.4157475490196078,PGD,0.5,10.0,,7
0.1611519607843137,0.039905175819834,0.2469437652811736,0.0687074829931972,0.851138353765324,0.7530562347188264,MLP,rf,25,PGD_eps0.5_it10,0.8382352941176471,PGD,0.5,10.0,,7
0.1611519607843137,0.0463576158940397,0.2909535452322738,0.0799731182795698,0.8574430823117338,0.7090464547677262,LR,rf,25,PGD_eps0.5_it25,0.7601102941176471,PGD,0.5,25.0,,7
0.1602328431372549,0.0398579321231254,0.2469437652811736,0.0686374447842337,0.8521891418563923,0.7530562347188264,SVM,rf,25,PGD_eps0.5_it25,0.7653186274509803,PGD,0.5,25.0,,7
0.5116421568627451,0.056843679880329,0.1858190709046454,0.0870561282932416,0.4416812609457093,0.8141809290953546,RF,rf,25,PGD_eps0.5_it25,0.4448529411764705,PGD,0.5,25.0,,7
0.1611519607843137,0.039905175819834,0.2469437652811736,0.0687074829931972,0.851138353765324,0.7530562347188264,MLP,rf,25,PGD_eps0.5_it25,0.8382352941176471,PGD,0.5,25.0,,7
0.159313725490196,0.0419772459788152,0.2616136919315403,0.0723461798512508,0.8553415061295973,0.7383863080684596,LR,rf,25,PGD_eps0.75_it10,0.7631740196078431,PGD,0.75,10.0,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,rf,25,PGD_eps0.75_it10,0.7653186274509803,PGD,0.75,10.0,,7
0.1617647058823529,0.0406632451638373,0.2518337408312958,0.0700203942895989,0.851138353765324,0.7481662591687042,RF,rf,25,PGD_eps0.75_it10,0.7944240196078431,PGD,0.75,10.0,,7
0.1614583333333333,0.0399209486166007,0.2469437652811736,0.0687308608370193,0.8507880910683012,0.7530562347188264,MLP,rf,25,PGD_eps0.75_it10,0.8382352941176471,PGD,0.75,10.0,,7
0.1583946078431372,0.0422866092404072,0.2640586797066014,0.0728990887613904,0.8567425569176883,0.7359413202933985,LR,rf,25,PGD_eps0.75_it25,0.7637867647058824,PGD,0.75,25.0,,7
0.1608455882352941,0.0398894154818325,0.2469437652811736,0.0686841210472628,0.8514886164623467,0.7530562347188264,SVM,rf,25,PGD_eps0.75_it25,0.7653186274509803,PGD,0.75,25.0,,7
0.1629901960784313,0.040727560300514,0.2518337408312958,0.0701157249829816,0.8497373029772329,0.7481662591687042,RF,rf,25,PGD_eps0.75_it25,0.7935049019607843,PGD,0.75,25.0,,7
0.1614583333333333,0.0399209486166007,0.2469437652811736,0.0687308608370193,0.8507880910683012,0.7530562347188264,MLP,rf,25,PGD_eps0.75_it25,0.8382352941176471,PGD,0.75,25.0,,7
0.5735294117647058,0.1486776268763402,0.508557457212714,0.2300884955752212,0.4171628721541155,0.491442542787286,LR,rf,25,CW_c0.0_it10,0.3204656862745098,CW,,10.0,0.0,7
0.3474264705882353,0.0290093048713738,0.1295843520782396,0.0474060822898032,0.6213660245183887,0.8704156479217604,SVM,rf,25,CW_c0.0_it10,0.5600490196078431,CW,,10.0,0.0,7
0.8799019607843137,0.5562913907284768,0.2053789731051344,0.3,0.0234676007005253,0.7946210268948656,RF,rf,25,CW_c0.0_it10,0.0787377450980392,CW,,10.0,0.0,7
0.1623774509803921,0.0392390011890606,0.2420537897310513,0.0675306957708049,0.8490367775831874,0.7579462102689487,MLP,rf,25,CW_c0.0_it10,0.8363970588235294,CW,,10.0,0.0,7
0.4549632352941176,0.1177455357142857,0.5158924205378973,0.1917310313493866,0.5537653239929947,0.4841075794621027,LR,rf,25,CW_c0.5_it10,0.4442401960784313,CW,,10.0,0.5,7
0.2248774509803921,0.036697247706422,0.2053789731051344,0.0622683469236471,0.7723292469352014,0.7946210268948656,SVM,rf,25,CW_c0.5_it10,0.694546568627451,CW,,10.0,0.5,7
0.8854166666666666,0.6666666666666666,0.1711491442542787,0.2723735408560311,0.0122591943957968,0.8288508557457213,RF,rf,25,CW_c0.5_it10,0.0768995098039215,CW,,10.0,0.5,7
0.1602328431372549,0.0391304347826087,0.2420537897310513,0.0673698536917318,0.8514886164623467,0.7579462102689487,MLP,rf,25,CW_c0.5_it10,0.8397671568627451,CW,,10.0,0.5,7
0.8838848039215687,0.5371287128712872,0.530562347188264,0.5338253382533825,0.0654991243432574,0.4694376528117359,LR,mi,30,clean,0.0,,,,,7
0.8881740196078431,0.5575916230366492,0.5207823960880196,0.538558786346397,0.0591943957968476,0.4792176039119804,SVM,mi,30,clean,0.0,,,,,7
0.9096200980392156,0.6301369863013698,0.6748166259168704,0.6517119244391971,0.0567425569176882,0.3251833740831296,RF,mi,30,clean,0.0,,,,,7
0.8204656862745098,0.3942652329749104,0.8068459657701712,0.5296950240770465,0.1775831873905429,0.1931540342298288,MLP,mi,30,clean,0.0,,,,,7
0.4332107843137255,0.1303232426885582,0.6210268948655256,0.2154368108566582,0.5936952714535902,0.3789731051344743,LR,mi,30,FGSM_eps0.15,0.4761029411764705,FGSM,0.15,1.0,,7
0.2279411764705882,0.0833004342676668,0.5158924205378973,0.1434398368456832,0.8133099824868651,0.4841075794621027,SVM,mi,30,FGSM_eps0.15,0.6899509803921569,FGSM,0.15,1.0,,7
0.8177083333333334,0.1725352112676056,0.1198044009779951,0.1414141414141414,0.0823117338003502,0.8801955990220048,RF,mi,30,FGSM_eps0.15,0.140625,FGSM,0.15,1.0,,7
0.2208946078431372,0.0718298555377207,0.4376528117359413,0.1234057221647707,0.8101576182136603,0.5623471882640587,MLP,mi,30,FGSM_eps0.15,0.7769607843137255,FGSM,0.15,1.0,,7
0.2714460784313725,0.1031841999193873,0.6259168704156479,0.1771626297577854,0.7793345008756567,0.3740831295843521,LR,mi,30,FGSM_eps0.3,0.6427696078431373,FGSM,0.3,1.0,,7
0.1871936274509804,0.0424143556280587,0.254278728606357,0.0727018524991261,0.8224168126094571,0.7457212713936431,SVM,mi,30,FGSM_eps0.3,0.7310049019607843,FGSM,0.3,1.0,,7
0.7218137254901961,0.0675909878682842,0.0953545232273838,0.0791075050709939,0.1884413309982487,0.904645476772616,RF,mi,30,FGSM_eps0.3,0.235906862745098,FGSM,0.3,1.0,,7
0.1927083333333333,0.0438524590163934,0.2616136919315403,0.0751140751140751,0.8171628721541155,0.7383863080684596,MLP,mi,30,FGSM_eps0.3,0.8057598039215687,FGSM,0.3,1.0,,7
0.2368259803921568,0.0852589641434262,0.5232273838630807,0.1466255566974991,0.8042031523642732,0.4767726161369193,LR,mi,30,FGSM_eps0.5,0.6783088235294118,FGSM,0.5,1.0,,7
0.1838235294117647,0.0380991396968455,0.2273838630806846,0.0652631578947368,0.8224168126094571,0.7726161369193154,SVM,mi,30,FGSM_eps0.5,0.7346813725490197,FGSM,0.5,1.0,,7
0.3079044117647059,0.041625371655104,0.2053789731051344,0.069221260815822,0.6774080560420315,0.7946210268948656,RF,mi,30,FGSM_eps0.5,0.6510416666666666,FGSM,0.5,1.0,,7
0.1850490196078431,0.038540385403854,0.2298288508557457,0.0660112359550561,0.8213660245183888,0.7701711491442543,MLP,mi,30,FGSM_eps0.5,0.8134191176470589,FGSM,0.5,1.0,,7
0.220281862745098,0.0676113360323886,0.4083129584352078,0.1160125043417853,0.8066549912434325,0.5916870415647921,LR,mi,30,FGSM_eps0.75,0.6948529411764706,FGSM,0.75,1.0,,7
0.1838235294117647,0.03734099302421,0.2224938875305623,0.0639494026704146,0.8217162872154116,0.7775061124694377,SVM,mi,30,FGSM_eps0.75,0.7352941176470589,FGSM,0.75,1.0,,7
0.183517156862745,0.0361842105263157,0.2151589242053789,0.0619500175994368,0.821015761821366,0.784841075794621,RF,mi,30,FGSM_eps0.75,0.7769607843137255,FGSM,0.75,1.0,,7
0.1841299019607843,0.0381147540983606,0.2273838630806846,0.0652860652860652,0.8220665499124343,0.7726161369193154,MLP,mi,30,FGSM_eps0.75,0.8146446078431373,FGSM,0.75,1.0,,7
0.3988970588235294,0.1236063984488608,0.6234718826405868,0.2063106796116504,0.6332749562171629,0.3765281173594132,LR,mi,30,PGD_eps0.15_it10,0.5107230392156863,PGD,0.15,10.0,,7
0.2254901960784313,0.0833661030279197,0.5183374083129584,0.1436314363143631,0.81646234676007,0.4816625916870415,SVM,mi,30,PGD_eps0.15_it10,0.6924019607843137,PGD,0.15,10.0,,7
0.8363970588235294,0.2549019607843137,0.1589242053789731,0.1957831325301204,0.0665499124343257,0.8410757946210269,RF,mi,30,PGD_eps0.15_it10,0.1222426470588235,PGD,0.15,10.0,,7
0.2104779411764706,0.0607779578606158,0.3667481662591687,0.1042752867570385,0.8119089316987741,0.6332518337408313,MLP,mi,30,PGD_eps0.15_it10,0.7873774509803921,PGD,0.15,10.0,,7
0.3927696078431372,0.1238641798182687,0.6332518337408313,0.2072,0.6416812609457093,0.3667481662591687,LR,mi,30,PGD_eps0.15_it25,0.5180759803921569,PGD,0.15,25.0,,7
0.2257965686274509,0.0837264150943396,0.5207823960880196,0.1442600745005079,0.81646234676007,0.4792176039119804,SVM,mi,30,PGD_eps0.15_it25,0.6920955882352942,PGD,0.15,25.0,,7
0.836703431372549,0.25,0.1515892420537897,0.1887366818873668,0.0651488616462346,0.8484107579462102,RF,mi,30,PGD_eps0.15_it25,0.1213235294117647,PGD,0.15,25.0,,7
0.2107843137254902,0.061158363710004,0.3691931540342298,0.1049339819318971,0.8119089316987741,0.6308068459657702,MLP,mi,30,PGD_eps0.15_it25,0.7870710784313726,PGD,0.15,25.0,,7
0.2726715686274509,0.101419878296146,0.6112469437652812,0.173973556019485,0.7758318739054291,0.3887530562347188,LR,mi,30,PGD_eps0.3_it10,0.6403186274509803,PGD,0.3,10.0,,7
0.1850490196078431,0.0396728016359918,0.2371638141809291,0.0679747722494744,0.8224168126094571,0.7628361858190709,SVM,mi,30,PGD_eps0.3_it10,0.7331495098039216,PGD,0.3,10.0,,7
0.7245710784313726,0.0577617328519855,0.0782396088019559,0.0664589823468328,0.1828371278458844,0.921760391198044,RF,mi,30,PGD_eps0.3_it10,0.2322303921568627,PGD,0.3,10.0,,7
0.1887254901960784,0.039489921842863,0.2347188264058679,0.0676056338028169,0.8178633975481612,0.7652811735941321,MLP,mi,30,PGD_eps0.3_it10,0.8097426470588235,PGD,0.3,10.0,,7
0.268688725490196,0.1002425222312045,0.6063569682151589,0.1720430107526881,0.7796847635726795,0.393643031784841,LR,mi,30,PGD_eps0.3_it25,0.6443014705882353,PGD,0.3,25.0,,7
0.1850490196078431,0.0396728016359918,0.2371638141809291,0.0679747722494744,0.8224168126094571,0.7628361858190709,SVM,mi,30,PGD_eps0.3_it25,0.7331495098039216,PGD,0.3,25.0,,7
0.7196691176470589,0.051418439716312,0.0709046454767726,0.0596094552929085,0.1873905429071803,0.9290953545232272,RF,mi,30,PGD_eps0.3_it25,0.2371323529411764,PGD,0.3,25.0,,7
0.1884191176470588,0.0390946502057613,0.2322738386308068,0.0669249735822472,0.8178633975481612,0.7677261613691931,MLP,mi,30,PGD_eps0.3_it25,0.8100490196078431,PGD,0.3,25.0,,7
0.214767156862745,0.0802805923616523,0.5036674816625917,0.1384873949579832,0.8266199649737302,0.4963325183374083,LR,mi,30,PGD_eps0.5_it10,0.7009803921568627,PGD,0.5,10.0,,7
0.1841299019607843,0.0377358490566037,0.2249388753056234,0.0646294344924481,0.8217162872154116,0.7750611246943765,SVM,mi,30,PGD_eps0.5_it10,0.7349877450980392,PGD,0.5,10.0,,7
0.3737745098039216,0.0445682451253481,0.19559902200489,0.072595281306715,0.6007005253940455,0.80440097799511,RF,mi,30,PGD_eps0.5_it10,0.585171568627451,PGD,0.5,10.0,,7
0.1844362745098039,0.038130381303813,0.2273838630806846,0.0653089887640449,0.8217162872154116,0.7726161369193154,MLP,mi,30,PGD_eps0.5_it10,0.8140318627450981,PGD,0.5,10.0,,7
0.2153799019607843,0.0822981366459627,0.5183374083129584,0.1420435510887772,0.8280210157618214,0.4816625916870415,LR,mi,30,PGD_eps0.5_it25,0.7009803921568627,PGD,0.5,25.0,,7
0.183517156862745,0.0377049180327868,0.2249388753056234,0.0645840645840645,0.8224168126094571,0.7750611246943765,SVM,mi,30,PGD_eps0.5_it25,0.7349877450980392,PGD,0.5,25.0,,7
0.3673406862745098,0.041019955654102,0.1809290953545232,0.0668775417984636,0.6059544658493871,0.8190709046454768,RF,mi,30,PGD_eps0.5_it25,0.5900735294117647,PGD,0.5,25.0,,7
0.1838235294117647,0.03734099302421,0.2224938875305623,0.0639494026704146,0.8217162872154116,0.7775061124694377,MLP,mi,30,PGD_eps0.5_it25,0.8146446078431373,PGD,0.5,25.0,,7
0.1887254901960784,0.049496981891348,0.3007334963325183,0.0850034554250172,0.8273204903677759,0.6992665036674817,LR,mi,30,PGD_eps0.75_it10,0.7270220588235294,PGD,0.75,10.0,,7
0.183517156862745,0.0369458128078817,0.2200488997555012,0.0632688927943761,0.8217162872154116,0.7799511002444988,SVM,mi,30,PGD_eps0.75_it10,0.7356004901960784,PGD,0.75,10.0,,7
0.1832107843137254,0.0361693382655158,0.2151589242053789,0.0619282195636875,0.8213660245183888,0.784841075794621,RF,mi,30,PGD_eps0.75_it10,0.7772671568627451,PGD,0.75,10.0,,7
0.1838235294117647,0.0369609856262833,0.2200488997555012,0.0632911392405063,0.8213660245183888,0.7799511002444988,MLP,mi,30,PGD_eps0.75_it10,0.8155637254901961,PGD,0.75,10.0,,7
0.1924019607843137,0.0547780887644942,0.334963325183374,0.0941580756013745,0.8280210157618214,0.6650366748166259,LR,mi,30,PGD_eps0.75_it25,0.7239583333333334,PGD,0.75,25.0,,7
