accuracy,precision,recall,f1,fpr,fnr,model,selector,n_features,attack,asr,family,epsilon,iters,confidence,seed
0.8590686274509803,0.0677966101694915,0.0097799511002444,0.017094017094017,0.0192644483362521,0.9902200488997556,RF,rf,15,PGD_eps0.15_it10,0.1060049019607843,PGD,0.15,10.0,,42
0.2950367647058823,0.104515050167224,0.6112469437652812,0.1785076758300607,0.750262697022767,0.3887530562347188,MLP,rf,15,PGD_eps0.15_it10,0.7034313725490197,PGD,0.15,10.0,,42
0.2156862745098039,0.1038674033149171,0.6894865525672371,0.1805377720870678,0.8521891418563923,0.3105134474327628,LR,rf,15,PGD_eps0.15_it25,0.7166053921568627,PGD,0.15,25.0,,42
0.1510416666666666,0.0404669260700389,0.254278728606357,0.0698220879489761,0.8637478108581436,0.7457212713936431,SVM,rf,15,PGD_eps0.15_it25,0.7901348039215687,PGD,0.15,25.0,,42
0.8602941176470589,0.0727272727272727,0.0097799511002444,0.0172413793103448,0.0178633975481611,0.9902200488997556,RF,rf,15,PGD_eps0.15_it25,0.1047794117647058,PGD,0.15,25.0,,42
0.2971813725490196,0.1048218029350104,0.6112469437652812,0.1789549033643521,0.7478108581436077,0.3887530562347188,MLP,rf,15,PGD_eps0.15_it25,0.7012867647058824,PGD,0.15,25.0,,42
0.1724877450980392,0.0685240963855421,0.4449877750611247,0.1187601957585644,0.8665499124343258,0.5550122249388753,LR,rf,15,PGD_eps0.3_it10,0.7607230392156863,PGD,0.3,10.0,,42
0.1498161764705882,0.0393302180685358,0.2469437652811736,0.0678535438360765,0.8640980735551663,0.7530562347188264,SVM,rf,15,PGD_eps0.3_it10,0.7913602941176471,PGD,0.3,10.0,,42
0.8143382352941176,0.0147783251231527,0.0073349633251833,0.0098039215686274,0.0700525394045534,0.9926650366748166,RF,rf,15,PGD_eps0.3_it10,0.150735294117647,PGD,0.3,10.0,,42
0.1666666666666666,0.0502140910860256,0.3154034229828851,0.086635325721961,0.8546409807355516,0.684596577017115,MLP,rf,15,PGD_eps0.3_it10,0.8330269607843137,PGD,0.3,10.0,,42
0.174938725490196,0.0713213213213213,0.4645476772616136,0.1236576635209892,0.8665499124343258,0.5354523227383863,LR,rf,15,PGD_eps0.3_it25,0.7582720588235294,PGD,0.3,25.0,,42
0.1498161764705882,0.0393302180685358,0.2469437652811736,0.0678535438360765,0.8640980735551663,0.7530562347188264,SVM,rf,15,PGD_eps0.3_it25,0.7913602941176471,PGD,0.3,25.0,,42
0.8161764705882353,0.015228426395939,0.0073349633251833,0.0099009900990099,0.0679509632224168,0.9926650366748166,RF,rf,15,PGD_eps0.3_it25,0.1488970588235294,PGD,0.3,25.0,,42
0.1672794117647058,0.0502532138683287,0.3154034229828851,0.0866935483870967,0.8539404553415061,0.684596577017115,MLP,rf,15,PGD_eps0.3_it25,0.8324142156862745,PGD,0.3,25.0,,42
0.1629901960784313,0.0571864277544796,0.3667481662591687,0.0989445910290237,0.866199649737303,0.6332518337408313,LR,rf,15,PGD_eps0.5_it10,0.7702205882352942,PGD,0.5,10.0,,42
0.1495098039215686,0.0393149085247177,0.2469437652811736,0.0678307588985896,0.8644483362521891,0.7530562347188264,SVM,rf,15,PGD_eps0.5_it10,0.7916666666666666,PGD,0.5,10.0,,42
0.5333946078431373,0.0239316239316239,0.0684596577017114,0.0354654844838505,0.4,0.9315403422982884,RF,rf,15,PGD_eps0.5_it10,0.4276960784313725,PGD,0.5,10.0,,42
0.1525735294117647,0.0401872805306281,0.2518337408312958,0.0693135935397039,0.861646234676007,0.7481662591687042,MLP,rf,15,PGD_eps0.5_it10,0.8474264705882353,PGD,0.5,10.0,,42
0.1620710784313725,0.0557677616501145,0.3569682151589242,0.0964651470102411,0.8658493870402802,0.6430317848410758,LR,rf,15,PGD_eps0.5_it25,0.7714460784313726,PGD,0.5,25.0,,42
0.1498161764705882,0.0393302180685358,0.2469437652811736,0.0678535438360765,0.8640980735551663,0.7530562347188264,SVM,rf,15,PGD_eps0.5_it25,0.7913602941176471,PGD,0.5,25.0,,42
0.5052083333333334,0.025943396226415,0.0806845965770171,0.0392623438429506,0.4339754816112084,0.9193154034229828,RF,rf,15,PGD_eps0.5_it25,0.456188725490196,PGD,0.5,25.0,,42
0.1528799019607843,0.0405616224648986,0.254278728606357,0.0699630003363605,0.861646234676007,0.7457212713936431,MLP,rf,15,PGD_eps0.5_it25,0.8471200980392157,PGD,0.5,25.0,,42
0.1617647058823529,0.0560854635635253,0.3594132029339853,0.097029702970297,0.8665499124343258,0.6405867970660146,LR,rf,15,PGD_eps0.75_it10,0.7714460784313726,PGD,0.75,10.0,,42
0.1495098039215686,0.0393149085247177,0.2469437652811736,0.0678307588985896,0.8644483362521891,0.7530562347188264,SVM,rf,15,PGD_eps0.75_it10,0.7916666666666666,PGD,0.75,10.0,,42
0.4056372549019608,0.0295021511985248,0.1173594132029339,0.0471512770137524,0.5530647985989492,0.882640586797066,RF,rf,15,PGD_eps0.75_it10,0.5575980392156863,PGD,0.75,10.0,,42
0.1510416666666666,0.0383111806098514,0.2396088019559902,0.0660599932591843,0.861646234676007,0.7603911980440098,MLP,rf,15,PGD_eps0.75_it10,0.8489583333333334,PGD,0.75,10.0,,42
0.1620710784313725,0.0561068702290076,0.3594132029339853,0.097061736546715,0.866199649737303,0.6405867970660146,LR,rf,15,PGD_eps0.75_it25,0.7714460784313726,PGD,0.75,25.0,,42
0.1495098039215686,0.0393149085247177,0.2469437652811736,0.0678307588985896,0.8644483362521891,0.7530562347188264,SVM,rf,15,PGD_eps0.75_it25,0.7916666666666666,PGD,0.75,25.0,,42
0.3192401960784313,0.0334534225424601,0.1589242053789731,0.0552721088435374,0.6577933450087565,0.8410757946210269,RF,rf,15,PGD_eps0.75_it25,0.640625,PGD,0.75,25.0,,42
0.1510416666666666,0.0383111806098514,0.2396088019559902,0.0660599932591843,0.861646234676007,0.7603911980440098,MLP,rf,15,PGD_eps0.75_it25,0.8489583333333334,PGD,0.75,25.0,,42
0.3363970588235294,0.0426861009890681,0.2004889975550122,0.0703862660944206,0.6441330998248687,0.7995110024449877,LR,rf,15,CW_c0.0_it10,0.5765931372549019,CW,,10.0,0.0,42
0.2071078431372549,0.0369740756481088,0.2127139364303178,0.0629978276611151,0.7936952714535902,0.7872860635696821,SVM,rf,15,CW_c0.0_it10,0.7261029411764706,CW,,10.0,0.0,42
0.8529411764705882,0.134020618556701,0.0317848410757946,0.0513833992094861,0.0294220665499124,0.9682151589242054,RF,rf,15,CW_c0.0_it10,0.1099877450980392,CW,,10.0,0.0,42
0.149203431372549,0.0375,0.2347188264058679,0.0646682384641293,0.863047285464098,0.7652811735941321,MLP,rf,15,CW_c0.0_it10,0.8495710784313726,CW,,10.0,0.0,42
0.2018995098039215,0.046655656482246,0.2762836185819071,0.0798304486047333,0.8087565674255692,0.7237163814180929,LR,rf,15,CW_c0.5_it10,0.7245710784313726,CW,,10.0,0.5,42
0.1525735294117647,0.0394685423993747,0.2469437652811736,0.0680592991913746,0.8609457092819615,0.7530562347188264,SVM,rf,15,CW_c0.5_it10,0.788296568627451,CW,,10.0,0.5,42
0.8572303921568627,0.0476190476190476,0.0073349633251833,0.0127118644067796,0.021015761821366,0.9926650366748166,RF,rf,15,CW_c0.5_it10,0.1081495098039215,CW,,10.0,0.5,42
0.1479779411764706,0.0374414976599064,0.2347188264058679,0.0645812310797174,0.8644483362521891,0.7652811735941321,MLP,rf,15,CW_c0.5_it10,0.8520220588235294,CW,,10.0,0.5,42
0.8930759803921569,0.5721153846153846,0.5819070904645477,0.576969696969697,0.0623467600700525,0.4180929095354523,LR,mi,25,clean,0.0,,,,,42
0.9007352941176472,0.6133333333333333,0.5623471882640587,0.5867346938775511,0.0507880910683012,0.4376528117359413,SVM,mi,25,clean,0.0,,,,,42
0.9172794117647058,0.6475583864118896,0.7457212713936431,0.6931818181818182,0.0581436077057793,0.254278728606357,RF,mi,25,clean,0.0,,,,,42
0.7996323529411765,0.3698193411264612,0.8508557457212714,0.5155555555555555,0.2077057793345008,0.1491442542787286,MLP,mi,25,clean,0.0,,,,,42
0.282781862745098,0.1085899513776337,0.6552567237163814,0.1863051790059089,0.7705779334500875,0.3447432762836185,LR,mi,25,FGSM_eps0.15,0.6415441176470589,FGSM,0.15,1.0,,42
0.2113970588235294,0.0399490012749681,0.2298288508557457,0.0680666183924692,0.7912434325744309,0.7701711491442543,SVM,mi,25,FGSM_eps0.15,0.7205882352941176,FGSM,0.15,1.0,,42
0.8535539215686274,0.3506493506493506,0.1980440097799511,0.253125,0.052539404553415,0.8019559902200489,RF,mi,25,FGSM_eps0.15,0.1142769607843137,FGSM,0.15,1.0,,42
0.2579656862745098,0.0814968814968815,0.4792176039119804,0.1393034825870646,0.7737302977232925,0.5207823960880196,MLP,mi,25,FGSM_eps0.15,0.7405024509803921,FGSM,0.15,1.0,,42
0.2549019607843137,0.0926298832057994,0.5623471882640587,0.1590594744121715,0.7891418563922942,0.4376528117359413,LR,mi,25,FGSM_eps0.3,0.671875,FGSM,0.3,1.0,,42
0.2028186274509804,0.0287924366136656,0.1638141809290953,0.0489766081871345,0.7915936952714536,0.8361858190709046,SVM,mi,25,FGSM_eps0.3,0.7294730392156863,FGSM,0.3,1.0,,42
0.7971813725490197,0.0652920962199312,0.0464547677261613,0.0542857142857142,0.0952714535901926,0.9535452322738386,RF,mi,25,FGSM_eps0.3,0.1703431372549019,FGSM,0.3,1.0,,42
0.2199754901960784,0.0516156105749055,0.3007334963325183,0.0881088825214899,0.7915936952714536,0.6992665036674817,MLP,mi,25,FGSM_eps0.3,0.7791053921568627,FGSM,0.3,1.0,,42
0.2251838235294117,0.0568561872909698,0.3325183374083129,0.097108175651553,0.7901926444833626,0.6674816625916871,LR,mi,25,FGSM_eps0.5,0.7015931372549019,FGSM,0.5,1.0,,42
0.2028186274509804,0.0283870967741935,0.1613691931540342,0.0482809070958302,0.7912434325744309,0.8386308068459658,SVM,mi,25,FGSM_eps0.5,0.7297794117647058,FGSM,0.5,1.0,,42
0.3713235294117647,0.0292263610315186,0.1246943765281173,0.0473537604456824,0.5933450087565674,0.8753056234718827,RF,mi,25,FGSM_eps0.5,0.5891544117647058,FGSM,0.5,1.0,,42
0.2120098039215686,0.041154009333899,0.2371638141809291,0.0701373825018076,0.7915936952714536,0.7628361858190709,MLP,mi,25,FGSM_eps0.5,0.7870710784313726,FGSM,0.5,1.0,,42
0.221813725490196,0.0521227406473308,0.3031784841075794,0.0889526542324246,0.7898423817863398,0.6968215158924206,LR,mi,25,FGSM_eps0.75,0.7058823529411765,FGSM,0.75,1.0,,42
0.2028186274509804,0.0283870967741935,0.1613691931540342,0.0482809070958302,0.7912434325744309,0.8386308068459658,SVM,mi,25,FGSM_eps0.75,0.7297794117647058,FGSM,0.75,1.0,,42
0.2018995098039215,0.0267241379310344,0.1515892420537897,0.0454378893367533,0.7908931698774081,0.8484107579462102,RF,mi,25,FGSM_eps0.75,0.7594975490196079,FGSM,0.75,1.0,,42
0.2049632352941176,0.030901287553648,0.1760391198044009,0.0525739320920043,0.7908931698774081,0.823960880195599,MLP,mi,25,FGSM_eps0.75,0.7947303921568627,FGSM,0.75,1.0,,42
0.2766544117647059,0.1083467094703049,0.6601466992665037,0.186142709410548,0.7782837127845884,0.3398533007334963,LR,mi,25,PGD_eps0.15_it10,0.6470588235294118,PGD,0.15,10.0,,42
0.2095588235294117,0.0378884631758194,0.2176039119804401,0.0645395213923132,0.7915936952714536,0.78239608801956,SVM,mi,25,PGD_eps0.15_it10,0.7221200980392157,PGD,0.15,10.0,,42
0.8789828431372549,0.5291666666666667,0.3105134474327628,0.3913713405238829,0.0395796847635726,0.6894865525672371,RF,mi,25,PGD_eps0.15_it10,0.0888480392156862,PGD,0.15,10.0,,42
0.2380514705882352,0.0616033755274261,0.3569682151589242,0.1050737675422814,0.7789842381786339,0.6430317848410758,MLP,mi,25,PGD_eps0.15_it10,0.7604166666666666,PGD,0.15,10.0,,42
0.2766544117647059,0.1083467094703049,0.6601466992665037,0.186142709410548,0.7782837127845884,0.3398533007334963,LR,mi,25,PGD_eps0.15_it25,0.6470588235294118,PGD,0.15,25.0,,42
0.2092524509803921,0.0374787052810902,0.2151589242053789,0.0638375045339136,0.7915936952714536,0.784841075794621,SVM,mi,25,PGD_eps0.15_it25,0.7224264705882353,PGD,0.15,25.0,,42
0.8802083333333334,0.5365853658536586,0.3227383863080684,0.4030534351145038,0.0399299474605954,0.6772616136919315,RF,mi,25,PGD_eps0.15_it25,0.0879289215686274,PGD,0.15,25.0,,42
0.2383578431372549,0.0616293794850147,0.3569682151589242,0.1051115910727141,0.7786339754816112,0.6430317848410758,MLP,mi,25,PGD_eps0.15_it25,0.7601102941176471,PGD,0.15,25.0,,42
0.2604166666666667,0.0985182218662394,0.6014669926650367,0.1693048864418444,0.7884413309982486,0.3985330073349633,LR,mi,25,PGD_eps0.3_it10,0.6663602941176471,PGD,0.3,10.0,,42
0.203125,0.0292096219931271,0.1662591687041564,0.0496894409937888,0.7915936952714536,0.8337408312958435,SVM,mi,25,PGD_eps0.3_it10,0.7291666666666666,PGD,0.3,10.0,,42
0.8207720588235294,0.148,0.0904645476772616,0.1122913505311077,0.0746059544658493,0.9095354523227384,RF,mi,25,PGD_eps0.3_it10,0.1479779411764706,PGD,0.3,10.0,,42
0.2089460784313725,0.0370685982104814,0.2127139364303178,0.0631349782293178,0.7915936952714536,0.7872860635696821,MLP,mi,25,PGD_eps0.3_it10,0.7901348039215687,PGD,0.3,10.0,,42
0.2607230392156863,0.0992,0.6063569682151589,0.1705053282915091,0.7887915936952714,0.393643031784841,LR,mi,25,PGD_eps0.3_it25,0.6660539215686274,PGD,0.3,25.0,,42
0.2028186274509804,0.0287924366136656,0.1638141809290953,0.0489766081871345,0.7915936952714536,0.8361858190709046,SVM,mi,25,PGD_eps0.3_it25,0.7294730392156863,PGD,0.3,25.0,,42
0.8174019607843137,0.1274900398406374,0.0782396088019559,0.0969696969696969,0.076707530647986,0.921760391198044,RF,mi,25,PGD_eps0.3_it25,0.150735294117647,PGD,0.3,25.0,,42
0.2086397058823529,0.0366581415174765,0.2102689486552567,0.0624319419237749,0.7915936952714536,0.7897310513447433,MLP,mi,25,PGD_eps0.3_it25,0.7904411764705882,PGD,0.3,25.0,,42
0.2215073529411764,0.0521008403361344,0.3031784841075794,0.0889207601290785,0.7901926444833626,0.6968215158924206,LR,mi,25,PGD_eps0.5_it10,0.7052696078431373,PGD,0.5,10.0,,42
0.2028186274509804,0.0283870967741935,0.1613691931540342,0.0482809070958302,0.7912434325744309,0.8386308068459658,SVM,mi,25,PGD_eps0.5_it10,0.7297794117647058,PGD,0.5,10.0,,42
0.7236519607843137,0.0460405156537753,0.0611246943765281,0.0525210084033613,0.1814360770577933,0.938875305623472,RF,mi,25,PGD_eps0.5_it10,0.2426470588235294,PGD,0.5,10.0,,42
0.2055759803921568,0.0321336760925449,0.1833740831295843,0.0546846518410499,0.7912434325744309,0.8166259168704156,MLP,mi,25,PGD_eps0.5_it10,0.7938112745098039,PGD,0.5,10.0,,42
0.2230392156862745,0.0544616673648931,0.3178484107579462,0.0929899856938483,0.7905429071803853,0.6821515892420538,LR,mi,25,PGD_eps0.5_it25,0.7037377450980392,PGD,0.5,25.0,,42
0.2028186274509804,0.0283870967741935,0.1613691931540342,0.0482809070958302,0.7912434325744309,0.8386308068459658,SVM,mi,25,PGD_eps0.5_it25,0.7297794117647058,PGD,0.5,25.0,,42
0.7212009803921569,0.0486486486486486,0.0660146699266503,0.0560165975103734,0.184938704028021,0.9339853300733496,RF,mi,25,PGD_eps0.5_it25,0.2447916666666666,PGD,0.5,25.0,,42
0.2049632352941176,0.031303602058319,0.1784841075794621,0.0532652316672747,0.7912434325744309,0.8215158924205379,MLP,mi,25,PGD_eps0.5_it25,0.7944240196078431,PGD,0.5,25.0,,42
0.2104779411764706,0.035958904109589,0.2053789731051344,0.0612021857923497,0.7887915936952714,0.7946210268948656,LR,mi,25,PGD_eps0.75_it10,0.7172181372549019,PGD,0.75,10.0,,42
0.2028186274509804,0.0283870967741935,0.1613691931540342,0.0482809070958302,0.7912434325744309,0.8386308068459658,SVM,mi,25,PGD_eps0.75_it10,0.7297794117647058,PGD,0.75,10.0,,42
0.2990196078431372,0.0281265695630336,0.1369193154034229,0.0466666666666666,0.6777583187390543,0.863080684596577,RF,mi,25,PGD_eps0.75_it10,0.6626838235294118,PGD,0.75,10.0,,42
0.2043504901960784,0.0296646603611349,0.1687041564792176,0.0504570383912248,0.7905429071803853,0.8312958435207825,MLP,mi,25,PGD_eps0.75_it10,0.7956495098039216,PGD,0.75,10.0,,42
0.2077205882352941,0.0334333476210887,0.1907090464547677,0.0568927789934354,0.7898423817863398,0.8092909535452323,LR,mi,25,PGD_eps0.75_it25,0.7199754901960784,PGD,0.75,25.0,,42
0.2028186274509804,0.0283870967741935,0.1613691931540342,0.0482809070958302,0.7912434325744309,0.8386308068459658,SVM,mi,25,PGD_eps0.75_it25,0.7297794117647058,PGD,0.75,25.0,,42
0.2545955882352941,0.0279850746268656,0.1466992665036675,0.0470035252643948,0.7299474605954466,0.8533007334963325,RF,mi,25,PGD_eps0.75_it25,0.7064950980392157,PGD,0.75,25.0,,42
0.2040441176470588,0.0292473118279569,0.1662591687041564,0.049743964886613,0.7905429071803853,0.8337408312958435,MLP,mi,25,PGD_eps0.75_it25,0.7959558823529411,PGD,0.75,25.0,,42
0.5594362745098039,0.140461215932914,0.491442542787286,0.2184782608695652,0.4308231173380035,0.508557457212714,LR,mi,25,CW_c0.0_it10,0.345281862745098,CW,,10.0,0.0,42
0.3651960784313725,0.0190861769809138,0.0806845965770171,0.0308699719363891,0.594045534150613,0.9193154034229828,SVM,mi,25,CW_c0.0_it10,0.5533088235294118,CW,,10.0,0.0,42
0.8658088235294118,0.2898550724637681,0.0488997555012225,0.0836820083682008,0.0171628721541155,0.9511002444987776,RF,mi,25,CW_c0.0_it10,0.0998774509803921,CW,,10.0,0.0,42
0.2037377450980392,0.0280172413793103,0.1589242053789731,0.0476364968853059,0.7898423817863398,0.8410757946210269,MLP,mi,25,CW_c0.0_it10,0.7944240196078431,CW,,10.0,0.0,42
0.4166666666666667,0.1092524830109775,0.511002444987775,0.1800172265288544,0.5968476357267951,0.4889975550122249,LR,mi,25,CW_c0.5_it10,0.4960171568627451,CW,,10.0,0.5,42
0.2346813725490196,0.0245789713245334,0.1320293398533007,0.0414428242517267,0.7506129597197898,0.8679706601466992,SVM,mi,25,CW_c0.5_it10,0.6930147058823529,CW,,10.0,0.5,42
0.8704044117647058,0.28125,0.0220048899755501,0.0408163265306122,0.0080560420315236,0.9779951100244498,RF,mi,25,CW_c0.5_it10,0.0977328431372549,CW,,10.0,0.5,42
0.2028186274509804,0.0283870967741935,0.1613691931540342,0.0482809070958302,0.7912434325744309,0.8386308068459658,MLP,mi,25,CW_c0.5_it10,0.7971813725490197,CW,,10.0,0.5,42
0.8927696078431373,0.5707434052757794,0.5819070904645477,0.576271186440678,0.0626970227670753,0.4180929095354523,LR,none,34,clean,0.0,,,,,42
0.8998161764705882,0.6084656084656085,0.5623471882640587,0.5844980940279543,0.0518388791593695,0.4376528117359413,SVM,none,34,clean,0.0,,,,,42
0.9105392156862744,0.6177062374245473,0.7506112469437652,0.6777041942604857,0.0665499124343257,0.2493887530562347,RF,none,34,clean,0.0,,,,,42
0.8700980392156863,0.4878444084278768,0.7359413202933985,0.5867446393762183,0.1106830122591944,0.2640586797066014,MLP,none,34,clean,0.0,,,,,42
0.2594975490196078,0.1194086429112964,0.7701711491442543,0.2067607482769937,0.8136602451838879,0.2298288508557457,LR,none,34,FGSM_eps0.15,0.6731004901960784,FGSM,0.15,1.0,,42
0.1884191176470588,0.095667870036101,0.6479217603911981,0.1667190940547342,0.8774080560420315,0.3520782396088019,SVM,none,34,FGSM_eps0.15,0.7496936274509803,FGSM,0.15,1.0,,42
0.8661151960784313,0.3852459016393442,0.1149144254278728,0.1770244821092278,0.0262697022767075,0.8850855745721271,RF,none,34,FGSM_eps0.15,0.1014093137254902,FGSM,0.15,1.0,,42
0.1954656862745098,0.0831139526137645,0.5403422982885085,0.1440677966101695,0.8539404553415061,0.4596577017114914,MLP,none,34,FGSM_eps0.15,0.8036151960784313,FGSM,0.15,1.0,,42
0.213235294117647,0.1101480678945467,0.7457212713936431,0.1919446192573946,0.863047285464098,0.254278728606357,LR,none,34,FGSM_eps0.3,0.7205882352941176,FGSM,0.3,1.0,,42
0.1439950980392156,0.0558659217877094,0.3667481662591687,0.096961861667744,0.8879159369527145,0.6332518337408313,SVM,none,34,FGSM_eps0.3,0.7944240196078431,FGSM,0.3,1.0,,42
0.8336397058823529,0.1193181818181818,0.0513447432762836,0.0717948717948717,0.0542907180385289,0.9486552567237164,RF,none,34,FGSM_eps0.3,0.1348039215686274,FGSM,0.3,1.0,,42
0.1430759803921568,0.0518018018018018,0.3374083129584352,0.0898145135047185,0.8847635726795097,0.6625916870415648,MLP,none,34,FGSM_eps0.3,0.8563112745098039,FGSM,0.3,1.0,,42
0.1893382352941176,0.0919372491791317,0.6161369193154034,0.16,0.8718038528896672,0.3838630806845965,LR,none,34,FGSM_eps0.5,0.7450980392156863,FGSM,0.5,1.0,,42
0.1348039215686274,0.0458819104926664,0.2982885085574572,0.0795306388526727,0.8886164623467601,0.7017114914425427,SVM,none,34,FGSM_eps0.5,0.8045343137254902,FGSM,0.5,1.0,,42
0.5854779411764706,0.0605214152700186,0.1589242053789731,0.0876601483479433,0.353415061295972,0.8410757946210269,RF,none,34,FGSM_eps0.5,0.3783700980392157,FGSM,0.5,1.0,,42
0.1338848039215686,0.0441176470588235,0.2860635696821516,0.0764456060111074,0.8879159369527145,0.7139364303178484,MLP,none,34,FGSM_eps0.5,0.8658088235294118,FGSM,0.5,1.0,,42
0.1724877450980392,0.0739776951672862,0.4865525672371638,0.1284285253307518,0.8725043782837127,0.5134474327628362,LR,none,34,FGSM_eps0.75,0.7622549019607843,FGSM,0.75,1.0,,42
0.1329656862745098,0.0437240859404447,0.2836185819070904,0.0757674722403657,0.8886164623467601,0.7163814180929096,SVM,none,34,FGSM_eps0.75,0.8063725490196079,FGSM,0.75,1.0,,42
0.2432598039215686,0.047032967032967,0.2616136919315403,0.0797317436661698,0.759369527145359,0.7383863080684596,RF,none,34,FGSM_eps0.75,0.710171568627451,FGSM,0.75,1.0,,42
0.1332720588235294,0.0430513595166163,0.2787286063569682,0.0745829244357213,0.8875656742556918,0.7212713936430318,MLP,none,34,FGSM_eps0.75,0.8667279411764706,FGSM,0.75,1.0,,42
0.2450980392156862,0.1178876905912978,0.7750611246943765,0.2046481601032924,0.8308231173380035,0.2249388753056234,LR,none,34,PGD_eps0.15_it10,0.6859681372549019,PGD,0.15,10.0,,42
0.1752450980392156,0.0892407340770061,0.6063569682151589,0.1555834378920953,0.8865148861646235,0.393643031784841,SVM,none,34,PGD_eps0.15_it10,0.7628676470588235,PGD,0.15,10.0,,42
0.8642769607843137,0.360655737704918,0.1075794621026894,0.1657250470809793,0.0273204903677758,0.8924205378973105,RF,none,34,PGD_eps0.15_it10,0.1041666666666666,PGD,0.15,10.0,,42
0.1703431372549019,0.0718808193668528,0.4718826405867971,0.1247575953458306,0.8728546409807355,0.5281173594132029,MLP,none,34,PGD_eps0.15_it10,0.8290441176470589,PGD,0.15,10.0,,42
0.2398897058823529,0.116580310880829,0.7701711491442543,0.2025072324011571,0.836077057793345,0.2298288508557457,LR,none,34,PGD_eps0.15_it25,0.6902573529411765,PGD,0.15,25.0,,42
