accuracy,precision,recall,f1,fpr,fnr,model
0.9055177805681253,0.9684916497891696,0.9056474898320345,0.9360159158002824,0.0949,0.09435251016796548,LR
0.9067497453149802,0.9704795819882185,0.9053370176037754,0.9367771781033153,0.0887,0.09466298239622466,SVM
0.998649577104409,0.9992856699173862,0.9989443944239188,0.9991150030276212,0.0023,0.0010556055760812194,RF
0.9644625553791846,0.9943655623168808,0.9588624297556584,0.9762913321110198,0.0175,0.04113757024434164,MLP
