attack,epsilon,n_features_total,n_features_frozen,n_features_perturbable,adv_accuracy,asr
FGSM_constrained,0.15,15,5,10,0.17221445663247176,0.8272169442535952
PGD_constrained,0.15,15,5,10,0.2642327465706366,0.7352223459451775
FGSM_constrained,0.3,15,5,10,0.29218886967234475,0.7072662228434694
PGD_constrained,0.3,15,5,10,0.08796702125139189,0.9116776043024
FGSM_constrained,0.5,15,5,10,0.3012390722357791,0.6979554123528158
PGD_constrained,0.5,15,5,10,0.07320713591887985,0.926437489634912
FGSM_constrained,0.75,15,5,10,0.5183491672392144,0.4807268592006444
PGD_constrained,0.75,15,5,10,0.05235850174133479,0.947286123812457
