attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9410789168186879,0.00227439645573219
PGD_adaptive,0.15,0.9309625909166291,0.012935629841976829
PGD_nonadaptive,0.3,0.9243763178469047,0.01909545357625151
PGD_adaptive,0.3,0.9074604942073965,0.03684048425691203
PGD_nonadaptive,0.5,0.7927930062308987,0.15657798099931294
PGD_adaptive,0.5,0.7677035703286029,0.1803643772655121
