model,attack,n,n_detected_clean,asr,fnr_under_attack,family,epsilon,iters,traffic_family,confidence
LR,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
LR,FGSM_eps0.15,6081,6078,0.9972030273116157,0.9972044071698734,FGSM,0.15,1,Botnet Ares,
LR,FGSM_eps0.15,60,60,0.0,0.0,FGSM,0.15,1,Botnet Ares - Attempted,
LR,FGSM_eps0.15,6017,6017,0.0024929366794083432,0.0024929366794083432,FGSM,0.15,1,DDoS-HOIC,
LR,FGSM_eps0.15,6088,157,1.0,1.0,FGSM,0.15,1,DDoS-LOIC-HTTP,
LR,FGSM_eps0.15,502,497,0.002012072434607646,0.01195219123505976,FGSM,0.15,1,DDoS-LOIC-UDP,
LR,FGSM_eps0.15,55,0,,1.0,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
LR,FGSM_eps0.15,4496,4496,0.00022241992882562276,0.00022241992882562276,FGSM,0.15,1,DoS GoldenEye,
LR,FGSM_eps0.15,861,861,0.0,0.0,FGSM,0.15,1,DoS GoldenEye - Attempted,
LR,FGSM_eps0.15,6050,6050,0.8472727272727273,0.8472727272727273,FGSM,0.15,1,DoS Hulk,
LR,FGSM_eps0.15,10,10,0.2,0.2,FGSM,0.15,1,DoS Hulk - Attempted,
LR,FGSM_eps0.15,1592,1559,0.34894162924951894,0.36243718592964824,FGSM,0.15,1,DoS Slowloris,
LR,FGSM_eps0.15,465,458,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
LR,FGSM_eps0.15,5846,5846,0.0,0.0,FGSM,0.15,1,FTP-BruteForce - Attempted,
LR,FGSM_eps0.15,45,44,0.20454545454545456,0.2222222222222222,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
LR,FGSM_eps0.15,14,0,,0.35714285714285715,FGSM,0.15,1,Infiltration - Dropbox Download,
LR,FGSM_eps0.15,4,0,,1.0,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
LR,FGSM_eps0.15,5997,5628,0.7700781805259417,0.7658829414707353,FGSM,0.15,1,Infiltration - NMAP Portscan,
LR,FGSM_eps0.15,6041,6041,0.3759311372289356,0.3759311372289356,FGSM,0.15,1,SSH-BruteForce,
LR,FGSM_eps0.15,25,0,,1.0,FGSM,0.15,1,Web Attack - Brute Force,
LR,FGSM_eps0.15,23,0,,0.9130434782608695,FGSM,0.15,1,Web Attack - Brute Force - Attempted,
LR,FGSM_eps0.15,7,3,1.0,0.5714285714285714,FGSM,0.15,1,Web Attack - SQL,
LR,FGSM_eps0.15,2,0,,0.0,FGSM,0.15,1,Web Attack - SQL - Attempted,
LR,FGSM_eps0.15,20,0,,1.0,FGSM,0.15,1,Web Attack - XSS,
LR,FGSM_eps0.15,2,0,,0.0,FGSM,0.15,1,Web Attack - XSS - Attempted,
SVM,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
SVM,FGSM_eps0.15,6081,6081,1.0,1.0,FGSM,0.15,1,Botnet Ares,
SVM,FGSM_eps0.15,60,60,0.31666666666666665,0.31666666666666665,FGSM,0.15,1,Botnet Ares - Attempted,
SVM,FGSM_eps0.15,6017,6017,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
SVM,FGSM_eps0.15,6088,0,,1.0,FGSM,0.15,1,DDoS-LOIC-HTTP,
SVM,FGSM_eps0.15,502,498,0.002008032128514056,0.00597609561752988,FGSM,0.15,1,DDoS-LOIC-UDP,
SVM,FGSM_eps0.15,55,0,,1.0,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
SVM,FGSM_eps0.15,4496,4496,0.9719750889679716,0.9719750889679716,FGSM,0.15,1,DoS GoldenEye,
SVM,FGSM_eps0.15,861,861,0.983739837398374,0.983739837398374,FGSM,0.15,1,DoS GoldenEye - Attempted,
SVM,FGSM_eps0.15,6050,6050,0.9575206611570248,0.9575206611570248,FGSM,0.15,1,DoS Hulk,
SVM,FGSM_eps0.15,10,10,1.0,1.0,FGSM,0.15,1,DoS Hulk - Attempted,
SVM,FGSM_eps0.15,1592,1559,0.844772289929442,0.8479899497487438,FGSM,0.15,1,DoS Slowloris,
SVM,FGSM_eps0.15,465,458,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
SVM,FGSM_eps0.15,5846,5846,0.0,0.0,FGSM,0.15,1,FTP-BruteForce - Attempted,
SVM,FGSM_eps0.15,45,45,0.2222222222222222,0.2222222222222222,FGSM,0.15,1,Infiltration - Communication Victim Attacker,
SVM,FGSM_eps0.15,14,0,,0.14285714285714285,FGSM,0.15,1,Infiltration - Dropbox Download,
SVM,FGSM_eps0.15,4,0,,0.5,FGSM,0.15,1,Infiltration - Dropbox Download - Attempted,
SVM,FGSM_eps0.15,5997,5230,0.8032504780114723,0.8227447056861764,FGSM,0.15,1,Infiltration - NMAP Portscan,
SVM,FGSM_eps0.15,6041,6041,0.3759311372289356,0.3759311372289356,FGSM,0.15,1,SSH-BruteForce,
SVM,FGSM_eps0.15,25,0,,0.96,FGSM,0.15,1,Web Attack - Brute Force,
SVM,FGSM_eps0.15,23,0,,0.9130434782608695,FGSM,0.15,1,Web Attack - Brute Force - Attempted,
SVM,FGSM_eps0.15,7,0,,0.5714285714285714,FGSM,0.15,1,Web Attack - SQL,
SVM,FGSM_eps0.15,2,0,,0.0,FGSM,0.15,1,Web Attack - SQL - Attempted,
SVM,FGSM_eps0.15,20,0,,1.0,FGSM,0.15,1,Web Attack - XSS,
SVM,FGSM_eps0.15,2,0,,0.0,FGSM,0.15,1,Web Attack - XSS - Attempted,
RF,FGSM_eps0.15,60000,0,,,FGSM,0.15,1,Benign,
RF,FGSM_eps0.15,6081,6081,1.0,1.0,FGSM,0.15,1,Botnet Ares,
RF,FGSM_eps0.15,60,60,1.0,1.0,FGSM,0.15,1,Botnet Ares - Attempted,
RF,FGSM_eps0.15,6017,6017,1.0,1.0,FGSM,0.15,1,DDoS-HOIC,
RF,FGSM_eps0.15,6088,6088,1.0,1.0,FGSM,0.15,1,DDoS-LOIC-HTTP,
RF,FGSM_eps0.15,502,502,0.7948207171314741,0.7948207171314741,FGSM,0.15,1,DDoS-LOIC-UDP,
RF,FGSM_eps0.15,55,54,1.0,1.0,FGSM,0.15,1,DDoS-LOIC-UDP - Attempted,
RF,FGSM_eps0.15,4496,4496,1.0,1.0,FGSM,0.15,1,DoS GoldenEye,
RF,FGSM_eps0.15,861,861,1.0,1.0,FGSM,0.15,1,DoS GoldenEye - Attempted,
RF,FGSM_eps0.15,6050,6050,1.0,1.0,FGSM,0.15,1,DoS Hulk,
RF,FGSM_eps0.15,10,10,1.0,1.0,FGSM,0.15,1,DoS Hulk - Attempted,
RF,FGSM_eps0.15,1592,1592,1.0,1.0,FGSM,0.15,1,DoS Slowloris,
RF,FGSM_eps0.15,465,465,1.0,1.0,FGSM,0.15,1,DoS Slowloris - Attempted,
RF,FGSM_eps0.15,5846,5846,1.0,1.0,FGSM,0.15,1,FTP-BruteForce - Attempted,
