accuracy,precision,recall,f1,fpr,fnr,model,config,search_budget,best_params,cv_f1_macro,fit_s
0.9323137176686037,0.9546197440196973,0.8940818639047373,0.9233596123840027,0.035633333333333336,0.10591813609526271,LR,tuned,12,"{'class_weight': 'balanced', 'C': 100.0}",0.9328216811718152,6.408778190612793
0.9258497049037651,0.963043573846898,0.870822813748683,0.9146144129284156,0.028016666666666665,0.12917718625131702,LR,as_submitted,0,{'max_iter': 500},,0.8943593502044678
0.9262304742391413,0.9672650709219858,0.8676023298809216,0.914727057418023,0.024616666666666665,0.13239767011907838,SVM,tuned,12,"{'class_weight': 'balanced', 'C': 1.0}",0.9257694537652271,14.420801877975464
0.9230845942540095,0.9679310730670247,0.8598294336321889,0.9106834547521793,0.023883333333333333,0.14017056636781106,SVM,as_submitted,0,{'max_iter': 500},,3.6715714931488037
0.999764285649529,0.9998608100853036,0.9996222889290897,0.9997415352804342,0.00011666666666666667,0.0003777110709102837,RF,tuned,12,"{'n_estimators': 50, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.9997007667335444,188.34153842926025
0.999764285649529,0.9998608100853036,0.9996222889290897,0.9997415352804342,0.00011666666666666667,0.0003777110709102837,RF,as_submitted,0,{'n_estimators': 50},,8.868587493896484
