accuracy,precision,recall,f1,fpr,fnr,surrogate,hidden,epochs,surrogate_clean_acc,surrogate_train_s,target,epsilon,asr
0.40171164882188154,0.2963184131270121,0.22688507643679304,0.25699456197435233,0.45171666666666666,0.773114923563207,submitted,"[32, 12]",12,0.9979510983382138,110.57398676872253,LR,0.3,0.5252441003417858
0.10859178807466706,0.02624205832445444,0.026439774963719857,0.02634054562558796,0.8225333333333333,0.9735602250362801,submitted,"[32, 12]",12,0.9979510983382138,110.57398676872253,SVM,0.3,0.8156804438682538
0.5191517909757668,0.4078539673986259,0.12037055444009304,0.18588159449876437,0.14651666666666666,0.879629445559907,submitted,"[32, 12]",12,0.9979510983382138,110.57398676872253,RF,0.3,0.4806850221662149
0.1958242296220411,0.03815067834119119,0.03152893465598473,0.03452517006802721,0.6664333333333333,0.9684710653440153,submitted,"[32, 12]",12,0.9979510983382138,110.57398676872253,LR,0.5,0.7308958051911553
0.017497257554191636,0.018299157210166568,0.021927121642844362,0.01994953833910598,0.9862166666666666,0.9780728783571556,submitted,"[32, 12]",12,0.9979510983382138,110.57398676872253,SVM,0.5,0.9070650843585396
0.6439897373598179,0.835420719844358,0.2731646223883267,0.4117091878773352,0.045116666666666666,0.7268353776116733,submitted,"[32, 12]",12,0.9979510983382138,110.57398676872253,RF,0.5,0.3558470757821637
0.5201581099335467,0.46393735403214725,0.3356658648589547,0.38951302221504536,0.32516666666666666,0.6643341351410452,longer,"[32, 12]",50,0.998395329229486,465.05759739875793,LR,0.3,0.40652566113342337
0.20362093506069645,0.03990587312481616,0.032363874917996936,0.035741336348368256,0.6528,0.967636125082003,longer,"[32, 12]",50,0.998395329229486,465.05759739875793,SVM,0.3,0.7204699781510929
0.57580482851781,0.7026652821045345,0.12106633799176987,0.20654570120400204,0.04295,0.8789336620082301,longer,"[32, 12]",50,0.998395329229486,465.05759739875793,RF,0.3,0.42402291868761505
0.33411602585605105,0.05546592916954751,0.02870604138918156,0.03783224386601517,0.4098333333333333,0.9712939586108185,longer,"[32, 12]",50,0.998395329229486,465.05759739875793,LR,0.5,0.5927762617517203
0.042564572133124215,0.019746782681185848,0.02260302566447329,0.021078585862331065,0.9407,0.9773969743355267,longer,"[32, 12]",50,0.998395329229486,465.05759739875793,SVM,0.5,0.8819343082237111
0.5192424503413325,0.18258034466697717,0.015585551557561179,0.02871952671392201,0.0585,0.9844144484424389,longer,"[32, 12]",50,0.998395329229486,465.05759739875793,RF,0.5,0.4805671649909794
0.4489089145354161,0.3436157517899761,0.22897242709182355,0.2748171742839078,0.3667,0.7710275729081765,wider,"[128, 64]",12,0.9982412083080242,110.25302195549011,LR,0.3,0.47869958206032476
0.1608025167039881,0.029124050181607505,0.025982545772617934,0.02746375288926245,0.7261666666666666,0.9740174542273821,wider,"[128, 64]",12,0.9982412083080242,110.25302195549011,SVM,0.3,0.764149660480676
0.5325875089526123,0.2911392405063291,0.01737470926187305,0.032792420973642246,0.03546666666666667,0.982625290738127,wider,"[128, 64]",12,0.9982412083080242,110.25302195549011,RF,0.3,0.4672402382528127
0.10560002901099698,0.03598710222256343,0.037274118839830624,0.03661930569796397,0.8371166666666666,0.9627258811601693,wider,"[128, 64]",12,0.9982412083080242,110.25302195549011,LR,0.5,0.8218271488536123
0.06127666518589703,0.02380909790172263,0.02645965449376777,0.02506449729770446,0.9095333333333333,0.9735403455062323,wider,"[128, 64]",12,0.9982412083080242,110.25302195549011,SVM,0.5,0.8637661713643328
0.5501391621261434,0.734525447042641,0.021231338091167524,0.04126977993314914,0.0064333333333333334,0.9787686619088325,wider,"[128, 64]",12,0.9982412083080242,110.25302195549011,RF,0.5,0.44967045320616844
0.3822561489714695,0.33061084941498253,0.3460231000139157,0.3381414459305883,0.5873666666666667,0.6539768999860843,wider_longer,"[128, 64]",50,0.998631043579957,455.2518062591553,LR,0.3,0.5470658096334642
0.3621207038793143,0.30913727803893953,0.3229032065681967,0.3158703303969041,0.605,0.6770967934318033,wider_longer,"[128, 64]",50,0.998631043579957,455.2518062591553,SVM,0.3,0.5895215905279095
0.6188770930981025,0.9613666815542653,0.17116275371250222,0.2905887713258746,0.0057666666666666665,0.8288372462874978,wider_longer,"[128, 64]",50,0.998631043579957,455.2518062591553,RF,0.3,0.38094158817076595
0.315966020869786,0.281314132665484,0.32155139852493886,0.30008998061242476,0.6887166666666666,0.6784486014750611,wider_longer,"[128, 64]",50,0.998631043579957,455.2518062591553,LR,0.5,0.6129570365266583
0.37555642185615984,0.3632078945430444,0.4902292109814524,0.4172659435861859,0.7205833333333334,0.5097707890185476,wider_longer,"[128, 64]",50,0.998631043579957,455.2518062591553,SVM,0.5,0.565007298078928
0.6195389064667326,0.9702199661590525,0.17098383794207106,0.2907314764737696,0.0044,0.8290161620579289,wider_longer,"[128, 64]",50,0.998631043579957,455.2518062591553,RF,0.5,0.3802888407386925
0.4847556276801175,0.4319025570433404,0.4116653082321134,0.42154118616983377,0.4539666666666667,0.5883346917678866,deep_long,"[256, 128, 64]",50,0.9985585160875045,515.1745500564575,LR,0.3,0.44592622140830257
0.4455091883267001,0.4033432431951293,0.45041051229548934,0.425579473308539,0.5586,0.5495894877045107,deep_long,"[256, 128, 64]",50,0.9985585160875045,515.1745500564575,SVM,0.3,0.49597925713715857
0.5573465816886214,0.9659305993690852,0.0304355605033497,0.05901171754548258,0.0009,0.9695644394966503,deep_long,"[256, 128, 64]",50,0.9985585160875045,515.1745500564575,RF,0.3,0.44247209958024714
0.39352510811129343,0.3057889931880428,0.259686301015844,0.2808582915869364,0.4942666666666667,0.740313698984156,deep_long,"[256, 128, 64]",50,0.9985585160875045,515.1745500564575,LR,0.5,0.5382265214908026
0.43563638341658883,0.3901676717164289,0.42188338667673897,0.40540617985577154,0.5528333333333333,0.578116613323261,deep_long,"[256, 128, 64]",50,0.9985585160875045,515.1745500564575,SVM,0.5,0.49990480766615597
0.5482715791954887,0.6014492753623188,0.02805001689760054,0.0536002583144979,0.015583333333333333,0.9719499831023994,deep_long,"[256, 128, 64]",50,0.9985585160875045,515.1745500564575,RF,0.5,0.45154710207337967
