accuracy,precision,recall,f1,fpr,fnr,model,selector,n_features,attack,asr,family,epsilon,iters,confidence
0.9258497049037651,0.963043573846898,0.870822813748683,0.9146144129284156,0.028016666666666665,0.12917718625131702,LR,rf,15,clean,0.0,,,,
0.9230845942540095,0.9679310730670247,0.8598294336321889,0.9106834547521793,0.023883333333333333,0.14017056636781106,SVM,rf,15,clean,0.0,,,,
0.999764285649529,0.9998608100853036,0.9996222889290897,0.9997415352804342,0.00011666666666666667,0.0003777110709102837,RF,rf,15,clean,0.0,,,,
0.9979510983382138,0.998844460382922,0.9966602389519512,0.997751154274797,0.0009666666666666667,0.003339761048048824,MLP,rf,15,clean,0.0,,,,
0.5864845017814565,0.5518789675079073,0.49601415422539413,0.5224574407940197,0.33766666666666667,0.5039858457746059,LR,rf,15,FGSM_eps0.15,0.3411149288777277,FGSM,0.15,1.0,
0.4214209948958777,0.31906291834002676,0.2369043595809395,0.2719131119299967,0.42388333333333333,0.7630956404190605,SVM,rf,15,FGSM_eps0.15,0.5024432699019973,FGSM,0.15,1.0,
0.5433759734549377,0.4215686274509804,0.0034192791682404627,0.006783538088383191,0.003933333333333333,0.9965807208317595,RF,rf,15,FGSM_eps0.15,0.4564427078139307,FGSM,0.15,1.0,
0.4245396770713398,0.05154568977257252,0.015048804246267618,0.02329625013463817,0.23215,0.9849511957537324,MLP,rf,15,FGSM_eps0.15,0.5749344986083788,FGSM,0.15,1.0,
0.33949212623410063,0.06892465308306893,0.03584279267638113,0.04716068112264916,0.4059333333333333,0.9641572073236189,LR,rf,15,FGSM_eps0.3,0.5883883484583375,FGSM,0.3,1.0,
0.04467693535080641,0.02209379013502725,0.02530664175098901,0.02359133069560141,0.9390833333333334,0.974693358249011,SVM,rf,15,FGSM_eps0.3,0.8792235931932948,FGSM,0.3,1.0,
0.5307652557047405,0.09243697478991597,0.0032801224579050953,0.0063354323452618645,0.027,0.9967198775420949,RF,rf,15,FGSM_eps0.3,0.46906249150068446,FGSM,0.3,1.0,
0.2791492525135309,0.02055086832342996,0.012444585809991452,0.015501956317171018,0.49725,0.9875554141900086,MLP,rf,15,FGSM_eps0.3,0.720361186912414,FGSM,0.3,1.0,
0.09503821292258596,0.026252846290733052,0.027274715225732063,0.026754026754026754,0.84815,0.9727252847742679,LR,rf,15,FGSM_eps0.5,0.8328785255160784,FGSM,0.5,1.0,
0.016164564880374967,0.018270583367811337,0.021947001172892274,0.01994075572574236,0.9886833333333334,0.9780529988271077,SVM,rf,15,FGSM_eps0.5,0.9083977770323564,FGSM,0.5,1.0,
0.538752345811084,0.16782407407407407,0.0028825318569469017,0.005667715519768601,0.011983333333333334,0.9971174681430531,RF,rf,15,FGSM_eps0.5,0.46108446733089764,FGSM,0.5,1.0,
0.18351268777821092,0.014743933994043841,0.01200723614893744,0.013235600258576296,0.6727,0.9879927638510626,MLP,rf,15,FGSM_eps0.5,0.815870828535942,FGSM,0.5,1.0,
0.04181209939892841,0.018063483224279548,0.020634952189730233,0.019263782048307924,0.9404333333333333,0.9793650478102698,LR,rf,15,FGSM_eps0.75,0.8863675511998768,FGSM,0.75,1.0,
0.010697805136759653,0.012902050415714333,0.01548615390732163,0.014076490093150587,0.9933166666666666,0.9845138460926783,SVM,rf,15,FGSM_eps0.75,0.9139279983318677,FGSM,0.75,1.0,
0.5421339401466868,0.2635294117647059,0.002226507365365883,0.004415707301687431,0.005216666666666666,0.9977734926346341,RF,rf,15,FGSM_eps0.75,0.4576756751856251,FGSM,0.75,1.0,
0.27089925024704675,0.035788045991183993,0.023080134385623122,0.028062457700860487,0.5213333333333333,0.9769198656143768,MLP,rf,15,FGSM_eps0.75,0.728484266067106,FGSM,0.75,1.0,
0.6736262839632648,0.6230238599026338,0.7199769397451444,0.6680008115535717,0.36523333333333335,0.28002306025485557,LR,rf,15,PGD_eps0.15_it10,0.2528943002456869,PGD,0.15,10.0,
0.415664125182452,0.2864,0.188597101564519,0.2274296399290406,0.3939666666666667,0.811402898435481,SVM,rf,15,PGD_eps0.15_it10,0.5082092055519796,PGD,0.15,10.0,
0.5448174573674334,0.640117994100295,0.0043138580203963975,0.008569961691876309,0.002033333333333333,0.9956861419796036,RF,rf,15,PGD_eps0.15_it10,0.45500122390143516,PGD,0.15,10.0,
0.4144855534300971,0.04574082320758318,0.01429338210444705,0.021780618581684893,0.25,0.9857066178955529,MLP,rf,15,PGD_eps0.15_it10,0.5850067541227346,PGD,0.15,10.0,
0.6206268188535217,0.5812657352065036,0.6012563862990279,0.5910920888055035,0.3631333333333333,0.3987436137009721,LR,rf,15,PGD_eps0.15_it25,0.30590283129198664,PGD,0.15,25.0,
