accuracy,precision,recall,f1,fpr,fnr,model,sigma,eval_attack,smooth_s_per_sample,n0,n,family,epsilon,iters,confidence
0.865,0.9565217391304348,0.8627450980392157,0.9072164948453608,0.1276595744680851,0.13725490196078433,LR,0.1,Clean,0.0001536118984222412,50,200,,,,
0.82,0.9148936170212766,0.8431372549019608,0.8775510204081632,0.2553191489361702,0.1568627450980392,LR,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.555,0.8555555555555555,0.5032679738562091,0.6337448559670782,0.2765957446808511,0.49673202614379086,LR,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.255,0.5555555555555556,0.13071895424836602,0.21164021164021163,0.3404255319148936,0.869281045751634,LR,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.175,0.3,0.058823529411764705,0.09836065573770492,0.44680851063829785,0.9411764705882353,LR,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.765,0.9140625,0.7647058823529411,0.8327402135231317,0.23404255319148937,0.23529411764705882,LR,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.78,0.9224806201550387,0.7777777777777778,0.8439716312056738,0.2127659574468085,0.2222222222222222,LR,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.6,0.8288288288288288,0.6013071895424836,0.696969696969697,0.40425531914893614,0.39869281045751637,LR,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.515,0.7857142857142857,0.5032679738562091,0.6135458167330677,0.44680851063829785,0.49673202614379086,LR,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.53,0.7565217391304347,0.5686274509803921,0.6492537313432836,0.5957446808510638,0.43137254901960786,LR,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.465,0.7346938775510204,0.47058823529411764,0.5737051792828686,0.5531914893617021,0.5294117647058824,LR,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.475,0.7181818181818181,0.5163398692810458,0.6007604562737643,0.6595744680851063,0.48366013071895425,LR,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.405,0.6770833333333334,0.42483660130718953,0.5220883534136547,0.6595744680851063,0.5751633986928104,LR,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.865,0.9565217391304348,0.8627450980392157,0.9072164948453608,0.1276595744680851,0.13725490196078433,LR,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.865,0.9565217391304348,0.8627450980392157,0.9072164948453608,0.1276595744680851,0.13725490196078433,LR,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.87,0.9635036496350365,0.8627450980392157,0.9103448275862069,0.10638297872340426,0.13725490196078433,SVM,0.1,Clean,0.00015454411506652833,50,200,,,,
0.795,0.9117647058823529,0.8104575163398693,0.8581314878892734,0.2553191489361702,0.1895424836601307,SVM,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.595,0.8214285714285714,0.6013071895424836,0.6943396226415094,0.425531914893617,0.39869281045751637,SVM,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.275,0.58,0.1895424836601307,0.2857142857142857,0.44680851063829785,0.8104575163398693,SVM,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.2,0.4,0.0915032679738562,0.14893617021276595,0.44680851063829785,0.9084967320261438,SVM,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.82,0.927007299270073,0.8300653594771242,0.8758620689655172,0.2127659574468085,0.16993464052287582,SVM,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.81,0.9259259259259259,0.8169934640522876,0.8680555555555556,0.2127659574468085,0.1830065359477124,SVM,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.61,0.8640776699029126,0.5816993464052288,0.6953125,0.2978723404255319,0.41830065359477125,SVM,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.585,0.85,0.5555555555555556,0.6719367588932806,0.3191489361702128,0.4444444444444444,SVM,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.47,0.7281553398058253,0.49019607843137253,0.5859375,0.5957446808510638,0.5098039215686274,SVM,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.49,0.7428571428571429,0.5098039215686274,0.6046511627906976,0.574468085106383,0.49019607843137253,SVM,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.375,0.625,0.45751633986928103,0.5283018867924528,0.8936170212765957,0.5424836601307189,SVM,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
0.41,0.6804123711340206,0.43137254901960786,0.528,0.6595744680851063,0.5686274509803921,SVM,0.1,PGD_eps0.75_it25,,50,200,PGD,0.75,25.0,
0.87,0.9635036496350365,0.8627450980392157,0.9103448275862069,0.10638297872340426,0.13725490196078433,SVM,0.1,CW_c0.0_it10,,50,200,CW,,10.0,0.0
0.865,0.9565217391304348,0.8627450980392157,0.9072164948453608,0.1276595744680851,0.13725490196078433,SVM,0.1,CW_c0.5_it10,,50,200,CW,,10.0,0.5
0.245,1.0,0.013071895424836602,0.025806451612903226,0.0,0.9869281045751634,RF,0.1,Clean,0.005298060178756714,50,200,,,,
0.135,0.045454545454545456,0.006535947712418301,0.011428571428571429,0.44680851063829785,0.9934640522875817,RF,0.1,FGSM_eps0.15,,50,200,FGSM,0.15,1.0,
0.135,0.045454545454545456,0.006535947712418301,0.011428571428571429,0.44680851063829785,0.9934640522875817,RF,0.1,FGSM_eps0.3,,50,200,FGSM,0.3,1.0,
0.135,0.045454545454545456,0.006535947712418301,0.011428571428571429,0.44680851063829785,0.9934640522875817,RF,0.1,FGSM_eps0.5,,50,200,FGSM,0.5,1.0,
0.15,0.18518518518518517,0.032679738562091505,0.05555555555555555,0.46808510638297873,0.9673202614379085,RF,0.1,FGSM_eps0.75,,50,200,FGSM,0.75,1.0,
0.155,0.05555555555555555,0.006535947712418301,0.011695906432748537,0.3617021276595745,0.9934640522875817,RF,0.1,PGD_eps0.15_it10,,50,200,PGD,0.15,10.0,
0.155,0.05555555555555555,0.006535947712418301,0.011695906432748537,0.3617021276595745,0.9934640522875817,RF,0.1,PGD_eps0.15_it25,,50,200,PGD,0.15,25.0,
0.155,0.1,0.013071895424836602,0.023121387283236993,0.3829787234042553,0.9869281045751634,RF,0.1,PGD_eps0.3_it10,,50,200,PGD,0.3,10.0,
0.15,0.09523809523809523,0.013071895424836602,0.022988505747126436,0.40425531914893614,0.9869281045751634,RF,0.1,PGD_eps0.3_it25,,50,200,PGD,0.3,25.0,
0.155,0.05555555555555555,0.006535947712418301,0.011695906432748537,0.3617021276595745,0.9934640522875817,RF,0.1,PGD_eps0.5_it10,,50,200,PGD,0.5,10.0,
0.145,0.09090909090909091,0.013071895424836602,0.022857142857142857,0.425531914893617,0.9869281045751634,RF,0.1,PGD_eps0.5_it25,,50,200,PGD,0.5,25.0,
0.14,0.047619047619047616,0.006535947712418301,0.011494252873563218,0.425531914893617,0.9934640522875817,RF,0.1,PGD_eps0.75_it10,,50,200,PGD,0.75,10.0,
