accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,elapsed_s,n_samples,n_eligible,median_queries_success,query_budget_exhausted,numerical_stagnation
0.005,0.0,0.0,0.0,0.9807692307692307,1.0,RF,HopSkipJump_whitebox,0.995,47.210784673690796,200,200,561.0,0,0
0.07,0.1935483870967742,0.08108108108108109,0.11428571428571428,0.9615384615384616,0.918918918918919,SVM,HopSkipJump_whitebox,1.0,1.5253889560699463,200,186,557.0,0,0
0.07,0.1935483870967742,0.08108108108108109,0.11428571428571428,0.9615384615384616,0.918918918918919,LR,HopSkipJump_whitebox,1.0,1.5439400672912598,200,186,557.0,0,0
