attack,epsilon,adv_accuracy,asr
PGD_nonadaptive,0.15,0.9348954014546661,0.01978251083892061
PGD_adaptive,0.15,0.9298964675780047,0.025397427089009453
PGD_nonadaptive,0.3,0.933308062261603,0.021440924921225332
PGD_adaptive,0.3,0.9085029259162738,0.048212466535572984
PGD_nonadaptive,0.5,0.8656684593333175,0.09130754104574854
PGD_adaptive,0.5,0.725698310786799,0.23523419176005117
