accuracy,precision,recall,f1,fpr,fnr,model,attack,asr,train_s,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s
0.9249387254901961,0.6846846846846847,0.7432762836185819,0.712778429073857,0.04903677758318739,0.2567237163814181,XGB,clean,0.0,0.2018594741821289,,,,,,,,,,,
0.8287377450980392,0.34243697478991597,0.39853300733496333,0.36836158192090396,0.1096322241681261,0.6014669926650367,XGB,FGSM_eps0.15,0.14185049019607843,0.2018594741821289,FGSM,0.15,1.0,,,,,,,,
0.7552083333333334,0.208955223880597,0.3422982885085575,0.2594995366079703,0.18563922942206654,0.6577017114914425,XGB,FGSM_eps0.3,0.21507352941176472,0.2018594741821289,FGSM,0.3,1.0,,,,,,,,
0.6176470588235294,0.09856459330143541,0.25183374083129584,0.14167812929848694,0.3299474605954466,0.7481662591687042,XGB,FGSM_eps0.5,0.35110294117647056,0.2018594741821289,FGSM,0.5,1.0,,,,,,,,
0.17524509803921567,0.06281118345461509,0.40097799511002447,0.10860927152317881,0.8570928196147111,0.5990220048899756,XGB,FGSM_eps0.75,0.7870710784313726,0.2018594741821289,FGSM,0.75,1.0,,,,,,,,
0.8452818627450981,0.39655172413793105,0.44987775061124696,0.4215349369988545,0.09807355516637478,0.5501222493887531,XGB,PGD_eps0.15_it10,0.12653186274509803,0.2018594741821289,PGD,0.15,10.0,,,,,,,,
0.8293504901960784,0.3576923076923077,0.4547677261613692,0.40043057050592035,0.1169877408056042,0.5452322738386308,XGB,PGD_eps0.15_it25,0.14154411764705882,0.2018594741821289,PGD,0.15,25.0,,,,,,,,
0.7876838235294118,0.26567656765676567,0.39364303178484106,0.31724137931034485,0.15586690017513136,0.6063569682151589,XGB,PGD_eps0.3_it10,0.18290441176470587,0.2018594741821289,PGD,0.3,10.0,,,,,,,,
0.7619485294117647,0.23714285714285716,0.4058679706601467,0.2993688007213706,0.18704028021015762,0.5941320293398533,XGB,PGD_eps0.3_it25,0.20955882352941177,0.2018594741821289,PGD,0.3,25.0,,,,,,,,
0.6501225490196079,0.11703239289446186,0.27383863080684595,0.16398243045387995,0.29597197898423816,0.726161369193154,XGB,PGD_eps0.5_it10,0.31954656862745096,0.2018594741821289,PGD,0.5,10.0,,,,,,,,
0.6096813725490197,0.10717529518619437,0.2885085574572127,0.1562913907284768,0.34430823117338005,0.7114914425427873,XGB,PGD_eps0.5_it25,0.3581495098039216,0.2018594741821289,PGD,0.5,25.0,,,,,,,,
0.16819852941176472,0.06059451219512195,0.38875305623471884,0.10484668644906034,0.8633975481611208,0.6112469437652812,XGB,PGD_eps0.75_it10,0.7950367647058824,0.2018594741821289,PGD,0.75,10.0,,,,,,,,
0.15870098039215685,0.059887005649717516,0.38875305623471884,0.10378590078328982,0.8742556917688267,0.6112469437652812,XGB,PGD_eps0.75_it25,0.8036151960784313,0.2018594741821289,PGD,0.75,25.0,,,,,,,,
0.8174019607843137,0.32653061224489793,0.43031784841075793,0.37130801687763715,0.12714535901926444,0.5696821515892421,XGB,CW_c0.0_it10,0.14215686274509803,0.2018594741821289,CW,,10.0,0.0,,,,,,,
0.8330269607843137,0.35152838427947597,0.39364303178484106,0.37139561707035756,0.10402802101576182,0.6063569682151589,XGB,CW_c0.5_it10,0.13511029411764705,0.2018594741821289,CW,,10.0,0.5,,,,,,,
0.18,0.19230769230769232,0.2,0.19607843137254902,0.84,0.8,XGB,HopSkipJump_direct,0.9090909090909091,,,,,,100.0,88.0,0.39973828196525574,561.0,0.0,10.0,4.107284069061279
0.9316789215686274,0.7113636363636363,0.7652811735941321,0.7373380447585395,0.04448336252189142,0.23471882640586797,LGBM,clean,0.0,0.14660024642944336,,,,,,,,,,,
0.828125,0.3137254901960784,0.31295843520782396,0.31334149326805383,0.09807355516637478,0.687041564792176,LGBM,FGSM_eps0.15,0.14368872549019607,0.14660024642944336,FGSM,0.15,1.0,,,,,,,,
0.6393995098039216,0.1016597510373444,0.2396088019559902,0.14275309541150766,0.3033274956217163,0.7603911980440098,LGBM,FGSM_eps0.3,0.33118872549019607,0.14660024642944336,FGSM,0.3,1.0,,,,,,,,
0.37745098039215685,0.07401574803149606,0.34474327628361856,0.12186689714779603,0.6178633975481611,0.6552567237163814,LGBM,FGSM_eps0.5,0.5842524509803921,0.14660024642944336,FGSM,0.5,1.0,,,,,,,,
0.12683823529411764,0.058589511754068714,0.3960880195599022,0.10207939508506617,0.9117338003502627,0.6039119804400978,LGBM,FGSM_eps0.75,0.8391544117647058,0.14660024642944336,FGSM,0.75,1.0,,,,,,,,
0.8125,0.27692307692307694,0.3080684596577017,0.2916666666666667,0.11523642732049037,0.6919315403422983,LGBM,PGD_eps0.15_it10,0.15778186274509803,0.14660024642944336,PGD,0.15,10.0,,,,,,,,
0.8002450980392157,0.2584493041749503,0.31784841075794623,0.2850877192982456,0.13064798598949212,0.6821515892420538,LGBM,PGD_eps0.15_it25,0.17095588235294118,0.14660024642944336,PGD,0.15,25.0,,,,,,,,
0.7169117647058824,0.10566615620214395,0.1687041564792176,0.12994350282485875,0.20455341506129598,0.8312958435207825,LGBM,PGD_eps0.3_it10,0.2545955882352941,0.14660024642944336,PGD,0.3,10.0,,,,,,,,
0.6672794117647058,0.09167671893848009,0.18581907090464547,0.12277867528271405,0.2637478108581436,0.8141809290953546,LGBM,PGD_eps0.3_it25,0.30484068627450983,0.14660024642944336,PGD,0.3,25.0,,,,,,,,
0.6109068627450981,0.06820461384152457,0.16625916870415647,0.09672830725462304,0.32539404553415063,0.8337408312958435,LGBM,PGD_eps0.5_it10,0.3584558823529412,0.14660024642944336,PGD,0.5,10.0,,,,,,,,
0.5977328431372549,0.0637065637065637,0.16136919315403422,0.09134948096885813,0.3397548161120841,0.8386308068459658,LGBM,PGD_eps0.5_it25,0.37224264705882354,0.14660024642944336,PGD,0.5,25.0,,,,,,,,
0.1556372549019608,0.055323986358469114,0.3569682151589242,0.09580052493438321,0.8732049036777583,0.6430317848410758,LGBM,PGD_eps0.75_it10,0.8091299019607843,0.14660024642944336,PGD,0.75,10.0,,,,,,,,
0.140625,0.052316890881913304,0.3422982885085575,0.09076175040518639,0.8882661996497373,0.6577017114914425,LGBM,PGD_eps0.75_it25,0.8241421568627451,0.14660024642944336,PGD,0.75,25.0,,,,,,,,
0.8256740196078431,0.3181818181818182,0.3422982885085575,0.3297997644287397,0.10507880910683012,0.6577017114914425,LGBM,CW_c0.0_it10,0.14215686274509803,0.14660024642944336,CW,,10.0,0.0,,,,,,,
0.8345588235294118,0.330749354005168,0.31295843520782396,0.32160804020100503,0.09071803852889668,0.687041564792176,LGBM,CW_c0.5_it10,0.13633578431372548,0.14660024642944336,CW,,10.0,0.5,,,,,,,
0.11,0.15789473684210525,0.18,0.16822429906542055,0.96,0.82,LGBM,HopSkipJump_direct,0.9888888888888889,,,,,,100.0,90.0,0.4085327386856079,561.0,0.0,0.0,5.860033988952637
